[06:11:53	]Enistein has connected.
[06:38:05	]Malik Tuncay used command '/AssignApartment malik a-01-01'.
[06:38:09	]Malik Tuncay used command '/AssignApartment malik default'.
[06:38:11	]Malik Tuncay used command '/AssignApartment malik normal'.
[06:38:26	]Malik Tuncay used command '/SetApartmentDoor A-01-01'.
[06:38:40	]Malik Tuncay used command '/ShowAllApartments'.
[06:38:58	]Malik Tuncay used command '/DoorBuy'.
[06:39:01	]Malik Tuncay used command '/DoorBuy'.
[06:39:19	]Malik Tuncay used command '/ShowAllApartments'.
[06:39:28	]Malik Tuncay used command '/ShowAllApartments'.
[06:39:39	]Malik Tuncay used command '/ShowAllApartments'.
[06:39:52	]Malik Tuncay used command '/SetApartmentDoor A-01-035'.
[06:40:01	]Malik Tuncay used command '/SetApartmentDoor A-01-02'.
[06:40:06	]Malik Tuncay used command '/RemoveApartment'.
[06:40:11	]Malik Tuncay used command '/RemoveApartment a-01-035'.
[06:40:13	]Malik Tuncay used command '/SetApartmentDoor A-01-02'.
[06:40:17	]Malik Tuncay used command '/SetApartmentDoor A-01-03'.
[06:40:20	]Malik Tuncay used command '/SetApartmentDoor A-01-04'.
[06:40:21	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[06:40:49	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[06:40:52	]Malik Tuncay used command '/SetApartmentDoor A-02-01'.
[06:40:56	]Malik Tuncay used command '/SetApartmentDoor A-02-02'.
[06:40:59	]Malik Tuncay used command '/SetApartmentDoor A-02-03'.
[06:41:02	]Malik Tuncay used command '/SetApartmentDoor A-02-04'.
[06:41:04	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[06:41:06	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[06:41:09	]Malik Tuncay used command '/SetApartmentDoor A-03-01'.
[06:41:12	]Malik Tuncay used command '/SetApartmentDoor A-03-02'.
[06:41:15	]Malik Tuncay used command '/SetApartmentDoor A-03-03'.
[06:41:18	]Malik Tuncay used command '/SetApartmentDoor A-03-04'.
[06:41:27	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[06:43:14	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[06:43:32	]Malik Tuncay has added static text: Merhaba
[06:43:32	]Malik Tuncay used command '/SceneText Merhaba'.
[06:43:41	]Malik Tuncay has removed static text: table: 0xffac89a2
[06:43:41	]Malik Tuncay used command '/SceneTextRemove'.
[06:44:17	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[06:44:19	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[06:45:04	][IC] Malik Tuncay: *Cheering!*.
[06:45:08	][IC] Malik Tuncay: When this is all over, I'm gonna mate.
[06:47:06	]Malik Tuncay set walkSpeed to '80'.
[06:47:19	]Malik Tuncay set walkSpeed to '85'.
[06:47:24	]Malik Tuncay set walkSpeed to '90'.
[06:47:41	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[06:47:42	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[06:47:55	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[06:47:56	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[06:47:57	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[06:48:28	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[06:51:47	]Malik Tuncay has spawned a 'NPC [512][npc_citizen]'.
[06:52:00	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[06:52:02	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[06:52:07	]Malik Tuncay has spawned 'models/props_interiors/Furniture_Couch01a.mdl'.
[06:52:11	]Malik Tuncay has enabled persistence for 'models/props_interiors/furniture_couch01a.mdl'.
[06:52:11	]Malik Tuncay has used a context menu option with the name: persist
[06:52:12	]Malik Tuncay has enabled persistence for 'models/props_interiors/furniture_couch02a.mdl'.
[06:52:12	]Malik Tuncay has used a context menu option with the name: persist
[06:52:12	]Malik Tuncay has enabled persistence for 'models/props_interiors/furniture_couch01a.mdl'.
[06:52:12	]Malik Tuncay has used a context menu option with the name: persist
[06:52:16	]Malik Tuncay has spawned a usable entity class 'ix_couch' with model 'models/props_interiors/furniture_couch01a.mdl'.
[06:52:16	]Malik Tuncay has used a context menu option with the name: ixusableentitycreate
[06:52:18	]Malik Tuncay used command '/ActSit 5'.
[06:52:19	]Malik Tuncay used command '/ExitAct'.
[06:52:24	]Malik Tuncay has spawned a usable entity class 'ix_chair' with model 'models/props_interiors/furniture_couch02a.mdl'.
[06:52:24	]Malik Tuncay has used a context menu option with the name: ixusableentitycreate
[06:52:29	]Malik Tuncay has spawned a usable entity class 'ix_couch' with model 'models/props_interiors/furniture_couch01a.mdl'.
[06:52:29	]Malik Tuncay has used a context menu option with the name: ixusableentitycreate
[06:52:31	]Malik Tuncay has spawned 'models/props_interiors/Furniture_chair03a.mdl'.
[06:52:32	]Malik Tuncay created a stash (models/props_interiors/furniture_chair03a.mdl).
[06:52:32	]Malik Tuncay has used a context menu option with the name: ixcreatestash
[06:52:34	]Malik Tuncay opened the 'Personal Stash 514' stash.
[06:52:37	]Malik Tuncay closed the 'Personal Stash 514' stash.
[06:52:46	]Malik Tuncay has used a context menu option with the name: remove
[06:52:49	]Malik Tuncay has spawned 'models/props_interiors/Furniture_chair03a.mdl'.
[06:52:53	]Malik Tuncay has used a context menu option with the name: ixpropviewowner
[06:52:56	]Malik Tuncay has used a context menu option with the name: remove
[06:52:58	]Remos has connected.
[06:53:19	][AltChecker] Remos joined for the first time, generating new cookie.
[06:54:08	]Malik Tuncay has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[06:54:13	]Malik Tuncay has used a context menu option with the name: remove
[06:55:06	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[06:55:14	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[06:55:37	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[06:55:46	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[06:55:50	]Malik Tuncay has spawned a 'Entity [518][ix_trashspawner]'.
[06:56:01	]Malik Tuncay has spawned a 'Entity [518][ix_trashcollector]'.
[06:56:02	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[06:56:03	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[06:56:06	]Malik Tuncay has spawned a 'Entity [518][ix_garbage]'.
[06:56:08	]Malik Tuncay has spawned a 'Entity [519][ix_trashspawner]'.
[06:56:11	]Remos created the character 'Adrian Walker'
[06:56:11	]Remos loaded the character 'Adrian Walker'
[06:56:11	]Adrian Walker has gained a 'Suitcase' #47.
[06:56:11	]Adrian Walker has gained a 'Flashlight' #48.
[06:56:11	]Adrian Walker has gained a 'Light Grey Armband' #49.
[06:56:11	]Adrian Walker has gained a '#05838's Identity Card' #50.
[06:56:11	]Adrian Walker has gained a 'Green Jumpsuit' #51.
[06:56:11	]Adrian Walker has gained a 'Grey Jumpsuit Trousers' #52.
[06:56:11	]Adrian Walker has gained a 'Worn Brown Shoes' #53.
[06:56:25	]Malik Tuncay used command '/CreateLootContainerSpawn trash'.
[06:56:55	][OOC] Adrian Walker: hi
[06:59:42	][IC] Adrian Walker: Merhaba.
[06:59:44	][IC] Malik Tuncay: Sus.
[06:59:47	][IC] Malik Tuncay: :D.
[06:59:53	][IC] Malik Tuncay: Someday, this will all be a bad memory.
[07:00:03	][IC] Adrian Walker: Nasılsınız beyfendi.
[07:00:05	][IC] Malik Tuncay: One time, back in the city, I saw a guy take down a Hunter with his bare fists.
[07:00:11	][IC] Malik Tuncay: Iyiyim.
[07:00:12	]Adrian Walker used command '/ActArrest 3'.
[07:00:12	][IC] Malik Tuncay: Siz.
[07:00:13	][IC] Malik Tuncay: Nasılsınız.
[07:00:14	]Adrian Walker used command '/ExitAct'.
[07:00:14	][IC] Malik Tuncay: Acaba.
[07:00:27	][IC] Adrian Walker: ./actarrest 3.
[07:00:29	]Malik Tuncay used command '/ActArrest 3'.
[07:00:37	]Adrian Walker used command '/ActArrest 3'.
[07:00:41	]Malik Tuncay used command '/ExitAct'.
[07:00:41	]Adrian Walker used command '/ExitAct'.
[07:00:43	]Malik Tuncay used command '/ActArrest 2'.
[07:00:46	]Adrian Walker used command '/ActArrest 2'.
[07:00:48	]Adrian Walker used command '/ActArrest 1'.
[07:00:49	]Malik Tuncay used command '/ExitAct'.
[07:00:49	]Adrian Walker used command '/ExitAct'.
[07:00:51	]Adrian Walker used command '/ActArrest 1'.
[07:00:52	]Adrian Walker used command '/ExitAct'.
[07:00:54	]Malik Tuncay used command '/ActSitChair'.
[07:00:57	]Malik Tuncay used command '/ExitAct'.
[07:01:28	]Malik Tuncay has given himself a usp.
[07:01:28	]Malik Tuncay has gained a 'USP-45' #54.
[07:01:29	]Malik Tuncay ran 'Equip' on item 'USP-45' (#54)
[07:01:30	]Malik Tuncay ran 'EquipUn' on item 'USP-45' (#54)
[07:01:38	]Malik Tuncay ran 'Equip' on item 'USP-45' (#54)
[07:01:47	]Malik Tuncay has spawned a akm.
[07:01:52	]Malik Tuncay ran 'take' on item 'AKM' (#55)
[07:01:52	]Malik Tuncay has gained a 'AKM' #55.
[07:01:55	]Malik Tuncay ran 'Equip' on item 'AKM' (#55)
[07:02:09	]Adrian Walker ran SAM command 'menu' with arguments: ''
[07:02:16	]Adrian Walker used command '/ActArrest 3'.
[07:02:54	]Adrian Walker used command '/ExitAct'.
[07:02:55	]Malik Tuncay ran 'drop' on item 'AKM' (#55)
[07:02:55	]Malik Tuncay has lost a 'AKM' #55.
[07:02:59	]Adrian Walker ran 'take' on item 'AKM' (#55)
[07:02:59	]Adrian Walker has gained a 'AKM' #55.
[07:03:03	]Adrian Walker ran 'Equip' on item 'AKM' (#55)
[07:03:14	]Malik Tuncay ran 'EquipUn' on item 'USP-45' (#54)
[07:03:15	]Malik Tuncay ran 'Equip' on item 'USP-45' (#54)
[07:03:18	]Malik Tuncay ran 'EquipUn' on item 'USP-45' (#54)
[07:03:18	]Malik Tuncay ran 'Equip' on item 'USP-45' (#54)
[07:03:20	]Malik Tuncay ran 'EquipUn' on item 'USP-45' (#54)
[07:03:21	]Malik Tuncay ran 'Equip' on item 'USP-45' (#54)
[07:03:25	]Malik Tuncay ran 'EquipUn' on item 'USP-45' (#54)
[07:03:25	]Malik Tuncay ran 'Equip' on item 'USP-45' (#54)
[07:03:30	]Adrian Walker ran 'EquipUn' on item 'AKM' (#55)
[07:03:31	]Adrian Walker ran 'Equip' on item 'AKM' (#55)
[07:03:31	]Malik Tuncay ran 'EquipUn' on item 'USP-45' (#54)
[07:03:33	]Malik Tuncay ran 'Equip' on item 'USP-45' (#54)
[07:03:36	]Adrian Walker ran 'EquipUn' on item 'AKM' (#55)
[07:03:37	]Adrian Walker ran 'Equip' on item 'AKM' (#55)
[07:03:38	]Adrian Walker ran 'EquipUn' on item 'AKM' (#55)
[07:03:39	]Adrian Walker ran 'Equip' on item 'AKM' (#55)
[07:03:40	]Adrian Walker ran 'EquipUn' on item 'AKM' (#55)
[07:03:49	]Malik Tuncay has spawned a cit_computer.
[07:03:49	]Adrian Walker ran 'Equip' on item 'AKM' (#55)
[07:03:52	]Malik Tuncay ran 'Place' on item 'Citizen Computer' (#56)
[07:04:47	]Malik Tuncay has gained level 50 in the Guns skill.
[07:04:47	]Malik Tuncay used command '/CharSkillSet malik guns 100'.
[07:05:15	]Malik Tuncay has given himself a pistolammo.
[07:05:15	]Malik Tuncay has gained a '9mm Pistol Bullets' #57.
[07:05:21	]Malik Tuncay ran 'EquipUn' on item 'USP-45' (#54)
[07:05:22	]Malik Tuncay ran 'Equip' on item 'USP-45' (#54)
[07:05:24	]Malik Tuncay ran 'EquipUn' on item 'USP-45' (#54)
[07:05:24	]Malik Tuncay ran 'Equip' on item 'USP-45' (#54)
[07:05:29	]Malik Tuncay ran 'EquipUn' on item 'Rappel Gear' (#42)
[07:05:36	]Malik Tuncay ran SAM command 'slay' with arguments: '^'
[07:05:49	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[07:05:50	]Adrian Walker used command '/CharSearch'.
[07:05:59	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[07:06:12	]Malik Tuncay has used a context menu option with the name: remove
[07:06:17	]Malik Tuncay ran 'Equip' on item 'USP-45' (#54)
[07:06:18	]Salutem has connected.
[07:06:19	]Malik Tuncay ran 'use' on item '9mm Pistol Bullets' (#57)
[07:06:29	]Adrian Walker used command '/SetMood scared'.
[07:06:38	]Adrian Walker used command '/SetMood default'.
[07:06:52	]Malik Tuncay has used a context menu option with the name: skin
[07:06:53	]Malik Tuncay has used a context menu option with the name: remove
[07:06:55	]Malik Tuncay has taken 5 damage from Adrian Walker.
[07:06:55	]Adrian Walker has damaged Malik Tuncay, dealing 5 with ix_hands
[07:06:56	]Malik Tuncay has taken 5 damage from Adrian Walker.
[07:06:56	]Adrian Walker has damaged Malik Tuncay, dealing 5.0003 with ix_hands
[07:06:57	]Malik Tuncay has taken 5 damage from Adrian Walker.
[07:06:57	]Adrian Walker has damaged Malik Tuncay, dealing 5.0006 with ix_hands
[07:06:58	]Malik Tuncay has taken 5 damage from Adrian Walker.
[07:06:58	]Adrian Walker has damaged Malik Tuncay, dealing 5.0009 with ix_hands
[07:06:59	]Malik Tuncay has taken 5 damage from Adrian Walker.
[07:06:59	]Adrian Walker has damaged Malik Tuncay, dealing 5.0012 with ix_hands
[07:06:59	]Malik Tuncay has taken 5 damage from Adrian Walker.
[07:06:59	]Adrian Walker has damaged Malik Tuncay, dealing 5.0015 with ix_hands
[07:07:00	]Malik Tuncay has taken 5 damage from Adrian Walker.
[07:07:00	]Adrian Walker has damaged Malik Tuncay, dealing 5.0018 with ix_hands
[07:07:01	]Malik Tuncay has taken 5 damage from Adrian Walker.
[07:07:01	]Adrian Walker has damaged Malik Tuncay, dealing 5.0021 with ix_hands
[07:07:02	]Malik Tuncay has taken 5 damage from Adrian Walker.
[07:07:02	]Adrian Walker has damaged Malik Tuncay, dealing 5.0024 with ix_hands
[07:07:03	]Malik Tuncay has taken 5 damage from Adrian Walker.
[07:07:03	]Adrian Walker has damaged Malik Tuncay, dealing 5.0027 with ix_hands
[07:07:03	]Malik Tuncay used command '/ActCheer'.
[07:07:04	]Malik Tuncay has taken 5 damage from Adrian Walker.
[07:07:04	]Adrian Walker has damaged Malik Tuncay, dealing 5.003 with ix_hands
[07:07:04	]Malik Tuncay has taken 5 damage from Adrian Walker.
[07:07:04	]Adrian Walker has damaged Malik Tuncay, dealing 5.0033 with ix_hands
[07:07:05	]Malik Tuncay has taken 5 damage from Adrian Walker.
[07:07:05	]Adrian Walker has damaged Malik Tuncay, dealing 5.0036 with ix_hands
[07:07:07	]Malik Tuncay has taken 5 damage from Adrian Walker.
[07:07:07	]Adrian Walker has damaged Malik Tuncay, dealing 5.0039 with ix_hands
[07:07:08	]Malik Tuncay used command '/ActCheer'.
[07:07:09	]Malik Tuncay has taken 5 damage from Adrian Walker.
[07:07:09	]Adrian Walker has damaged Malik Tuncay, dealing 5.0042 with ix_hands
[07:07:10	]Malik Tuncay has taken 5 damage from Adrian Walker.
[07:07:10	]Adrian Walker has damaged Malik Tuncay, dealing 5.0045 with ix_hands
[07:07:11	]Malik Tuncay was knocked unconscious and is bleeding out.
[07:07:11	]Adrian Walker has damaged Malik Tuncay, dealing 5.0048 with ix_hands
[07:07:29	]Malik Tuncay was just killed due to: accepting their death
[07:07:33	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[07:07:38	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[07:07:50	]Adrian Walker used command '/CharSearch'.
[07:07:50	]Malik Tuncay used command '/CharSearch'.
[07:07:52	]Adrian Walker used command '/CharSearch'.
[07:08:00	]Malik Tuncay has gained a 'Grey Jumpsuit Trousers' #52.
[07:08:00	]Adrian Walker has transferred a 'Grey Jumpsuit Trousers' #52 to a container with the name 'Malik Tuncay' #1.
[07:08:01	]Malik Tuncay used command '/CharSearch'.
[07:08:11	]Malik Tuncay ran 'drop' on item 'AKM' (#55)
[07:08:11	]Adrian Walker has lost a 'AKM' #55.
[07:08:18	]Malik Tuncay ran 'take' on item 'AKM' (#55)
[07:08:18	]Malik Tuncay has gained a 'AKM' #55.
[07:08:32	]Malik Tuncay ran 'Equip' on item 'AKM' (#55)
[07:08:51	]Malik Tuncay has spawned a smg1ammo.
[07:08:52	]Malik Tuncay ran 'use' on item 'SMG Bullets' (#58)
[07:08:54	]Malik Tuncay has spawned a smg1ammo.
[07:08:55	]Malik Tuncay ran 'use' on item 'SMG Bullets' (#59)
[07:08:56	]Malik Tuncay has spawned a assaultammo.
[07:08:57	]Malik Tuncay ran 'use' on item 'Assault Rifle Ammo' (#60)
[07:09:01	]Malik Tuncay has spawned a ins2_si_mx4.
[07:09:07	]Malik Tuncay has used a context menu option with the name: remove
[07:12:37	]Malik Tuncay set runSpeed to '160'.
[07:12:44	]Malik Tuncay set runSpeed to '200'.
[07:13:13	]Malik Tuncay ran 'drop' on item 'AKM' (#55)
[07:13:13	]Malik Tuncay has lost a 'AKM' #55.
[07:13:13	]Malik Tuncay ran 'drop' on item 'USP-45' (#54)
[07:13:13	]Malik Tuncay has lost a 'USP-45' #54.
[07:13:16	]Malik Tuncay has used a context menu option with the name: remove
[07:13:17	]Malik Tuncay has used a context menu option with the name: remove
[07:13:28	]Salutem created the character 'Hector Palaiologos'
[07:13:29	]Salutem loaded the character 'Hector Palaiologos'
[07:13:29	]Hector Palaiologos has gained a 'Flashlight' #62.
[07:13:29	]Hector Palaiologos has gained a 'Light Grey Armband' #63.
[07:13:29	]Hector Palaiologos has gained a '#06489's Identity Card' #64.
[07:13:29	]Hector Palaiologos has gained a 'Black Jumpsuit' #65.
[07:13:29	]Hector Palaiologos has gained a 'Black Jumpsuit Trousers' #66.
[07:13:29	]Hector Palaiologos has gained a 'Brown Leather Boots' #67.
[07:14:15	]Malik Tuncay has spawned a 'Entity [526][ix_workerk_electric]'.
[07:14:37	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[07:14:53	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[07:14:54	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[07:14:55	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[07:16:09	][IC] Adrian Walker: Merhaba.
[07:16:11	][IC] Adrian Walker: Adın ne.
[07:16:17	][IC] Hector Palaiologos: Hector ya senin.
[07:16:32	][IC] Adrian Walker: Öyle mi bende Adrian.
[07:16:40	][IC] Malik Tuncay: Süper.
[07:16:42	][IC] Adrian Walker: Memnu oldum Hector.
[07:16:44	][IC] Hector Palaiologos: Harika.
[07:16:48	][IC] Malik Tuncay: Ben de Malik.
[07:16:50	][IC] Malik Tuncay: Malik Tuncay.
[07:16:57	][IC] Hector Palaiologos: Evrensel birlik gelmeden önceki mesleğiniz neydi.
[07:17:09	][IC] Adrian Walker: Senin ismin ne zenci.
[07:17:12	][IC] Malik Tuncay: Pezevenk.
[07:17:17	][IC] Malik Tuncay: Pezevenktim yani.
[07:17:19	][IC] Malik Tuncay: Size demedim.
[07:17:27	][IC] Hector Palaiologos: Ben sağlıkçıydım.
[07:17:31	][IC] Adrian Walker: Benim mesleğim serbest meslek.
[07:17:32	][IC] Malik Tuncay: Bize ne kardeşim.
[07:17:52	][ME] Adrian Walker: s
[07:17:57	][IT] Malik Tuncay: ye
[07:17:59	][IT] Adrian Walker: sex
[07:18:10	][ME] Adrian Walker: s
[07:18:15	][ME] Malik Tuncay: selam
[07:18:18	][ME] Malik Tuncay: sex
[07:18:27	]Malik Tuncay used command '/Achievement Malik Başarı Plaketi'.
[07:18:29	]Adrian Walker used command '/SetVoicemail test'.
[07:18:32	]Adrian Walker used command '/SetVoicemail test'.
[07:18:33	][IT] Hector Palaiologos: Küçük siyahi kişinin kafasına bir ters yumruk indirir kişi 30 saniye baygınlık geçirir, (charfallover)
[07:18:34	]Malik Tuncay used command '/Achievement Malik Pezevenk'.
[07:18:37	]Malik Tuncay has taken 5 damage from Hector Palaiologos.
[07:18:37	]Hector Palaiologos has damaged Malik Tuncay, dealing 5 with ix_hands
[07:18:41	]Malik Tuncay used command '/CharFallOver'.
[07:18:56	]Malik Tuncay used command '/CharGetUp'.
[07:19:36	]Hector Palaiologos used command '/SetMood frustrated'.
[07:19:50	]Malik Tuncay used command '/ActSit'.
[07:19:58	]Adrian Walker used command '/ActSit'.
[07:19:59	]Malik Tuncay used command '/ExitAct'.
[07:20:00	]Adrian Walker used command '/ExitAct'.
[07:20:01	]Malik Tuncay used command '/ActSit'.
[07:20:03	]Adrian Walker used command '/ActSit'.
[07:20:07	]Malik Tuncay used command '/ExitAct'.
[07:20:08	]Adrian Walker used command '/ExitAct'.
[07:20:11	]Malik Tuncay has taken 5 damage from Hector Palaiologos.
[07:20:11	]Hector Palaiologos has damaged Malik Tuncay, dealing 5.0003 with ix_hands
[07:20:35	]Adrian Walker used command '/ActWindow'.
[07:20:37	]Adrian Walker used command '/ExitAct'.
[07:20:39	]Adrian Walker used command '/ActWindow'.
[07:20:43	]Adrian Walker used command '/ExitAct'.
[07:21:12	][IC] Malik Tuncay: I'm gonna be sick.
[07:21:15	][IC] Malik Tuncay: This is bullshit!
[07:21:17	]Adrian Walker used command '/SetMood frustrated'.
[07:21:20	][IC] Hector Palaiologos: Get down.
[07:21:20	][IC] Malik Tuncay: This is bullshit!
[07:21:23	][IC] Malik Tuncay: Behind you!
[07:21:24	][IC] Malik Tuncay: Behind you!
[07:21:25	][IC] Malik Tuncay: Behind you!
[07:21:27	][IC] Malik Tuncay: Behind you!
[07:21:28	]Adrian Walker used command '/SetMood Frustrated'.
[07:21:34	][IC] Malik Tuncay: No.
[07:21:34	][IC] Adrian Walker: Sex.
[07:21:35	][IC] Malik Tuncay: Ynah.
[07:21:58	]Malik Tuncay ran SAM command 'setrank' with arguments: '%Hector Palaiologos' 'server_council'
[07:22:01	]Hector Palaiologos entered observer.
[07:22:03	]Hector Palaiologos exited observer at their location.
[07:22:04	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[07:22:05	]Malik Tuncay ran SAM command 'noclip' with arguments: ''
[07:22:08	]Malik Tuncay ran SAM command 'menu' with arguments: ''
[07:22:09	]Hector Palaiologos ran SAM command 'menu' with arguments: ''
[07:22:26	]Hector Palaiologos ran SAM command 'setrankid' with arguments: 'STEAM_0:1:93241674' 'mentor'
[07:22:27	]Adrian Walker ran SAM command 'menu' with arguments: ''
[07:22:38	]Adrian Walker ran SAM command 'admin' with arguments: ''
[07:22:39	]Hector Palaiologos ran SAM command 'menu' with arguments: ''
[07:22:51	]Hector Palaiologos ran SAM command 'setrankid' with arguments: 'STEAM_0:1:93241674' 'mentor_active'
[07:22:53	]Adrian Walker ran SAM command 'menu' with arguments: ''
[07:23:06	]Adrian Walker ran SAM command 'menu' with arguments: ''
[07:23:07	]Malik Tuncay ran SAM command 'menu' with arguments: ''
[07:23:25	]Hector Palaiologos has given himself a oldrevolver.
[07:23:25	]Hector Palaiologos has gained a 'Popper' #68.
[07:23:25	]Malik Tuncay has used a context menu option with the name: rb655_door_open
[07:23:26	]Adrian Walker ran SAM command 'menu' with arguments: ''
[07:23:28	]Adrian Walker ran SAM command 'unadmin' with arguments: ''
[07:23:30	]Hector Palaiologos ran 'Equip' on item 'Popper' (#68)
[07:23:50	]Malik Tuncay has given himself a hatchet.
[07:23:50	]Malik Tuncay has gained a 'Hatchet' #69.
[07:23:55	]Malik Tuncay ran 'Equip' on item 'Hatchet' (#69)
