[13:58:17	]Revain has connected.
[14:01:36	]Charles Fabron exited observer at their location.
[14:01:53	][IC] Revain On Duty: Aa.
[14:01:53	]Charles Fabron entered observer.
[14:01:54	]Revain On Duty entered observer.
[14:01:55	]Charles Fabron exited observer at their location.
[14:01:56	]Revain On Duty exited observer at their location.
[14:02:06	][IC] Revain On Duty: Aga bu propların üstündeki yazılar nasıl çıkıyo.
[14:02:19	][IC] Revain On Duty: Bak mesela.
[14:02:26	][IC] Revain On Duty: Uzak iletişimlerde falan birşeyler yazıoy.
[14:02:27	][IC] Revain On Duty: Ipucu.
[14:02:44	][IC] Revain On Duty: Flashlight alıcam sorun olurmu.
[14:02:49	][IC] Revain On Duty: Duty karakteri zaten.
[14:02:54	]Revain On Duty has given himself a flashlight.
[14:02:54	]Revain On Duty has gained a 'Flashlight' #15246.
[14:02:58	]Charles Fabron has fired a toolgun with the name: ladder
[14:03:01	]Charles Fabron has fired a toolgun with the name: ladder
[14:03:17	]Charles Fabron has given himself a flashlight.
[14:03:18	]Charles Fabron has gained a 'Flashlight' #15247.
[14:03:21	]Charles Fabron has fired a toolgun with the name: ladder
[14:03:22	]Charles Fabron has fired a toolgun with the name: ladder
[14:03:25	]Revain On Duty entered observer.
[14:03:27	]Revain On Duty exited observer at their location.
[14:03:28	][IC] Revain On Duty: Aga.
[14:03:38	][IC] Revain On Duty: Ben bu bozuk proplara bakıcam.
[14:03:38	]Revain On Duty entered observer.
[14:03:39	]Revain On Duty exited observer at their location.
[14:03:42	]Revain On Duty entered observer.
[14:03:45	][IC] Revain On Duty: Vardı.
[14:03:47	][IC] Revain On Duty: Hastanede.
[14:03:49	]Charles Fabron entered observer.
[14:03:56	]Charles Fabron exited observer at their location.
[14:04:00	]Revain On Duty ran SAM command 'bring' with arguments: 'charles'
[14:04:00	]Revain On Duty exited observer at their location.
[14:04:03	][IC] Revain On Duty: Bak birde burda var.
[14:04:03	]Charles Fabron entered observer.
[14:04:04	]Revain On Duty entered observer.
[14:04:04	]Charles Fabron exited observer at their location.
[14:04:05	]Revain On Duty exited observer at their location.
[14:04:05	]Charles Fabron entered observer.
[14:04:07	]Revain On Duty entered observer.
[14:04:07	]Revain On Duty exited observer at their location.
[14:04:08	]Charles Fabron exited observer at their location.
[14:04:08	]Revain On Duty entered observer.
[14:04:09	]Revain On Duty exited observer at their location.
[14:04:12	][IC] Revain On Duty: Bozuk bu.
[14:04:17	][IC] Revain On Duty: Mor siyah.
[14:04:22	][IC] Revain On Duty: Css var.
[14:04:28	][IC] Revain On Duty: Oda.
[14:04:29	][IC] Revain On Duty: Var.
[14:04:45	][IC] Revain On Duty: Oyun var ikiside.
[14:04:55	][IC] Revain On Duty: Evet.
[14:05:05	][IC] Revain On Duty: Contenti zaten oyundan yokmu.
[14:05:16	]Revain On Duty entered observer.
[14:05:18	]Revain On Duty exited observer at their location.
[14:05:19	]Revain On Duty entered observer.
[14:05:19	]Revain On Duty exited observer at their location.
[14:05:25	]Charles Fabron ran SAM command 'menu' with arguments: ''
[14:05:38	][IC] Revain On Duty: Inan onu indiremem.
[14:05:46	][IC] Revain On Duty: Neyse gel diğerine bakalim.
[14:05:47	]Revain On Duty entered observer.
[14:05:50	]Charles Fabron entered observer.
[14:05:57	]Revain On Duty exited observer at their location.
[14:06:00	]Revain On Duty ran SAM command 'bring' with arguments: 'charles'
[14:06:02	]Charles Fabron exited observer at their location.
[14:06:05	][IC] Revain On Duty: Bak.
[14:06:21	][IC] Revain On Duty: Bunlar önceden normaldi şimdi bozulmuş.
[14:06:33	][IC] Revain On Duty: Nası ya.
[14:06:37	][IC] Revain On Duty: Luciferdede.
[14:06:40	][IC] Revain On Duty: Öyle.
[14:06:53	][IC] Revain On Duty: Bakalim cratler napmiş.
[14:07:12	][IC] Revain On Duty: Oo smb depo.
[14:07:17	][IC] Revain On Duty: Dolap falan.
[14:07:22	]Revain On Duty entered observer.
[14:07:23	]Revain On Duty exited observer at their location.
[14:07:24	][IC] Revain On Duty: Ne.
[14:07:25	]Revain On Duty entered observer.
[14:07:25	]Revain On Duty exited observer at their location.
[14:07:29	][IC] Revain On Duty: Ben birşey görmüyom.
[14:07:54	][IC] Revain On Duty: Remoss.
[14:08:05	][IC] Revain On Duty: Bu apartman komutunu atsana dmden.
[14:08:20	][IC] Revain On Duty: Ah be.
[14:08:23	][IC] Revain On Duty: Keşke rol olsa.
[14:08:47	]Charles Fabron has gained level 5 in the Hız skill.
[14:09:02	][IC] Revain On Duty: Ben çok rol yapamicam maalesef.
[14:09:09	][IC] Revain On Duty: Hafta sonları yaparım.
[14:09:21	][IC] Revain On Duty: Patates oluyorum çünkü.
[14:09:38	][IC] Revain On Duty: Birşey söyleyeceğim.
[14:09:39	][IC] Revain On Duty: Remos.
[14:10:06	][IC] Revain On Duty: Vortigaunt vs, bunun gibi whitelistler için form oluşturalım enise atalım enis izin verirse whitelist kanalına atalım.
[14:10:14	][IC] Revain On Duty: Beraber form hazırlayalım.
[14:10:16	][IC] Revain On Duty: Nasıl fikir.
[14:10:20	]Remos (STEAM_0:1:93241674) has disconnected.
[14:10:21	]Revain On Duty entered observer.
[14:10:22	]Revain On Duty exited observer at their location.
[14:10:27	]Revain (STEAM_0:1:608254786) has disconnected.
[14:13:10	]Remos has connected.
[14:13:51	]Remos loaded the character 'Charles Fabron'
[14:14:07	]Charles Fabron entered observer.
[14:15:03	]Charles Fabron exited observer at their location.
[14:20:21	]Charles Fabron has gone afk.
[14:39:11	]Charles Fabron is no longer afk. Total time spent AFK: 1425
[14:40:29	]Charles Fabron entered observer.
[14:40:55	]Charles Fabron exited observer at their location.
[14:40:56	]Charles Fabron entered observer.
[14:41:35	]Charles Fabron exited observer at their location.
[14:42:06	]Charles Fabron entered observer.
[14:42:08	]Charles Fabron exited observer at their location.
[14:42:25	]Charles Fabron entered observer.
[14:42:27	]Charles Fabron exited observer at their location.
[14:42:29	]Charles Fabron entered observer.
[14:42:53	]Charles Fabron exited observer at their location.
[14:42:57	]Charles Fabron entered observer.
[14:43:00	]Charles Fabron exited observer at their location.
[14:43:07	]Charles Fabron entered observer.
[14:43:22	]Charles Fabron exited observer at their location.
[14:43:24	]Charles Fabron entered observer.
[14:43:27	]Charles Fabron exited observer at their location.
[14:43:27	]Charles Fabron entered observer.
[14:43:28	]Charles Fabron exited observer at their location.
[14:43:29	]Charles Fabron entered observer.
[14:43:31	]Charles Fabron exited observer at their location.
[14:43:31	]Charles Fabron entered observer.
[14:43:32	]Charles Fabron exited observer at their location.
[14:43:33	]Charles Fabron entered observer.
[14:43:33	]Charles Fabron exited observer at their location.
[14:43:53	]Charles Fabron entered observer.
[14:43:54	]Charles Fabron exited observer at their location.
[14:44:07	]Charles Fabron entered observer.
[14:44:07	]Charles Fabron exited observer at their location.
[14:44:08	]Charles Fabron entered observer.
[14:44:10	]Charles Fabron exited observer at their location.
[14:44:11	]Charles Fabron entered observer.
[14:44:12	]Charles Fabron exited observer at their location.
[14:44:13	]Charles Fabron entered observer.
[14:44:19	]Charles Fabron exited observer at their location.
[14:45:18	]Charles Fabron has spawned 'models/props_c17/FurnitureDresser001a.mdl'.
[14:45:23	]Charles Fabron has used a context menu option with the name: keepupright
[14:45:36	]Charles Fabron has used a context menu option with the name: keepupright_stop
[14:45:38	]Charles Fabron has used a context menu option with the name: ignite
[14:46:38	]Charles Fabron entered observer.
[14:46:39	]Charles Fabron exited observer at their location.
[14:46:40	]Charles Fabron entered observer.
[14:46:41	]Charles Fabron exited observer at their location.
[14:46:53	]Charles Fabron used command '/CreateCid Charles'.
[14:46:54	]Charles Fabron has gained a '#63252 Kimlik Kartı' #15248.
[14:47:12	]Charles Fabron entered observer.
[14:47:19	]Charles Fabron used command '/AreaEdit'.
[14:47:32	]Charles Fabron exited observer at their location.
[14:54:11	]Charles Fabron has gone afk.
[14:59:06	]Charles Fabron is fully healed.
[15:41:26	]Charles Fabron is no longer afk. Total time spent AFK: 3130
[15:47:26	]Charles Fabron has gone afk.
[15:52:16	]Charles Fabron is no longer afk. Total time spent AFK: 585
[15:52:16	]Charles Fabron entered observer.
[15:52:25	]Charles Fabron exited observer at their location.
[15:57:46	]Charles Fabron has gone afk.
[16:26:16	]Charles Fabron is no longer afk. Total time spent AFK: 2005
[16:26:18	]Remos (STEAM_0:1:93241674) has disconnected.
