[00:34:29	]Recik has connected.
[17:57:40	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:57:41	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:57:42	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:57:44	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:57:46	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:57:46	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:57:47	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:57:50	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:57:50	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:57:53	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:57:54	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:58:01	]C24:RL.GRID-07 ran 'removeMag' on item 'USP-45' (#2865)
[17:58:01	]C24:RL.GRID-07 has gained a '17rnd Usp-magazine' #2866.
[17:58:02	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:58:04	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:58:04	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:58:05	]C24:RL.GRID-07 has given himself a bullets_pistol.
[17:58:05	]C24:RL.GRID-07 has gained a '9mm Pistol Bullets' #3481.
[17:58:06	]C24:RL.GRID-07 has given himself a bullets_pistol.
[17:58:08	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:58:09	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:58:13	]C24:RL.GRID-07 ran 'combine' on item '17rnd Usp-magazine' (#2866)
[17:58:14	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:58:15	]Kristoph Kononowitz has taken 41 damage from worldspawn.
[17:58:15	]C24:RL.GRID-07 has lost a '17rnd Usp-magazine' #2866.
[17:58:15	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:58:20	]C24:RL.GRID-07 entered observer.
[17:58:22	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:58:23	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:58:24	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:58:24	]C24:RL.GRID-07 exited observer at their location.
[17:58:25	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:58:25	]C24:RL.GRID-07 entered observer.
[17:58:28	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:58:29	]C24:RL.GRID-07 exited observer at their location.
[17:58:30	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:58:36	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:58:38	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:58:41	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:58:42	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:58:46	]C24:RL.GRID-07 entered observer.
[17:58:47	]C24:RL.GRID-07 exited observer at their location.
[17:59:07	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:59:09	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:59:09	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:59:10	]C24:RL.GRID-07 entered observer.
[17:59:11	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[17:59:13	]C24:RL.GRID-07 exited observer at their location.
[17:59:14	]C24:RL.GRID-07 entered observer.
[17:59:15	]C24:RL.GRID-07 exited observer at their location.
[17:59:16	]C24:RL.GRID-07 entered observer.
[17:59:17	]C24:RL.GRID-07 exited observer at their location.
[17:59:19	]C24:RL.GRID-07 entered observer.
[18:00:13	]C24:RL.GRID-07 exited observer at their location.
[18:00:14	]C24:RL.GRID-07 entered observer.
[18:00:17	]C24:RL.GRID-07 exited observer at their location.
[18:00:18	]C24:RL.GRID-07 entered observer.
[18:00:19	]C24:RL.GRID-07 exited observer at their location.
[18:00:22	]C24:RL.GRID-07 entered observer.
[18:00:23	]C24:RL.GRID-07 exited observer at their location.
[18:00:25	]C24:RL.GRID-07 entered observer.
[18:00:47	]C24:RL.GRID-07 exited observer at their location.
[18:00:50	]C24:RL.GRID-07 entered observer.
[18:00:55	]C24:RL.GRID-07 exited observer at their location.
[18:00:58	]C24:RL.GRID-07 entered observer.
[18:01:41	]C24:RL.GRID-07 exited observer at their location.
[18:01:42	]C24:RL.GRID-07 entered observer.
[18:01:43	]C24:RL.GRID-07 exited observer at their location.
[18:01:44	]C24:RL.GRID-07 entered observer.
[18:01:59	]C24:RL.GRID-07 exited observer at their location.
[18:02:00	]C24:RL.GRID-07 entered observer.
[18:02:00	]C24:RL.GRID-07 exited observer at their location.
[18:02:01	]C24:RL.GRID-07 entered observer.
[18:02:02	]C24:RL.GRID-07 exited observer at their location.
[18:02:02	]C24:RL.GRID-07 entered observer.
[18:02:40	]C24:RL.GRID-07 exited observer at their location.
[18:02:42	]C24:RL.GRID-07 entered observer.
[18:02:42	]C24:RL.GRID-07 exited observer at their location.
[18:02:43	]C24:RL.GRID-07 entered observer.
[18:02:44	]C24:RL.GRID-07 exited observer at their location.
[18:02:45	]C24:RL.GRID-07 entered observer.
[18:02:47	]C24:RL.GRID-07 exited observer at their location.
[18:02:50	]C24:RL.GRID-07 entered observer.
[18:02:52	]C24:RL.GRID-07 exited observer at their location.
[18:02:54	]C24:RL.GRID-07 has taken 21 damage from worldspawn.
[18:02:55	]C24:RL.GRID-07 entered observer.
[18:02:55	]C24:RL.GRID-07 exited observer at their location.
[18:02:58	]C24:RL.GRID-07 has taken 16 damage from worldspawn.
[18:03:02	]C24:RL.GRID-07 entered observer.
[18:03:02	]C24:RL.GRID-07 exited observer at their location.
[18:03:05	]C24:RL.GRID-07 has gained a '17rnd Usp-magazine' #2866.
[18:03:05	]C24:RL.GRID-07 was knocked unconscious and is bleeding out.
[18:03:23	]C24:RL.GRID-07 was just killed due to: accepting their death
[18:03:26	]C24:RL.GRID-07 entered observer.
[18:03:34	]C24:RL.GRID-07 exited observer at their location.
[18:03:35	]C24:RL.GRID-07 entered observer.
[18:03:36	]C24:RL.GRID-07 exited observer at their location.
[18:03:37	]C24:RL.GRID-07 entered observer.
[18:03:38	]C24:RL.GRID-07 exited observer at their location.
[18:04:30	]C24:RL.GRID-07 entered observer.
[18:04:31	]C24:RL.GRID-07 exited observer at their location.
[18:04:33	]C24:RL.GRID-07 entered observer.
[18:04:45	]C24:RL.GRID-07 exited observer at their location.
[18:04:51	]Kristoph Kononowitz has gone afk.
[18:04:52	]C24:RL.GRID-07 entered observer.
[18:04:56	]C24:RL.GRID-07 exited observer at their location.
[18:05:08	]C24:RL.GRID-07 entered observer.
[18:05:10	]Inkaaz ran SAM command 'kick' with arguments: '%C24:RL.GRID-07'
[18:05:10	]Pozytyw (STEAM_0:0:84397718) has disconnected.
[18:05:31	]Kristoph Kononowitz is no longer afk. Total time spent AFK: 335
[18:07:21	]Pozytyw has connected.
[18:08:07	]Pozytyw loaded the character 'Jonathan Williamson'
[18:08:10	]Jonathan Williamson entered observer.
[18:08:10	]Jonathan Williamson exited observer at their location.
[18:08:12	]Jonathan Williamson is fully healed.
[18:08:26	]Jonathan Williamson ran 'RequestCp' on item 'Request Device' (#3292)
[18:08:49	]Jonathan Williamson ran 'combine' on item '17rnd Usp-magazine' (#3317)
[18:09:12	][OOC] Jonathan Williamson: LEGIA PANY WISŁA CHUJ
[18:09:16	]Jonathan Williamson entered observer.
[18:09:18	]Jonathan Williamson exited observer at their location.
[18:09:31	]Jonathan Williamson entered observer.
[18:09:32	]Jonathan Williamson exited observer at their location.
[18:09:33	]Jonathan Williamson entered observer.
[18:09:43	]Jonathan Williamson exited observer at their location.
[18:09:44	]Jonathan Williamson entered observer.
[18:09:44	]Jonathan Williamson exited observer at their location.
[18:09:48	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:09:48	]Jonathan Williamson entered observer.
[18:09:49	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:09:50	]Jonathan Williamson exited observer at their location.
[18:09:58	]Jonathan Williamson has taken 42 damage from worldspawn.
[18:10:03	]Jonathan Williamson was knocked unconscious and is bleeding out.
[18:10:13	]Jonathan Williamson was killed while bleeding out.
[18:10:13	]worldspawn has killed Jonathan Williamson.
[18:10:16	]Jonathan Williamson used command '/CharGetUp'.
[18:10:22	]Jonathan Williamson used command '/CharGetUp'.
[18:10:23	]Jonathan Williamson used command '/CharGetUp'.
[18:10:25	]Jonathan Williamson used command '/CharGetUp'.
[18:10:26	]Jonathan Williamson used command '/CharGetUp'.
[18:10:29	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:10:31	]Jonathan Williamson used command '/CharGetUp'.
[18:10:31	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:10:37	]Jonathan Williamson used command '/UnStuck'.
[18:10:44	]Jonathan Williamson used command '/UnStuck'.
[18:10:49	]Kristoph Kononowitz ran SAM command 'kick' with arguments: 'jonathan' 'czerwony krzyz pomoc'
[18:10:49	]Pozytyw (STEAM_0:0:84397718) has disconnected.
[18:12:05	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:12:08	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:12:11	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:12:12	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:12:13	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:12:14	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:12:17	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:12:18	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:12:19	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:12:20	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:12:22	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:12:22	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:12:24	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:12:26	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:12:27	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:12:30	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:12:34	]Pozytyw has connected.
[18:12:40	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:12:43	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:12:43	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:12:46	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:12:46	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:12:47	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:12:48	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:12:51	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:12:51	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:12:53	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:12:59	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:13:00	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:13:09	]Kristoph Kononowitz ran SAM command 'noclip' with arguments: ''
[18:13:20	]Pozytyw loaded the character 'Jonathan Williamson'
[18:13:22	]Jonathan Williamson entered observer.
