[08:39:33	]Revain has connected.
[10:04:13	]S10/OWH.GHOST-72 has lost a '12rnd SG-1 Magazine' #73977.
[10:04:32	]S10/OWH.GHOST-72 has gained a '12rnd SG-1 Magazine' #73977.
[10:04:32	]S10/OWH.GHOST-72 has lost a '12rnd SG-1 Magazine' #73976.
[10:05:32	][IC] S10/OWH.GHOST-72: <:: Attention hostile target, we can help you, it is safe. ::>
[10:05:34	]S10/OWH.GHOST-72 has gained a '12rnd SG-1 Magazine' #73976.
[10:05:34	]S10/OWH.GHOST-72 has lost a '12rnd SG-1 Magazine' #73977.
[10:05:36	][IC] S10/OWH.GHOST-72: <:: WE CAN HELP YOU22. ::>
[10:05:38	][IC] S10/OWH.GHOST-72: <:: WE CAN HELP YO. ::>
[10:05:40	][IC] S10/OWH.GHOST-72: <:: We can help you, it is safe. ::>
[10:05:45	][IC] S10/OWH.GHOST-72: <:: Attention hostile target, we can help you, it is safe. ::>
[10:05:50	]S10/OWH.GHOST-72 has gained a '12rnd SG-1 Magazine' #73977.
[10:05:50	]S10/OWH.GHOST-72 has lost a '12rnd SG-1 Magazine' #73976.
[10:06:00	]S10/OWH.GHOST-72 has gained a '12rnd SG-1 Magazine' #73976.
[10:06:00	]S10/OWH.GHOST-72 has lost a '12rnd SG-1 Magazine' #73977.
[10:06:08	]S10/OWH.GHOST-72 ran 'combine' on item '12rnd SG-1 Magazine' (#73976)
[10:06:08	]S10/OWH.GHOST-72 ran 'combine' on item '12rnd SG-1 Magazine' (#73978)
[10:06:14	]S10/OWH.GHOST-72 has gained a '12rnd SG-1 Magazine' #73977.
[10:06:14	]S10/OWH.GHOST-72 has lost a '12rnd SG-1 Magazine' #73978.
[10:06:20	]Mersa has unloaded their "S10/OWH.GHOST-72" character.
[10:06:27	]Mersa loaded the character 'Bert Derek'
[10:06:33	]Bert Derek entered observer.
[10:06:37	]Bert Derek exited observer at their location.
[10:06:41	]Bert Derek ran 'Write' on item 'Yeşil aydan Alovra'ya..' (#74010)
[10:07:19	]Bert Derek ran 'Write' on item 'Yeşil aydan Alovra'ya..' (#74010)
[10:07:36	]Bert Derek ran 'Write' on item 'Yeşil aydan Alovra'ya..' (#74010)
[10:07:49	]Bert Derek entered observer.
[10:07:54	]Bert Derek exited observer at their location.
[10:07:57	]Bert Derek has spawned a 'NPC [4621][npc_zombie]'.
[10:07:57	]Bert Derek has spawned a 'NPC [5011][npc_zombie]'.
[10:07:58	]Bert Derek has spawned a 'NPC [5023][npc_zombie]'.
[10:07:59	]Bert Derek has spawned a 'NPC [5053][npc_zombie]'.
[10:08:00	]Bert Derek has spawned a 'NPC [5095][npc_zombie]'.
[10:08:01	]Bert Derek entered observer.
[10:08:02	]Bert Derek exited observer at their location.
[10:08:20	]Bert Derek entered observer.
[10:08:36	]Bert Derek exited observer at their location.
[10:08:43	]Bert Derek ran 'Write' on item 'Yeşil aydan Alovra'ya..' (#74010)
[10:09:13	]Bert Derek ran 'Write' on item 'Yeşil aydan Alovra'ya..' (#74010)
[10:09:20	]Bert Derek has spawned 'models/props_junk/wood_crate001a.mdl'.
[10:09:24	]Bert Derek created a 'Kutu' container.
[10:09:24	]Bert Derek has used a context menu option with the name: wncontainer_create
[10:09:27	]Bert Derek opened the 'Kutu' #7055 container.
[10:09:31	]Bert Derek closed the 'Kutu' #7055 container.
[10:09:41	]Bert Derek has given himself a junk_computer_tower.
[10:09:41	]Bert Derek has gained a 'Kırık Bilgisayar' #74033.
[10:09:49	]Bert Derek ran 'drop' on item 'Kırık Bilgisayar' (#74033)
[10:09:49	]Bert Derek has lost a 'Kırık Bilgisayar' #74033.
[10:09:51	]Bert Derek has fired a toolgun with the name: remover
[10:09:57	]Bert Derek has given himself a junk_battery.
[10:09:57	]Bert Derek has gained a 'Araba Aküsü' #74034.
[10:10:20	]Bert Derek has given himself a comp_metal.
[10:10:20	]Bert Derek has gained a 'Hurda Metal' #74035.
[10:10:21	]Bert Derek has given himself a comp_metal.
[10:10:21	]Bert Derek has gained a 'Hurda Metal' #74036.
[10:10:23	]Bert Derek has given himself a comp_metal.
[10:10:23	]Bert Derek has gained a 'Hurda Metal' #74037.
[10:10:27	]Bert Derek has given himself a comp_weapon_parts.
[10:10:27	]Bert Derek has gained a 'Silah Parçaları' #74038.
[10:10:27	]Bert Derek has given himself a comp_weapon_parts.
[10:10:27	]Bert Derek has gained a 'Silah Parçaları' #74039.
[10:10:28	]Bert Derek has given himself a comp_weapon_parts.
[10:10:28	]Bert Derek has gained a 'Silah Parçaları' #74040.
[10:10:38	]Bert Derek has given himself a comp_adhesive.
[10:10:38	]Bert Derek has gained a 'Yapıştırıcı' #74041.
[10:10:39	]Bert Derek has given himself a comp_adhesive.
[10:10:39	]Bert Derek has gained a 'Yapıştırıcı' #74042.
[10:10:40	]Bert Derek has given himself a comp_adhesive.
[10:10:40	]Bert Derek has gained a 'Yapıştırıcı' #74043.
[10:10:44	]Bert Derek opened the 'Kutu' #7055 container.
[10:10:48	]Bert Derek has transferred a 'Araba Aküsü' #74034 to a container with the name 'Kutu' #7055.
[10:10:48	]Bert Derek has transferred a 'Hurda Metal' #74035 to a container with the name 'Kutu' #7055.
[10:10:48	]Bert Derek has transferred a 'Silah Parçaları' #74038 to a container with the name 'Kutu' #7055.
[10:10:49	]Bert Derek has transferred a 'Yapıştırıcı' #74041 to a container with the name 'Kutu' #7055.
[10:10:50	]Bert Derek closed the 'Kutu' #7055 container.
[10:10:58	]Bert Derek has used a context menu option with the name: skin
[10:11:08	]Bert Derek has spawned a mezar_tasi.
[10:11:14	]Bert Derek has fired a toolgun with the name: remover
[10:11:51	]Bert Derek has given himself a comp_plastic.
[10:11:51	]Bert Derek has gained a 'Plastik Çöp' #74045.
[10:11:52	]Bert Derek has given himself a comp_plastic.
[10:11:52	]Bert Derek has gained a 'Plastik Çöp' #74046.
[10:11:53	]Bert Derek has given himself a comp_refined_plastic.
[10:11:53	]Bert Derek has gained a 'Plastik Levhalar' #74047.
[10:11:54	]Bert Derek has given himself a comp_refined_plastic.
[10:11:54	]Bert Derek has gained a 'Plastik Levhalar' #74048.
[10:11:55	]Bert Derek has given himself a comp_refined_plastic.
[10:11:55	]Bert Derek has gained a 'Plastik Levhalar' #74049.
[10:11:56	]Bert Derek has given himself a comp_plastic.
[10:11:56	]Bert Derek has gained a 'Plastik Çöp' #74050.
[10:11:58	]Bert Derek opened the 'Kutu' #7055 container.
[10:12:01	]Bert Derek has transferred a 'Plastik Çöp' #74045 to a container with the name 'Kutu' #7055.
[10:12:02	]Bert Derek has transferred a 'Plastik Levhalar' #74047 to a container with the name 'Kutu' #7055.
[10:12:03	]Bert Derek closed the 'Kutu' #7055 container.
[10:12:07	]Bert Derek opened the 'Kutu' #7055 container.
[10:12:13	]Bert Derek closed the 'Kutu' #7055 container.
[10:12:14	]Bert Derek ran 'Write' on item 'Yeşil aydan Alovra'ya..' (#74010)
[10:12:26	]Bert Derek opened the 'Kutu' #7055 container.
[10:12:39	]Bert Derek closed the 'Kutu' #7055 container.
[10:12:39	]Bert Derek entered observer.
[10:12:44	]Bert Derek admin-searched the 'Büyük Metal Dolap' #6991 container.
[10:12:44	]Bert Derek has used a context menu option with the name: wncontainer_view
[10:12:57	]Bert Derek admin-closed the 'Büyük Metal Dolap' #6991 container.
[10:12:59	]Bert Derek exited observer at their location.
[10:12:59	]Bert Derek opened the 'Kutu' #7055 container.
[10:13:05	]Bert Derek has gained a 'Plastik Levhalar' #74047 from a container with the name 'Kutu' #7055.
[10:13:05	]Bert Derek has gained a 'Plastik Çöp' #74045 from a container with the name 'Kutu' #7055.
[10:13:06	]Bert Derek closed the 'Kutu' #7055 container.
[10:13:07	]Bert Derek ran 'drop' on item 'Plastik Çöp' (#74045)
[10:13:07	]Bert Derek has lost a 'Plastik Çöp' #74045.
[10:13:10	]Bert Derek ran 'drop' on item 'Plastik Levhalar' (#74047)
[10:13:10	]Bert Derek has lost a 'Plastik Levhalar' #74047.
[10:13:11	]Bert Derek has fired a toolgun with the name: remover
[10:13:12	]Bert Derek has fired a toolgun with the name: remover
[10:13:15	]Bert Derek has given himself a comp_metal.
[10:13:15	]Bert Derek has gained a 'Hurda Metal' #74051.
[10:13:16	]Bert Derek has given himself a comp_metal.
[10:13:16	]Bert Derek has gained a 'Hurda Metal' #74052.
[10:13:16	]Bert Derek has given himself a comp_metal.
[10:13:17	]Bert Derek has gained a 'Hurda Metal' #74053.
[10:13:17	]Bert Derek has given himself a comp_metal.
[10:13:17	]Bert Derek has gained a 'Hurda Metal' #74054.
[10:13:18	]Bert Derek has given himself a comp_reshaped_metal.
[10:13:18	]Bert Derek has gained a 'Demir' #74055.
[10:13:19	]Bert Derek has given himself a comp_reshaped_metal.
[10:13:19	]Bert Derek has gained a 'Demir' #74056.
[10:13:19	]Bert Derek has given himself a comp_reshaped_metal.
[10:13:19	]Bert Derek has gained a 'Demir' #74057.
[10:13:20	]Bert Derek has given himself a comp_reshaped_metal.
[10:13:20	]Bert Derek has gained a 'Demir' #74058.
[10:13:21	]Bert Derek opened the 'Kutu' #7055 container.
[10:13:24	]Bert Derek has transferred a 'Demir' #74055 to a container with the name 'Kutu' #7055.
[10:13:25	]Bert Derek has transferred a 'Hurda Metal' #74051 to a container with the name 'Kutu' #7055.
[10:13:28	]Bert Derek ran 'combine' on item 'Hurda Metal' (#74035)
[10:13:30	]Bert Derek closed the 'Kutu' #7055 container.
[10:13:31	]Bert Derek opened the 'Kutu' #7055 container.
[10:13:39	]Bert Derek closed the 'Kutu' #7055 container.
[10:13:45	]Bert Derek ran 'take' on item 'Yeşil aydan Alovra'ya..' (#74010)
[10:13:45	]Bert Derek has gained a 'Yeşil aydan Alovra'ya..' #74010.
[10:13:46	]Bert Derek ran 'drop' on item 'Yeşil aydan Alovra'ya..' (#74010)
[10:13:46	]Bert Derek has lost a 'Yeşil aydan Alovra'ya..' #74010.
[10:13:58	]Bert Derek entered observer.
[10:13:59	]Bert Derek exited observer at their location.
[10:14:01	]Bert Derek entered observer.
[10:14:05	]Bert Derek exited observer at their location.
[10:14:37	]Bert Derek has spawned 'models/props_junk/PushCart01a.mdl'.
[10:14:41	]Bert Derek has enabled persistence for 'models/props_junk/pushcart01a.mdl'.
[10:14:41	]Bert Derek has used a context menu option with the name: persist
[10:14:54	]Bert Derek has spawned 'models/props_junk/garbage128_composite001c.mdl'.
[10:14:57	]Bert Derek has enabled persistence for 'models/props_junk/garbage128_composite001c.mdl'.
[10:14:57	]Bert Derek has used a context menu option with the name: persist
[10:15:00	]Bert Derek has spawned 'models/props_junk/garbage256_composite001b.mdl'.
[10:15:02	]Bert Derek has enabled persistence for 'models/props_junk/garbage256_composite001b.mdl'.
[10:15:02	]Bert Derek has used a context menu option with the name: persist
[10:15:05	]Bert Derek has spawned 'models/props_junk/garbage128_composite001a.mdl'.
[10:15:07	]Bert Derek has enabled persistence for 'models/props_junk/garbage128_composite001a.mdl'.
[10:15:07	]Bert Derek has used a context menu option with the name: persist
[10:15:08	]Bert Derek has spawned 'models/props_junk/garbage128_composite001d.mdl'.
[10:15:11	]Bert Derek has enabled persistence for 'models/props_junk/garbage128_composite001d.mdl'.
[10:15:11	]Bert Derek has used a context menu option with the name: persist
[10:15:13	]Bert Derek has spawned 'models/props_junk/garbage256_composite001b.mdl'.
[10:15:17	]Bert Derek has enabled persistence for 'models/props_junk/garbage256_composite001b.mdl'.
[10:15:17	]Bert Derek has used a context menu option with the name: persist
[10:15:17	]Bert Derek has spawned 'models/props_junk/garbage128_composite001c.mdl'.
[10:15:20	]Bert Derek has enabled persistence for 'models/props_junk/garbage128_composite001c.mdl'.
[10:15:20	]Bert Derek has used a context menu option with the name: persist
[10:15:21	]Bert Derek has spawned 'models/props_junk/garbage128_composite001a.mdl'.
[10:15:24	]Bert Derek has enabled persistence for 'models/props_junk/garbage128_composite001a.mdl'.
[10:15:24	]Bert Derek has used a context menu option with the name: persist
[10:16:01	]Bert Derek entered observer.
[10:16:11	]Bert Derek exited observer at their location.
[10:16:11	]Bert Derek entered observer.
[10:16:12	]Bert Derek exited observer at their location.
[10:16:14	]Bert Derek has fired a toolgun with the name: duplicator
[10:16:25	]Bert Derek used command '/ExitAct'.
[10:16:31	]Bert Derek has fired a toolgun with the name: duplicator
[10:16:39	]Bert Derek has fired a toolgun with the name: duplicator
[10:16:51	]Bert Derek has fired a toolgun with the name: duplicator
[10:17:10	]Bert Derek entered observer.
[10:17:19	]Bert Derek exited observer at their location.
[10:17:20	]Bert Derek entered observer.
[10:17:21	]Bert Derek exited observer at their location.
[10:17:23	]Bert Derek has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[10:17:28	]Bert Derek has enabled persistence for 'models/props_interiors/furniture_shelf01a.mdl'.
[10:17:28	]Bert Derek has used a context menu option with the name: persist
[10:17:29	]Bert Derek has spawned 'models/props_junk/garbage_glassbottle002a.mdl'.
[10:17:31	]Bert Derek has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[10:17:40	]Bert Derek has enabled persistence for 'models/props_interiors/furniture_shelf01a.mdl'.
[10:17:40	]Bert Derek has used a context menu option with the name: persist
[10:17:56	]Bert Derek has spawned 'models/props_wasteland/controlroom_desk001b.mdl'.
[10:18:03	]Bert Derek has spawned 'models/props_c17/chair02a.mdl'.
[10:18:07	]Bert Derek has enabled persistence for 'models/props_c17/chair02a.mdl'.
[10:18:07	]Bert Derek has used a context menu option with the name: persist
[10:18:08	]Bert Derek has spawned 'models/props_c17/chair02a.mdl'.
[10:18:13	]Bert Derek has spawned a usable entity class 'ix_chair' with model 'models/props_c17/chair02a.mdl'.
[10:18:13	]Bert Derek has used a context menu option with the name: ixusableentitycreate
[10:18:15	]Bert Derek has spawned a usable entity class 'ix_chair' with model 'models/props_c17/chair02a.mdl'.
[10:18:15	]Bert Derek has used a context menu option with the name: ixusableentitycreate
[10:18:26	]Bert Derek used command '/ExitAct'.
[10:18:30	]Bert Derek has fired a toolgun with the name: duplicator
[10:18:39	]Bert Derek has fired a toolgun with the name: duplicator
[10:18:45	]Bert Derek entered observer.
[10:18:51	]Bert Derek exited observer at their location.
[10:18:58	]Bert Derek entered observer.
[10:19:03	]Bert Derek exited observer at their location.
[10:19:14	]Bert Derek has set the 'Büyük Kutu' container (#6923) to premium.
[10:19:14	]Bert Derek has used a context menu option with the name: wncontainer_togglepremium
[10:19:17	]Bert Derek has set the 'Büyük Kutu' container (#6923) to not premium.
[10:19:17	]Bert Derek has used a context menu option with the name: wncontainer_togglepremium
[10:19:17	]Bert Derek opened the 'Büyük Kutu' #6923 container.
[10:19:28	]Bert Derek has gained a 'Mutfak Bıçağı' #74020 from a container with the name 'Büyük Kutu' #6923.
[10:19:28	]Bert Derek has gained a 'Cleaver' #74026 from a container with the name 'Büyük Kutu' #6923.
[10:19:31	]Bert Derek closed the 'Büyük Kutu' #6923 container.
[10:19:34	]Bert Derek ran 'drop' on item 'Cleaver' (#74026)
[10:19:34	]Bert Derek has lost a 'Cleaver' #74026.
[10:19:36	]Bert Derek has fired a toolgun with the name: remover
[10:19:39	]Bert Derek entered observer.
[10:19:42	]Bert Derek exited observer at their location.
[10:19:42	]Bert Derek opened the 'Büyük Kutu' #6970 container.
[10:19:45	]Bert Derek has transferred a 'Mutfak Bıçağı' #74020 to a container with the name 'Büyük Kutu' #6970.
[10:19:48	]Bert Derek has gained a 'Su Şişesi' #73660 from a container with the name 'Büyük Kutu' #6970.
[10:19:48	]Bert Derek has gained a 'Su Şişesi' #73678 from a container with the name 'Büyük Kutu' #6970.
[10:19:49	]Bert Derek closed the 'Büyük Kutu' #6970 container.
[10:19:53	]Bert Derek opened the 'Büyük Kutu' #6970 container.
[10:19:56	]Bert Derek has transferred a 'Su Şişesi' #73678 to a container with the name 'Büyük Kutu' #6970.
[10:19:58	]Bert Derek has transferred a 'Su Şişesi' #73660 to a container with the name 'Büyük Kutu' #6970.
[10:19:59	]Bert Derek closed the 'Büyük Kutu' #6970 container.
[10:20:15	]Bert Derek has spawned 'models/props_c17/chair02a.mdl'.
[10:20:19	]Bert Derek has enabled persistence for 'models/props_c17/chair02a.mdl'.
[10:20:19	]Bert Derek has used a context menu option with the name: persist
[10:20:20	]Bert Derek has spawned a usable entity class 'ix_chair' with model 'models/props_c17/chair02a.mdl'.
[10:20:20	]Bert Derek has used a context menu option with the name: ixusableentitycreate
[10:20:23	]Bert Derek has fired a toolgun with the name: duplicator
[10:20:25	]Bert Derek has fired a toolgun with the name: duplicator
[10:20:26	]Bert Derek has fired a toolgun with the name: duplicator
[10:20:26	]Bert Derek has fired a toolgun with the name: duplicator
[10:20:27	]Bert Derek has fired a toolgun with the name: duplicator
[10:20:29	]Bert Derek has fired a toolgun with the name: duplicator
[10:20:29	]Bert Derek has fired a toolgun with the name: duplicator
[10:20:30	]Bert Derek has fired a toolgun with the name: duplicator
[10:20:30	]Bert Derek has fired a toolgun with the name: duplicator
[10:20:34	]Bert Derek has fired a toolgun with the name: duplicator
[10:20:34	]Bert Derek has fired a toolgun with the name: duplicator
[10:20:47	]Bert Derek has fired a toolgun with the name: duplicator
[10:20:48	]Bert Derek has fired a toolgun with the name: duplicator
[10:20:49	]Bert Derek has fired a toolgun with the name: duplicator
[10:20:57	]Bert Derek has fired a toolgun with the name: remover
[10:20:58	]Bert Derek has fired a toolgun with the name: remover
[10:20:58	]Bert Derek has fired a toolgun with the name: remover
[10:20:59	]Bert Derek has fired a toolgun with the name: remover
[10:20:59	]Bert Derek has fired a toolgun with the name: remover
[10:21:08	]Bert Derek has fired a toolgun with the name: duplicator
[10:21:09	]Bert Derek has fired a toolgun with the name: duplicator
[10:21:10	]Bert Derek has fired a toolgun with the name: duplicator
[10:21:11	]Bert Derek has fired a toolgun with the name: duplicator
[10:22:08	]Bert Derek used command '/ExitAct'.
[10:22:55	]Bert Derek entered observer.
[10:22:56	]Bert Derek exited observer at their location.
[10:23:02	]Bert Derek has fired a toolgun with the name: remover
[10:23:02	]Bert Derek has fired a toolgun with the name: remover
[10:23:02	]Bert Derek has fired a toolgun with the name: remover
[10:23:02	]Bert Derek has fired a toolgun with the name: remover
[10:23:03	]Bert Derek has fired a toolgun with the name: remover
[10:23:17	]Bert Derek has spawned 'models/hunter/plates/plate1x4.mdl'.
[10:23:19	]Bert Derek has spawned 'models/hunter/plates/plate3x16.mdl'.
[10:23:22	]Bert Derek has spawned 'models/hunter/plates/plate1x3.mdl'.
[10:23:24	]Bert Derek has spawned 'models/hunter/plates/plate1x6.mdl'.
[10:23:34	]Bert Derek has fired a toolgun with the name: duplicator
[10:23:34	]Bert Derek has spawned 'models/hunter/plates/plate1x6.mdl'.
[10:23:37	]Bert Derek has fired a toolgun with the name: duplicator
[10:23:37	]Bert Derek has spawned 'models/hunter/plates/plate1x6.mdl'.
[10:23:47	]Bert Derek has fired a toolgun with the name: duplicator
[10:23:47	]Bert Derek has spawned 'models/hunter/plates/plate1x6.mdl'.
[10:23:49	]Bert Derek has fired a toolgun with the name: duplicator
[10:23:49	]Bert Derek has spawned 'models/hunter/plates/plate1x6.mdl'.
[10:23:50	]Bert Derek has fired a toolgun with the name: duplicator
[10:23:50	]Bert Derek has spawned 'models/hunter/plates/plate1x6.mdl'.
[10:23:52	]Bert Derek has fired a toolgun with the name: duplicator
[10:23:52	]Bert Derek has spawned 'models/hunter/plates/plate1x6.mdl'.
[10:23:53	]Bert Derek has fired a toolgun with the name: duplicator
[10:23:53	]Bert Derek has spawned 'models/hunter/plates/plate1x6.mdl'.
[10:24:05	]Bert Derek has fired a toolgun with the name: material
[10:24:05	]Bert Derek has fired a toolgun with the name: material
[10:24:05	]Bert Derek has fired a toolgun with the name: material
[10:24:06	]Bert Derek has fired a toolgun with the name: material
[10:24:06	]Bert Derek has fired a toolgun with the name: material
[10:24:07	]Bert Derek has fired a toolgun with the name: material
[10:24:07	]Bert Derek has fired a toolgun with the name: material
[10:24:10	]Bert Derek has fired a toolgun with the name: material
[10:24:10	]Bert Derek has fired a toolgun with the name: material
[10:24:10	]Bert Derek has fired a toolgun with the name: material
[10:24:11	]Bert Derek has fired a toolgun with the name: material
[10:24:11	]Bert Derek has fired a toolgun with the name: material
[10:24:11	]Bert Derek has fired a toolgun with the name: material
[10:24:12	]Bert Derek has fired a toolgun with the name: material
[10:24:40	]Bert Derek has spawned 'models/props_c17/shelfunit01a.mdl'.
[10:24:49	]Bert Derek has spawned 'models/props_lab/blastdoor001c.mdl'.
[10:24:59	]Bert Derek has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[10:25:00	]Bert Derek has hit Bert Derek dealing 12 damage (CritChance was 0.00).
[10:25:00	]Bert Derek has taken 12 damage from Bert Derek.
[10:25:09	]Bert Derek has spawned 'models/props_c17/shelfunit01a.mdl'.
[10:25:11	]Bert Derek has hit Bert Derek dealing 3 damage (CritChance was 0.00).
[10:25:11	]Bert Derek has taken 3 damage from Bert Derek.
[10:25:11	]Bert Derek has hit Bert Derek dealing 3 damage (CritChance was 0.00).
[10:25:11	]Bert Derek has taken 3 damage from Bert Derek.
[10:25:12	]Bert Derek has hit Bert Derek dealing 3 damage (CritChance was 0.00).
[10:25:12	]Bert Derek has taken 3 damage from Bert Derek.
[10:25:19	]Bert Derek has spawned a 'Entity [5254][item_healthkit]'.
[10:25:20	]Bert Derek has spawned a 'Entity [5254][item_battery]'.
[10:25:21	]Bert Derek has spawned a 'Entity [5255][item_battery]'.
[10:25:22	]Bert Derek is fully healed.
[10:25:30	]Bert Derek has hit Bert Derek dealing 6 damage (CritChance was 0.00).
[10:25:30	]Bert Derek has taken 6 damage from Bert Derek.
[10:25:35	]Bert Derek has spawned a 'Entity [5254][item_healthvial]'.
[10:25:37	]Bert Derek is fully healed.
[10:25:54	]Bert Derek has spawned 'models/props_wasteland/controlroom_storagecloset001a.mdl'.
[10:26:12	]Bert Derek has hit Bert Derek dealing 60 damage (CritChance was 0.00).
[10:26:12	]Bert Derek has taken 60 damage from Bert Derek.
[10:26:12	]Bert Derek has hit Bert Derek dealing 12 damage (CritChance was 0.00).
[10:26:12	]Bert Derek has taken 12 damage from Bert Derek.
[10:26:12	]Bert Derek has hit Bert Derek dealing 3 damage (CritChance was 0.00).
[10:26:12	]Bert Derek has taken 3 damage from Bert Derek.
[10:26:12	]Bert Derek has hit Bert Derek dealing 6 damage (CritChance was 0.00).
[10:26:12	]Bert Derek has taken 6 damage from Bert Derek.
[10:26:12	]Bert Derek has hit Bert Derek dealing 60 damage (CritChance was 0.00).
[10:26:12	]Bert Derek has gained a '20rnd Glock Magazine' #74004.
[10:26:12	]Bert Derek was knocked unconscious and is bleeding out.
[10:26:18	]Bert Derek ran SAM command 'menu' with arguments: ''
[10:26:26	]Bert Derek ran SAM command 'respawn' with arguments: '#1'
[10:26:27	]Bert Derek is fully healed.
[10:26:27	]Bert Derek entered observer.
[10:26:30	]Bert Derek exited observer at their location.
[10:26:51	]Bert Derek has enabled persistence for 'models/props_wasteland/controlroom_storagecloset001a.mdl'.
[10:26:51	]Bert Derek has used a context menu option with the name: persist
[10:26:53	]Bert Derek has enabled persistence for 'models/props_c17/shelfunit01a.mdl'.
[10:26:53	]Bert Derek has used a context menu option with the name: persist
[10:27:02	]Bert Derek has used a context menu option with the name: rb655_dissolve
[10:27:07	]Bert Derek has spawned 'models/props_junk/wood_crate002a.mdl'.
[10:27:09	]Bert Derek has spawned 'models/props_junk/wood_crate002a.mdl'.
[10:27:15	]Bert Derek has enabled persistence for 'models/props_junk/wood_crate002a.mdl'.
[10:27:15	]Bert Derek has used a context menu option with the name: persist
[10:27:16	]Bert Derek has enabled persistence for 'models/props_junk/wood_crate002a.mdl'.
[10:27:16	]Bert Derek has used a context menu option with the name: persist
[10:27:23	]Bert Derek entered observer.
[10:27:23	]Bert Derek exited observer at their location.
[10:27:25	]Bert Derek entered observer.
[10:27:26	]Bert Derek exited observer at their location.
[10:27:28	]Bert Derek entered observer.
[10:27:29	]Bert Derek exited observer at their location.
[10:27:29	]Bert Derek entered observer.
[10:27:30	]Bert Derek exited observer at their location.
[10:27:40	]Bert Derek has spawned 'models/props_c17/display_cooler01a.mdl'.
[10:27:56	]Bert Derek has spawned 'models/props_junk/wood_crate002a.mdl'.
[10:28:03	]Bert Derek has spawned 'models/props_junk/wood_crate001a_damaged.mdl'.
[10:30:19	]Bert Derek entered observer.
[10:30:45	]Bert Derek exited observer at their location.
[10:30:46	]Bert Derek entered observer.
[10:31:05	]Bert Derek exited observer at their location.
[10:31:08	]Bert Derek entered observer.
[10:31:16	]Bert Derek exited observer at their location.
[10:36:12	]Bert Derek entered observer.
[10:36:43	]Bert Derek exited observer at their location.
[10:36:44	]Bert Derek entered observer.
[10:36:53	]Bert Derek exited observer at their location.
[10:36:54	]Bert Derek entered observer.
[10:37:55	]Bert Derek has fired a toolgun with the name: remover
