[12:50:50	]Revain has connected.
[13:46:27	]Ace Smith has spawned a 'Entity [478][ix_advancedcontainer]'.
[13:46:28	]Ace Smith has spawned a 'Entity [1335][ix_advancedcontainer]'.
[13:46:29	]Ace Smith has spawned a 'Entity [1401][ix_advancedcontainer]'.
[13:46:31	]Ace Smith has spawned a 'Entity [1403][ix_advancedcontainer]'.
[13:46:37	]Ace Smith entered observer.
[13:48:04	]Ace Smith exited observer at their location.
[13:49:25	]Ace Smith has spawned 'models/props_wasteland/controlroom_filecabinet002a.mdl'.
[13:49:42	]Ace Smith has spawned 'models/mosi/fallout4/props/fortifications/cinderblocks03.mdl'.
[13:49:49	]Ace Smith has spawned 'models/mosi/fallout4/props/fortifications/cinderblocks02.mdl'.
[13:49:53	]Ace Smith has spawned 'models/mosi/fallout4/props/fortifications/cinderblocks01.mdl'.
[13:49:59	]Ace Smith has spawned 'models/mosi/fallout4/props/fortifications/doorbarricade.mdl'.
[14:00:53	]Neo-Wolffe has connected.
[14:01:32	]Neo-Wolffe loaded the character 'Ace Smith'
[14:01:37	]Ace Smith is fully healed.
[14:01:55	]Ace Smith has spawned 'models/props_interiors/ElevatorShaft_Door01a.mdl'.
[14:02:11	]Ace Smith has spawned 'models/props_junk/TrashDumpster01a.mdl'.
[14:02:26	]Ace Smith has spawned 'models/mosi/fallout4/props/fortifications/stonewallold02.mdl'.
[14:02:34	]Ace Smith has spawned 'models/military/windowbig.mdl'.
[14:02:45	]Ace Smith has spawned 'models/mosi/fallout4/props/fortifications/cinderblocks03.mdl'.
[14:02:55	]Ace Smith entered observer.
[14:03:04	]Ace Smith exited observer at their location.
[14:03:06	]Ace Smith has spawned 'models/mosi/fallout4/props/fortifications/cinderblocks03.mdl'.
[14:03:21	]Shane Walsh has connected.
[14:03:25	]Ace Smith has spawned 'models/mosi/fallout4/props/fortifications/doorbarricade.mdl'.
[14:03:49	]Ace Smith has spawned 'models/props_c17/door01_left.mdl'.
[14:04:03	]Ace Smith entered observer.
[14:04:14	]Ace Smith exited observer at their location.
[14:04:46	]Shane Walsh loaded the character 'C24:i5.(X)KING-19'
[14:04:48	]Ace Smith has used a context menu option with the name: skin
[14:04:50	]Ace Smith has used a context menu option with the name: skin
[14:04:57	]Ace Smith has enabled persistence for 'models/props_c17/door01_left.mdl'.
[14:04:57	]Ace Smith has used a context menu option with the name: persist
[14:05:04	]Ace Smith has spawned 'models/mosi/fallout4/props/fortifications/doorbarricade.mdl'.
[14:05:14	]Ace Smith has used a context menu option with the name: clientprop
[14:05:15	]Ace Smith entered observer.
[14:05:18	]Ace Smith exited observer at their location.
[14:05:23	]Ace Smith has spawned 'models/mosi/fallout4/props/fortifications/sandbag01.mdl'.
[14:05:26	]elbbrown has connected.
[14:05:42	]Ace Smith has spawned 'models/mosi/fallout4/props/fortifications/doorbarricade.mdl'.
[14:05:49	]Ace Smith has used a context menu option with the name: clientprop
[14:05:57	][AltChecker] elbbrown joined for the first time, generating new cookie.
[14:06:11	]Ace Smith entered observer.
[14:06:14	]Ace Smith exited observer at their location.
[14:06:15	]Ace Smith entered observer.
[14:06:15	]Ace Smith exited observer at their location.
[14:06:20	]Ace Smith entered observer.
[14:06:22	]Ace Smith exited observer at their location.
[14:06:25	]Ace Smith entered observer.
[14:06:26	]Ace Smith exited observer at their location.
[14:06:32	]Ace Smith entered observer.
[14:06:35	]Ace Smith exited observer at their location.
[14:06:39	]Ace Smith has used a context menu option with the name: clientprop
[14:06:41	]Ace Smith has used a context menu option with the name: clientprop
[14:06:42	]Ace Smith has used a context menu option with the name: clientprop
[14:06:43	]Ace Smith has used a context menu option with the name: clientprop
[14:07:43	]Ace Smith has spawned a 'Entity [646][ix_advancedcontainer]'.
[14:07:47	]Ace Smith has spawned a 'Entity [647][ix_advancedcontainer]'.
[14:07:49	]Ace Smith has spawned a 'Entity [646][ix_advancedcontainer]'.
[14:07:50	]Ace Smith has spawned a 'Entity [647][ix_advancedcontainer]'.
[14:07:59	]Ace Smith has fired a toolgun with the name: precision
[14:08:11	]Shane Walsh has unloaded their "C24:i5.(X)KING-19" character.
[14:08:18	]YakamoZzTz EasySkins.com has connected.
[14:08:27	]Ace Smith has spawned a 'Entity [645][ix_supplycontainer]'.
[14:08:40	]Ace Smith entered observer.
[14:08:42	]elbbrown (STEAM_0:0:844114355) has disconnected.
[14:08:45	]Ace Smith exited observer at their location.
[14:08:48	]YakamoZzTz EasySkins.com loaded the character 'Adalwolf Krupp'
[14:08:48	]Adalwolf Krupp their 'plaza deposu' stash no longer exists, location reset.
[14:08:52	]Ace Smith has spawned a 'Entity [1441][ix_basiccontainer]'.
[14:09:01	]Ace Smith entered observer.
[14:09:05	]Ace Smith exited observer at their location.
[14:09:07	]Ace Smith has spawned a 'Entity [1441][ix_basiccontainer]'.
[14:09:10	]Ace Smith has spawned a 'Entity [1447][ix_basiccontainer]'.
[14:09:12	]Ace Smith has spawned a 'Entity [1441][ix_basiccontainer]'.
[14:10:05	]Handschar | Leibs has connected.
[14:10:25	]Ace Smith entered observer.
[14:10:26	]Ace Smith exited observer at their location.
[14:10:36	]Ace Smith has spawned a 'Entity [1478][ix_advancedcontainer]'.
[14:10:38	]Ace Smith has spawned a 'Entity [1498][ix_ammunitioncontainer]'.
[14:10:39	]Ace Smith has spawned a 'Entity [1478][ix_basiccontainer]'.
[14:10:40	]Ace Smith has spawned a 'Entity [1498][ix_advancedcontainer]'.
[14:10:42	]Ace Smith has spawned a 'Entity [1478][ix_advancedcontainer]'.
[14:10:50	]Ace Smith has spawned a 'Entity [1478][ix_basiccontainer]'.
[14:10:53	]Adalwolf Krupp is fully healed.
[14:10:59	]Ace Smith has spawned a 'Entity [1484][ix_basiccontainer]'.
[14:11:03	]Ace Smith has spawned a 'Entity [1362][ix_cmbcontainer]'.
[14:11:05	]Ace Smith has spawned a 'Entity [1484][ix_basiccontainer]'.
[14:11:14	]Ace Smith entered observer.
[14:11:17	]elbbrown has connected.
[14:11:26	]Ace Smith exited observer at their location.
[14:11:38	]Ace Smith has spawned 'models/props_c17/furnitureStove001a.mdl'.
[14:11:44	]Ace Smith has spawned 'models/props_interiors/refrigerator01a.mdl'.
[14:11:52	]Ace Smith has spawned 'models/props_c17/furniturefridge001a.mdl'.
[14:11:59	]Ace Smith has spawned 'models/props_c17/furniturefridge001a.mdl'.
[14:12:25	]Ace Smith entered observer.
[14:12:45	]Ace Smith exited observer at their location.
[14:12:49	]Handschar | Leibs loaded the character 'C24:i3.KING-58'
[14:12:55	][IC] Ace Smith: Hey?
[14:12:58	]C24:i3.KING-58 entered observer.
[14:13:03	][IC] Ace Smith: Celal sen misin?
[14:13:11	][IC] Ace Smith: Senin gibi bir doktor.
[14:13:16	]Shane Walsh has gone afk.
[14:13:20	][IC] Ace Smith: Adın ne?
[14:13:27	][IC] Ace Smith: Adalwolf mu.
[14:13:39	][IC] Ace Smith: Bir doktor burada ne yapıyor çok merak ediyorum.
[14:13:44	][IC] Ace Smith: Bu yıkıntılarda.
[14:13:50	][IC] Ace Smith: Ve sarı kol bantlı birisi.
[14:13:52	]Shane Walsh loaded the character 'C24:i5.(X)KING-19'
[14:13:52	]C24:i5.(X)KING-19 is no longer afk. Total time spent AFK: 335
[14:14:01	][IC] Ace Smith: Ne?
[14:14:04	]C24:i5.(X)KING-19 used command '/CP afk yim bi döner gömim gelcem'.
[14:14:11	]Rosemary has connected.
[14:14:12	]C24:i3.KING-58 used command '/CP yarramı da gömsene askm'.
[14:14:13	]C24:i3.KING-58 exited observer at their location.
[14:14:15	][IC] Ace Smith: Anladım, ihtiyar dikkatli ol.
[14:14:21	]C24:i5.(X)KING-19 used command '/CP ananı mezara gömcem'.
[14:14:21	][IC] Ace Smith: Birisi yolunu keserse.
[14:14:25	][IC] Ace Smith: Kötü olur.
[14:14:28	][IC] Ace Smith: Keşfetmeye.
[14:14:33	][IC] Ace Smith: Devam etmek istiyorsan.
[14:14:36	][IC] Ace Smith: Edebilirsin.
[14:14:51	]Ace Smith entered observer.
[14:15:44	]Ace Smith exited observer at their location.
[14:15:45	]Ace Smith opened the 'Gecekondu Kişisel Depo' stash.
[14:15:46	]Rosemary loaded the character 'Valeria Martin'
[14:15:49	]Ace Smith closed the 'Gecekondu Kişisel Depo' stash.
[14:15:50	]Ace Smith entered observer.
[14:15:51	]Valeria Martin is fully healed.
[14:16:00	]buqi has connected.
[14:16:32	]Shane Walsh has unloaded their "C24:i5.(X)KING-19" character.
[14:16:48	]buqi loaded the character 'Bernadette "Diana" Catherine'
[14:17:03	]Bernadette "Diana" Catherine entered observer.
[14:17:08	]Bernadette "Diana" Catherine exited observer at their location.
[14:17:20	][IC] Bernadette "Diana" Catherine: Kilitli mi?
[14:17:23	][IC] Valeria Martin: Evet.
[14:17:27	][IC] Bernadette "Diana" Catherine: Oh, kötü olmuş.
[14:17:32	][IC] Bernadette "Diana" Catherine: Güzel bir ziyafet çekerdik.
[14:17:42	][IC] Bernadette "Diana" Catherine: Neyse, rasyon dağıtım merkezine gidiyorum.
[14:17:57	]Bernadette "Diana" Catherine entered observer.
[14:18:04	]buqi has unloaded their "Bernadette "Diana" Catherine" character.
[14:18:09	]buqi loaded the character 'C24:i1.TAP-1'
[14:18:14	]C24:i1.TAP-1 is fully healed.
[14:18:35	]Valeria Martin ran 'Write' on item 'Güvenlik ve Refah İçin Hep Birlikte!' (#153978)
[14:18:36	]C24:i1.TAP-1 ran SAM command 'stopsound' with arguments: ''
[14:18:36	]C24:i1.TAP-1 entered observer.
[14:18:56	]C24:i1.TAP-1 used command '/PM adal kapıdan niye geçmedin? burada bir plaza var'.
[14:19:11	]C24:i1.TAP-1 exited observer at their location.
[14:19:15	]Adalwolf Krupp used command '/Reply hangi kapı'.
[14:19:34	]Valeria Martin ran SAM command 'asay' with arguments: 'leibs musaitsen gelebilirmisin'
[14:19:46	]C24:i3.KING-58 entered observer.
[14:19:49	]C24:i3.KING-58 claimed a report by Valeria Martin (Rosemary).
[14:19:50	]C24:i3.KING-58 ran SAM command 'goto' with arguments: '#6'
[14:19:53	][LOOC] C24:i3.KING-58: evet
[14:20:08	]Ace Smith has spawned a 'Entity [1525][ix_advancedcontainer]'.
[14:20:09	][LOOC] Valeria Martin: bu mapte sehirin dısı felan yok mu
[14:20:10	]Ace Smith has spawned a 'Entity [1591][ix_advancedcontainer]'.
[14:20:10	]Ace Smith exited observer at their location.
[14:20:26	]Ace Smith has spawned a 'Entity [1524][ix_basiccontainer]'.
[14:20:31	]Ace Smith has spawned a 'Entity [1524][ix_basiccontainer]'.
[14:20:32	][LOOC] C24:i3.KING-58: outlands olarak geçiyor o kısımlar, ve evet bu mapta sadece kanallar ve şehir var outlands yok
[14:20:33	]Ace Smith entered observer.
[14:20:36	]Ace Smith exited observer at their location.
[14:20:37	]Ace Smith has spawned a 'Entity [1524][ix_basiccontainer]'.
[14:20:39	]Ace Smith has spawned a 'Entity [1525][ix_basiccontainer]'.
[14:20:45	][LOOC] Valeria Martin: ha okey anladım
[14:20:45	]Ace Smith entered observer.
[14:20:51	][LOOC] C24:i3.KING-58: pekii iyi roller
[14:20:56	][LOOC] Valeria Martin: birsey daha sorcam
[14:21:02	][LOOC] C24:i3.KING-58: buyur
[14:21:03	][LOOC] Valeria Martin: yanima gelebilirmisin bi 
[14:21:05	]C24:i3.KING-58 exited observer at their location.
[14:21:08	]C24:i1.TAP-1 entered observer.
[14:21:10	]Ace Smith exited observer at their location.
[14:21:10	][IC] C24:i3.KING-58: <:: Hıhı. ::>
[14:21:11	]Ace Smith entered observer.
[14:21:13	]Ace Smith exited observer at their location.
[14:21:13	]Ace Smith entered observer.
[14:21:22	]C24:i1.TAP-1 exited observer at their location.
[14:21:52	]Shane Walsh has gone afk.
[14:22:11	]Ace Smith has used a context menu option with the name: ixpropviewowner
[14:22:42	]C24:i1.TAP-1 has acquired his ration, gaining 0 credits, 0 wages and a civil_protection_ration ration.
[14:22:48	]C24:i3.KING-58 ran SAM command 'return' with arguments: '58'
[14:22:52	]Ace Smith has used a context menu option with the name: ixpropviewowner
[14:22:52	]C24:i3.KING-58 ran SAM command 'hp' with arguments: '58' '100'
[14:22:52	]Ace Smith exited observer at their location.
[14:22:54	]C24:i3.KING-58 is fully healed.
[14:22:56	]C24:i1.TAP-1 ran 'take' on item 'Sivil Koruma Rasyonu' (#163031)
[14:22:56	]C24:i1.TAP-1 has gained a 'Sivil Koruma Rasyonu' #163031.
[14:22:56	]C24:i3.KING-58 entered observer.
[14:22:57	]C24:i1.TAP-1 ran 'Open' on item 'Sivil Koruma Rasyonu' (#163031)
[14:22:58	]C24:i1.TAP-1 has gained a 'Metropolice Takviyeleri' #163032.
[14:22:59	]Ace Smith entered observer.
[14:22:59	]C24:i1.TAP-1 ran 'Consume' on item 'Metropolice Takviyeleri' (#163032)
[14:22:59	]C24:i1.TAP-1 extended their level 3 long boost in Güç.
[14:23:01	]C24:i1.TAP-1 ran 'take' on item 'Soda Bob Brawn' (#163033)
[14:23:01	]C24:i1.TAP-1 has gained a 'Soda Bob Brawn' #163033.
[14:23:03	]C24:i3.KING-58 ran SAM command 'armor' with arguments: '58' '50'
[14:23:03	]C24:i1.TAP-1 ran 'take' on item '20 Kredi Kuponu' (#163034)
[14:23:03	]C24:i1.TAP-1 has gained a '20 Kredi Kuponu' #163034.
[14:23:10	]Ace Smith exited observer at their location.
[14:23:15	]C24:i3.KING-58 exited observer at their location.
[14:23:15	]C24:i1.TAP-1 used command '/Mentor boşuna 50 100 verdin bu arada'.
[14:23:23	]C24:i1.TAP-1 used command '/Mentor sadece hp vermen yeterli'.
[14:23:23	]C24:i3.KING-58 has changed C24:i3.KING-58's bodygroups.
[14:23:23	]Ace Smith has spawned 'models/barn/barnwall1.mdl'.
[14:23:24	]C24:i1.TAP-1 entered observer.
[14:23:24	]C24:i1.TAP-1 exited observer at their location.
[14:23:25	]elbbrown created the character 'Percy Cox'
[14:23:25	]elbbrown loaded the character 'Percy Cox'
[14:23:25	]Percy Cox has gained a 'Açık Gri Kol Bandı' #163035.
[14:23:25	]Percy Cox has gained a '#32032 Kimlik Kartı' #163036.
[14:23:25	]Percy Cox has gained a 'Sivil Tulum' #163037.
[14:23:25	]Percy Cox has gained a 'Tulum pantolonu.' #163038.
[14:23:25	]Percy Cox has gained a 'Kahverengi Deri Çizme' #163039.
[14:23:25	]Percy Cox has gained a 'Gözlükler' #163040.
[14:23:31	]Ace Smith has spawned 'models/barn/barnwall1.mdl'.
[14:23:35	]C24:i1.TAP-1 used command '/Mentor zırhını onarım kaplaması ile yapıyorsun'.
[14:23:44	]Ace Smith entered observer.
[14:23:45	][IC] Valeria Martin: Efendim, bir şey sorabilir miyim?
[14:23:45	]C24:i3.KING-58 used command '/Mentor tamam'.
[14:23:48	][IC] C24:i1.TAP-1: <:: Hmph. ::>
[14:23:54	]C24:i3.KING-58 used command '/Radio 10-8'.
[14:23:59	]C24:i3.KING-58 has acquired his ration, gaining 0 credits, 0 wages and a civil_protection_ration ration.
[14:24:02	]Ace Smith exited observer at their location.
[14:24:03	]Ace Smith entered observer.
[14:24:04	][IC] C24:i1.TAP-1: <:: Hmph. ::>
[14:24:05	]Ace Smith exited observer at their location.
[14:24:05	][IC] Valeria Martin: Bir sonraki kol bandına kaç sosyal kredi lazım?
[14:24:10	]Ace Smith entered observer.
[14:24:12	]Ace Smith has used a context menu option with the name: clientprop
[14:24:12	]C24:i3.KING-58 ran 'take' on item 'Sivil Koruma Rasyonu' (#163041)
[14:24:12	]C24:i3.KING-58 has gained a 'Sivil Koruma Rasyonu' #163041.
[14:24:14	]Ace Smith exited observer at their location.
[14:24:15	][LOOC] C24:i1.TAP-1: discorddan bakabilirsin
[14:24:17	]Ace Smith has used a context menu option with the name: clientprop
[14:24:21	]Ace Smith has used a context menu option with the name: clientprop
[14:24:22	][LOOC] C24:i1.TAP-1: ic bilgilendirmede sadakat 101 var
[14:24:24	][IC] Percy Cox: !sk.
[14:24:26	][LOOC] Valeria Martin: +
[14:24:27	][IC] C24:i1.TAP-1: <:: Ben bilmiyorum. ::>
[14:24:31	][IC] Valeria Martin: Anladım.
[14:24:36	][IC] Valeria Martin: Yapabileceğim bir iş var mı peki?
[14:24:36	]C24:i3.KING-58 ran 'Open' on item 'Sivil Koruma Rasyonu' (#163041)
[14:24:36	]C24:i3.KING-58 has gained a 'Metropolice Takviyeleri' #163042.
[14:24:36	]C24:i3.KING-58 has gained a 'Soda Bob Brawn' #163043.
[14:24:39	]C24:i3.KING-58 ran 'take' on item '20 Kredi Kuponu' (#163044)
[14:24:42	]C24:i3.KING-58 ran 'take' on item '20 Kredi Kuponu' (#163044)
[14:24:42	]C24:i3.KING-58 has gained a '20 Kredi Kuponu' #163044.
[14:24:44	]C24:i3.KING-58 ran 'Use' on item '20 Kredi Kuponu' (#163044)
[14:24:46	]C24:i3.KING-58 has used a coupon at a ration dispenser, gaining 20 credits.
[14:24:49	][IC] C24:i1.TAP-1: <:: Düşüneyim. ::>
[14:24:52	][IC] C24:i3.KING-58: <:: Buna yardım etmemi ister misin? ::>
[14:24:53	][IC] C24:i1.TAP-1: <:: Hizmet et. ::>
[14:24:56	][IC] C24:i1.TAP-1: <:: Yok. ::>
[14:24:58	][IC] C24:i3.KING-58: <:: Anlaşıldı. ::>
[14:25:02	]elbbrown (STEAM_0:0:844114355) deleted character 'Percy Cox'
[14:25:06	][IC] Valeria Martin: Ne konuda hizmet edeyim?
[14:25:11	]Ace Smith has used a context menu option with the name: clientprop
[14:25:14	][IC] C24:i1.TAP-1: <:: Normal vatandaş olarak. ::>
[14:25:14	]C24:i3.KING-58 ran 'Consume' on item 'Metropolice Takviyeleri' (#163042)
[14:25:14	]C24:i3.KING-58 has wasted a level 3 long boost in Güç (current: 0; target: 3).
[14:25:15	]C24:i3.KING-58 ran 'Consume' on item 'Soda Bob Brawn' (#163043)
[14:25:15	]C24:i3.KING-58 has wasted a level 1 long boost in Algı (current: 0; target: 1).
[14:25:15	]C24:i3.KING-58 has wasted a level 2 long boost in Çeviklik (current: 0; target: 2).
[14:25:15	]Scientist has connected.
[14:25:16	][IC] C24:i1.TAP-1: <:: Hizmet et. ::>
[14:25:22	][IC] Valeria Martin: Tamamdır.
[14:25:25	][IC] C24:i1.TAP-1: <:: Aynen. ::>
[14:25:43	]C24:i3.KING-58 used command '/ActStand'.
[14:25:49	]C24:i3.KING-58 used command '/ExitAct'.
[14:25:55	]C24:i3.KING-58 used command '/ActStand'.
[14:26:02	]DawnPlateau has connected.
[14:26:17	]C24:i1.TAP-1 ran 'Consume' on item 'Soda Bob Brawn' (#163033)
