[15:31:53	]Recik has connected.
[15:34:20	]Konfident has fired a toolgun with the name: remover
[15:34:20	]Konfident has fired a toolgun with the name: remover
[15:34:21	]Konfident has fired a toolgun with the name: remover
[15:34:21	]Konfident has fired a toolgun with the name: remover
[15:34:22	]Konfident has fired a toolgun with the name: remover
[15:34:22	]Konfident has fired a toolgun with the name: remover
[15:34:23	]Konfident has fired a toolgun with the name: remover
[15:34:23	]Konfident has fired a toolgun with the name: remover
[15:34:24	]Konfident has fired a toolgun with the name: remover
[15:34:38	]Konfident entered observer.
[15:40:56	]Konfident has gone afk.
[16:16:11	]Konfident is no longer afk. Total time spent AFK: 2410
[16:16:31	]Konfident exited observer at their location.
[16:16:33	]Konfident has taken 47 damage from worldspawn.
[16:16:33	]Konfident entered observer.
[16:16:34	]Konfident exited observer at their location.
[16:16:35	]Konfident has taken 4 damage from worldspawn.
[16:16:36	]Konfident is fully healed.
[16:22:41	]Konfident has gone afk.
[16:22:53	]Lorf has connected.
[16:23:28	]Lorf loaded the character 'S10/OWS.GHOST-87'
[16:23:33	]S10/OWS.GHOST-87 is fully healed.
[16:23:47	]S10/OWS.GHOST-87 used command '/PlyWhitelist ^ conscript'.
[16:23:56	]S10/OWS.GHOST-87 used command '/PlyWhitelist ^ overwatch standard'.
[16:24:01	]S10/OWS.GHOST-87 used command '/PlyWhitelist ^ standard'.
[16:24:17	]S10/OWS.GHOST-87 used command '/PlyWhitelist ^ "overwatch standard force'.
[16:24:41	]S10/OWS.GHOST-87 entered observer.
[16:24:53	]S10/OWS.GHOST-87 exited observer at their location.
[16:25:13	]Recik created the character 'Joe Morgan'
[16:25:13	]Recik loaded the character 'Joe Morgan'
[16:25:13	]Joe Morgan is no longer afk. Total time spent AFK: 450
[16:25:13	]Joe Morgan has gained a 'Suitcase' #3065.
[16:25:13	]Joe Morgan has gained a '#79142's Identity Card' #3066.
[16:25:13	]Joe Morgan has gained a 'Blue Jumpsuit' #3067.
[16:25:13	]Joe Morgan has gained a 'Red Jumpsuit Trousers' #3068.
[16:25:13	]Joe Morgan has gained a 'Brown Leather Boots' #3069.
[16:25:13	]Joe Morgan has gained a 'Glasses' #3070.
[16:25:16	]Joe Morgan entered observer.
[16:25:26	]Joe Morgan used command '/PanelRemove'.
[16:25:31	]Joe Morgan used command '/PanelRemove'.
[16:25:36	]Joe Morgan used command '/PanelRemove'.
[16:25:39	]Joe Morgan used command '/PanelRemove'.
[16:25:52	]S10/OWS.GHOST-87 used command '/PlyWhitelist ^ district'.
[16:25:57	]S10/OWS.GHOST-87 used command '/PlyWhitelist ^ admin'.
[16:25:57	]Joe Morgan used command '/SceneTextRemove'.
[16:25:58	]Joe Morgan exited observer at their location.
[16:26:00	]Joe Morgan used command '/SceneTextRemove'.
[16:26:01	]Joe Morgan entered observer.
[16:26:03	]S10/OWS.GHOST-87 used command '/PlyWhitelist ^ guard'.
[16:26:03	]Joe Morgan used command '/SceneTextRemove'.
[16:26:10	]S10/OWS.GHOST-87 used command '/PlyWhitelist ^ event'.
[16:26:26	]S10/OWS.GHOST-87 used command '/PlyWhitelist ^ server'.
[16:26:27	]Joe Morgan exited observer at their location.
[16:26:28	]S10/OWS.GHOST-87 entered observer.
[16:26:29	]Joe Morgan entered observer.
[16:28:04	]S10/OWS.GHOST-87 exited observer at their location.
[16:28:10	]S10/OWS.GHOST-87 used command '/Radio text'.
[16:28:19	]S10/OWS.GHOST-87 used command '/Radio CCA TEST'.
[16:30:01	]S10/OWS.GHOST-87 used command '/SC cca'.
[16:30:03	][IC] S10/OWS.GHOST-87: <:: Ssa. ::>
[16:30:08	]S10/OWS.GHOST-87 used command '/Radio s'.
[16:30:20	]S10/OWS.GHOST-87 used command '/SC OSI'.
[16:30:22	][IC] S10/OWS.GHOST-87: <:: Dsdsd. ::>
[16:30:44	]S10/OWS.GHOST-87 used command '/PlyWhitelist ^ CMB'.
[16:30:50	]S10/OWS.GHOST-87 used command '/PlyWhitelist ^ DOB'.
[16:30:54	]S10/OWS.GHOST-87 used command '/PlyWhitelist ^ MOC'.
[16:30:57	]S10/OWS.GHOST-87 used command '/PlyWhitelist ^ OSI'.
[16:31:56	]S10/OWS.GHOST-87 has spawned a expo_aamissile.
[16:32:05	]S10/OWS.GHOST-87 ran 'take' on item 'AA Missile' (#3071)
[16:32:05	]S10/OWS.GHOST-87 has gained a 'AA Missile' #3071.
[16:33:40	]Joe Morgan exited observer at their location.
[16:34:08	]Joe Morgan entered observer.
[16:34:23	]Joe Morgan has spawned a 'Entity [62][ix_supplycontainer]'.
[16:34:33	]Joe Morgan ran 'take' on item 'Basic Yellow Pill' (#3072)
[16:34:33	]Joe Morgan has gained a 'Basic Yellow Pill' #3072.
[16:34:37	]Joe Morgan has fired a toolgun with the name: remover
[16:34:38	]S10/OWS.GHOST-87 has spawned a 'Entity [56][ix_cmbcontainer]'.
[16:35:39	]S10/OWS.GHOST-87 has given himself a armband_lfc.
[16:35:39	]S10/OWS.GHOST-87 has gained a 'LFC Armband' #3073.
[16:35:49	]S10/OWS.GHOST-87 has given himself a cmbkey.
[16:35:49	]S10/OWS.GHOST-87 has gained a 'Key-card for CMB Crate' #3074.
[16:35:50	]S10/OWS.GHOST-87 has given himself a militarykey.
[16:35:50	]S10/OWS.GHOST-87 has gained a 'Key-card for Military Crate' #3075.
[16:35:55	]S10/OWS.GHOST-87 entered observer.
[16:35:57	]S10/OWS.GHOST-87 exited observer at their location.
[16:35:58	]Joe Morgan exited observer at their location.
[16:36:01	]S10/OWS.GHOST-87 ran 'drop' on item 'LFC Armband' (#3073)
[16:36:01	]S10/OWS.GHOST-87 has lost a 'LFC Armband' #3073.
[16:36:14	]S10/OWS.GHOST-87 used command '/PlyWhitelist ^ lfc'.
[16:36:21	]Joe Morgan ran 'take' on item 'LFC Armband' (#3073)
[16:36:21	]Joe Morgan has gained a 'LFC Armband' #3073.
[16:36:26	]Joe Morgan ran 'Equip' on item 'LFC Armband' (#3073)
[16:36:53	]S10/OWS.GHOST-87 ran 'take' on item 'Heavy Weapon parts' (#3078)
[16:36:53	]S10/OWS.GHOST-87 has gained a 'Heavy Weapon parts' #3078.
[16:36:58	]S10/OWS.GHOST-87 ran 'drop' on item 'Heavy Weapon parts' (#3078)
[16:36:58	]S10/OWS.GHOST-87 has lost a 'Heavy Weapon parts' #3078.
[16:37:06	]S10/OWS.GHOST-87 has spawned a 'Entity [57][ix_cmbcontainer]'.
[16:37:08	]S10/OWS.GHOST-87 has spawned a 'Entity [58][ix_militarycontainer]'.
[16:37:27	]S10/OWS.GHOST-87 has given himself a cmbkey.
[16:37:27	]S10/OWS.GHOST-87 has gained a 'Key-card for CMB Crate' #3080.
[16:37:28	]S10/OWS.GHOST-87 has given himself a militarykey.
[16:37:28	]S10/OWS.GHOST-87 has gained a 'Key-card for Military Crate' #3081.
[16:37:30	]S10/OWS.GHOST-87 has given himself a manhack.
[16:37:30	]S10/OWS.GHOST-87 has gained a 'Manhack' #3082.
[16:37:47	]S10/OWS.GHOST-87 ran 'Deploy' on item 'Manhack' (#3082)
[16:37:48	]Joe Morgan has taken 4 damage from npc_manhack.
[16:37:51	]Joe Morgan has taken 4 damage from npc_manhack.
[16:37:54	]Joe Morgan has taken 4 damage from npc_manhack.
[16:37:57	]Joe Morgan has taken 4 damage from npc_manhack.
[16:38:01	]Joe Morgan has taken 4 damage from npc_manhack.
[16:38:04	]S10/OWS.GHOST-87 has taken 4 damage from npc_manhack.
[16:38:07	]Joe Morgan has taken 4 damage from npc_manhack.
[16:38:08	]S10/OWS.GHOST-87 is fully healed.
[16:38:10	]Joe Morgan has taken 4 damage from npc_manhack.
[16:38:10	]Joe Morgan has taken 4 damage from npc_manhack.
[16:38:13	]Joe Morgan has taken 4 damage from npc_manhack.
[16:38:16	]Joe Morgan has taken 4 damage from npc_manhack.
[16:38:19	]Joe Morgan has taken 4 damage from npc_manhack.
[16:38:22	]Joe Morgan has taken 4 damage from npc_manhack.
[16:38:25	]Joe Morgan has taken 4 damage from npc_manhack.
[16:38:26	]S10/OWS.GHOST-87 has used a context menu option with the name: remove
[16:38:44	]S10/OWS.GHOST-87 has spawned a 'Entity [60][ix_forcefield]'.
[16:38:46	]S10/OWS.GHOST-87 has spawned a 'Entity [62][ix_forcefield]'.
[16:38:54	]S10/OWS.GHOST-87 has spawned a 'Entity [56][ix_forcefield]'.
[16:38:57	]S10/OWS.GHOST-87 has spawned a 'Entity [58][ix_forcefield]'.
[16:39:08	]S10/OWS.GHOST-87 has spawned a 'Entity [56][ix_forcefield]'.
[16:39:11	]S10/OWS.GHOST-87 has spawned a 'Entity [56][ix_forcefield]'.
[16:39:13	]S10/OWS.GHOST-87 has spawned a 'Entity [56][ix_forcefield]'.
[16:39:35	]S10/OWS.GHOST-87 entered observer.
[16:39:43	]S10/OWS.GHOST-87 has spawned a 'Entity [56][ix_forcefield]'.
[16:39:45	]S10/OWS.GHOST-87 has spawned a 'Entity [58][ix_forcefield]'.
[16:39:52	]S10/OWS.GHOST-87 has spawned a 'Entity [56][ix_forcefield]'.
[16:39:54	]S10/OWS.GHOST-87 exited observer at their location.
[16:39:57	]S10/OWS.GHOST-87 has spawned a 'Entity [56][ix_forcefield]'.
[16:40:02	]S10/OWS.GHOST-87 has spawned a 'Entity [56][ix_forcefield]'.
[16:40:09	]S10/OWS.GHOST-87 has spawned a 'Entity [56][ix_forcefield]'.
[16:40:15	]S10/OWS.GHOST-87 entered observer.
[16:40:20	]S10/OWS.GHOST-87 has spawned a 'Entity [57][ix_forcefield]'.
[16:40:26	]S10/OWS.GHOST-87 has spawned a 'Entity [57][ix_forcefield]'.
[16:40:29	]S10/OWS.GHOST-87 has spawned a 'Entity [57][ix_forcefield]'.
[16:40:34	]S10/OWS.GHOST-87 has spawned a 'Entity [57][ix_forcefield]'.
[16:40:39	]S10/OWS.GHOST-87 exited observer at their location.
[16:40:40	]S10/OWS.GHOST-87 has spawned a 'Entity [57][ix_forcefield]'.
[16:41:03	]S10/OWS.GHOST-87 has used a context menu option with the name: ixpropviewowner
[16:41:08	]S10/OWS.GHOST-87 has used a context menu option with the name: collision_on
[16:41:21	]S10/OWS.GHOST-87 has spawned a 'Entity [57][ix_forcefield]'.
[16:41:35	]S10/OWS.GHOST-87 has spawned a 'Entity [57][ix_discscanner]'.
[16:42:24	]S10/OWS.GHOST-87 has spawned a 'Entity [57][ix_watercache]'.
[16:42:35	]S10/OWS.GHOST-87 has spawned a 'Entity [57][ix_medical_computer]'.
[16:42:45	]S10/OWS.GHOST-87 has spawned a 'Entity [57][ix_console]'.
[16:42:53	]S10/OWS.GHOST-87 ran SAM command 'slay' with arguments: '^'
[16:42:55	]S10/OWS.GHOST-87 entered observer.
[16:43:00	]S10/OWS.GHOST-87 exited observer at their location.
[16:43:13	]Joe Morgan has gone afk.
[16:43:38	]S10/OWS.GHOST-87 has spawned a 'Entity [64][ix_forcefield]'.
[16:43:48	]Joe Morgan is no longer afk. Total time spent AFK: 330
[16:44:07	]Joe Morgan was knocked unconscious and is bleeding out.
[16:44:09	]Joe Morgan was killed while bleeding out.
[16:44:09	]S10/OWS.GHOST-87 has killed Joe Morgan with player.
[16:44:24	]Joe Morgan entered observer.
[16:44:30	]Joe Morgan exited observer at their location.
[16:44:35	]S10/OWS.GHOST-87 used command '/Datafile joe morgan'.
[16:44:46	]Joe Morgan ran 'EquipUn' on item 'LFC Armband' (#3073)
[16:45:05	]Joe Morgan ran 'Equip' on item 'LFC Armband' (#3073)
[16:45:08	]Joe Morgan ran 'EquipUn' on item 'LFC Armband' (#3073)
[16:45:29	]S10/OWS.GHOST-87 has given himself a old_radio.
[16:45:29	]S10/OWS.GHOST-87 has gained a 'Makeshift Radio' #3086.
[16:45:36	]S10/OWS.GHOST-87 has spawned a musicradio2.
[16:45:38	]S10/OWS.GHOST-87 ran 'Deploy' on item 'Vintage Radio' (#3087)
[16:46:02	]S10/OWS.GHOST-87 used command '/Datafile joe morgan'.
[16:46:20	]Joe Morgan has spawned a hardhat_white.
[16:46:22	]Joe Morgan ran 'take' on item 'White Construction Hat' (#3088)
[16:46:22	]Joe Morgan has gained a 'White Construction Hat' #3088.
[16:46:34	]Joe Morgan has spawned a torso_yellow_worker_jacket.
[16:46:35	]Joe Morgan ran 'take' on item 'Yellow Worker's Jacket' (#3089)
[16:46:35	]Joe Morgan has gained a 'Yellow Worker's Jacket' #3089.
[16:46:55	]Joe Morgan ran 'drop' on item 'Yellow Worker's Jacket' (#3089)
[16:46:55	]Joe Morgan has lost a 'Yellow Worker's Jacket' #3089.
[16:46:56	]Joe Morgan ran 'drop' on item 'White Construction Hat' (#3088)
[16:46:56	]Joe Morgan has lost a 'White Construction Hat' #3088.
[16:46:58	]Joe Morgan has used a context menu option with the name: remove
[16:46:59	]Joe Morgan has used a context menu option with the name: remove
[16:47:03	]Joe Morgan has spawned a industrial_uniform2.
[16:47:04	]Joe Morgan ran 'take' on item 'Industrial Uniform MII' (#3090)
[16:47:04	]Joe Morgan has gained a 'Industrial Uniform MII' #3090.
[16:47:22	]Joe Morgan ran 'drop' on item 'Industrial Uniform MII' (#3090)
[16:47:22	]Joe Morgan has lost a 'Industrial Uniform MII' #3090.
[16:47:25	]Joe Morgan has spawned a industrial_uniform.
[16:47:26	]Joe Morgan ran 'take' on item 'Industrial Uniform MI' (#3091)
[16:47:26	]Joe Morgan has gained a 'Industrial Uniform MI' #3091.
[16:47:26	]S10/OWS.GHOST-87 has spawned a orange_hazmat_uniform.
[16:47:30	]Joe Morgan entered observer.
[16:47:30	]Joe Morgan exited observer at their location.
[16:47:34	]Joe Morgan has used a context menu option with the name: remove
[16:47:36	]Joe Morgan ran 'drop' on item 'Industrial Uniform MI' (#3091)
[16:47:36	]Joe Morgan has lost a 'Industrial Uniform MI' #3091.
[16:47:38	]Joe Morgan has given himself a worker_uniform2.
[16:47:38	]Joe Morgan has gained a 'Orange Worker Uniform' #3093.
[16:47:45	]Joe Morgan ran 'drop' on item 'Orange Worker Uniform' (#3093)
[16:47:45	]Joe Morgan has lost a 'Orange Worker Uniform' #3093.
[16:47:48	]Joe Morgan has given himself a worker_uniform.
[16:47:48	]Joe Morgan has gained a 'Worker Uniform' #3094.
[16:47:54	]Joe Morgan ran 'drop' on item 'Worker Uniform' (#3094)
[16:47:54	]Joe Morgan has lost a 'Worker Uniform' #3094.
[16:47:58	]Joe Morgan ran 'take' on item 'Orange Hazmat Uniform' (#3092)
[16:47:58	]Joe Morgan has gained a 'Orange Hazmat Uniform' #3092.
[16:48:12	]Joe Morgan ran 'drop' on item 'Orange Hazmat Uniform' (#3092)
[16:48:12	]Joe Morgan has lost a 'Orange Hazmat Uniform' #3092.
[16:48:14	]Joe Morgan has used a context menu option with the name: remove
[16:48:15	]Joe Morgan has used a context menu option with the name: remove
[16:48:16	]Joe Morgan has used a context menu option with the name: remove
[16:48:16	]Joe Morgan has used a context menu option with the name: remove
[16:48:23	]S10/OWS.GHOST-87 has spawned a yellow_hazmat_uniform.
[16:48:28	]S10/OWS.GHOST-87 has spawned a white_hazmat_uniform.
[16:49:01	]S10/OWS.GHOST-87 has spawned a dob_card.
[16:49:11	]Joe Morgan ran 'take' on item 'DOB Member Access Keycard' (#3097)
[16:49:11	]Joe Morgan has gained a 'DOB Member Access Keycard' #3097.
[16:49:14	]S10/OWS.GHOST-87 used command '/PlyWhitelist ^ departament'.
[16:49:22	]Joe Morgan ran 'SetAccessLevel' on item 'DOB Member Access Keycard' (#3097)
[16:49:22	]S10/OWS.GHOST-87 has spawned a moe_card.
[16:49:26	]Joe Morgan ran 'Bind' on item 'DOB Management Access Keycard' (#3097)
[16:49:30	]S10/OWS.GHOST-87 has spawned a cwu_card.
[16:49:36	]Joe Morgan ran 'take' on item 'MOE Member Access Keycard' (#3098)
[16:49:36	]Joe Morgan has gained a 'MOE Member Access Keycard' #3098.
[16:49:40	]Joe Morgan ran 'take' on item 'CWU Member Access Keycard' (#3099)
[16:49:40	]Joe Morgan has gained a 'CWU Member Access Keycard' #3099.
[16:49:40	]S10/OWS.GHOST-87 has spawned a cmru_card.
[16:49:45	]Joe Morgan ran 'Bind' on item 'MOE Member Access Keycard' (#3098)
[16:49:47	]Joe Morgan ran 'Bind' on item 'CWU Member Access Keycard' (#3099)
[16:49:56	]Joe Morgan ran 'take' on item 'CMRU Level 1 Access Keycard' (#3100)
[16:49:56	]Joe Morgan has gained a 'CMRU Level 1 Access Keycard' #3100.
[16:49:58	]Joe Morgan ran 'Bind' on item 'CMRU Level 1 Access Keycard' (#3100)
[16:50:11	]Lorf has unloaded their "S10/OWS.GHOST-87" character.
[16:50:17	]Lorf (STEAM_0:0:83902827) deleted character 'aaaaa'
[16:50:38	]Lorf created the character 'marta'
[16:50:38	]Lorf loaded the character 'marta'
[16:50:38	]marta has gained a '#79989's Identity Card' #3101.
[16:50:38	]marta has gained a 'CWU PDA' #3102.
[16:50:38	]marta has gained a 'CWU Member Access Keycard' #3103.
[16:50:41	]marta ran SAM command 'goto' with arguments: 'joe'
[16:50:48	]marta ran 'take' on item 'Yellow Hazmat Uniform' (#3095)
[16:50:48	]marta has gained a 'Yellow Hazmat Uniform' #3095.
[16:50:55	]marta ran 'SetAccessLevel' on item 'CWU Member Access Keycard' (#3103)
[16:50:58	]marta ran 'SetAccessLevel' on item 'CWU Management Access Keycard' (#3103)
[16:51:01	]marta ran 'SetAccessLevel' on item 'CWU Member Access Keycard' (#3103)
[16:51:03	]marta ran 'Bind' on item 'CWU Management Access Keycard' (#3103)
[16:51:18	]marta ran 'Open' on item 'CWU PDA' (#3102)
[16:51:38	]marta has spawned a osi_radio.
[16:51:48	]marta has spawned a cbu_radio.
[16:51:53	]marta has used a context menu option with the name: remove
[16:51:55	]marta has used a context menu option with the name: remove
[16:52:05	]marta has spawned a la_radio.
[16:52:23	]Joe Morgan ran 'take' on item 'LA Radio' (#3106)
[16:52:23	]Joe Morgan has gained a 'LA Radio' #3106.
[16:52:32	]marta has given himself a broken_otauniform.
[16:52:32	]marta has gained a 'Broken OTA Uniform' #3107.
[16:52:49	]marta has given himself a capda.
[16:52:49	]marta has gained a 'Civil Administration PDA' #3108.
[16:52:52	]marta ran 'Equip' on item 'Civil Administration PDA' (#3108)
[16:53:05	]marta has given himself a pos_terminal.
[16:53:05	]marta has gained a 'POS Terminal' #3109.
[16:53:07	]marta ran 'Bind' on item 'POS Terminal' (#3109)
[16:53:14	]marta ran 'RequestCredits' on item 'POS Terminal' (#3109)
[16:53:56	]marta used command '/GetCWUFlags'.
[16:54:33	]marta used command '/Radio test'.
[16:54:45	]marta used command '/SC cwu'.
[16:54:53	]marta used command '/Radio halo halo'.
[16:54:57	]marta has spawned a cwu_radio.
[16:55:09	]marta has given himself a cwu_radio.
[16:55:09	]marta has gained a 'CWU Radio' #3111.
[16:55:18	]marta ran 'ToggleOn' on item 'CWU Radio' (#3111)
[16:55:51	]marta used command '/CharAddRadioChannel ^ CWU'.
[16:56:05	]marta used command '/CharAddRadioChannel ^ CCA=CWU'.
[16:56:11	]marta used command '/SC CWU'.
[16:56:13	]marta used command '/Radio TEST'.
[16:56:16	]marta used command '/Radio TEST'.
[16:56:17	]marta used command '/Radio TEST'.
[16:56:18	]marta used command '/Radio TEST'.
[16:56:18	]marta used command '/Radio TEST'.
[16:56:19	]marta used command '/Radio TEST'.
[16:56:35	]marta has given himself a combine_card.
[16:56:35	]marta has gained a 'Combine Card' #3112.
[16:57:21	]marta has given himself a trash_biolock.
[16:57:21	]marta has gained a 'Broken Biolock' #3113.
[16:57:26	]marta ran 'drop' on item 'Broken Biolock' (#3113)
[16:57:26	]marta has lost a 'Broken Biolock' #3113.
[16:57:48	]Joe Morgan has gone afk.
[16:57:58	]Joe Morgan is no longer afk. Total time spent AFK: 305
[16:59:00	]marta has used a context menu option with the name: collision_on
[16:59:11	]marta has used a context menu option with the name: ixforcefieldstartmalfunction
[16:59:37	]marta has used a context menu option with the name: collision_off
[16:59:46	]marta has used a context menu option with the name: ixpropviewowner
[17:01:41	]marta has used a context menu option with the name: ixforcefieldstopmalfunction
[17:02:22	]marta ran 'drop' on item 'CWU Radio' (#3111)
[17:02:22	]marta has lost a 'CWU Radio' #3111.
[17:02:24	]Joe Morgan ran 'take' on item 'CWU Radio' (#3111)
[17:02:24	]Joe Morgan has gained a 'CWU Radio' #3111.
[17:02:26	]Joe Morgan ran 'drop' on item 'LA Radio' (#3106)
[17:02:26	]Joe Morgan has lost a 'LA Radio' #3106.
[17:02:26	]Joe Morgan ran 'drop' on item 'MOE Member Access Keycard' (#3098)
[17:02:26	]Joe Morgan has lost a 'MOE Member Access Keycard' #3098.
[17:02:27	]Joe Morgan ran 'drop' on item 'Glasses' (#3070)
[17:02:27	]Joe Morgan has lost a 'Glasses' #3070.
[17:02:27	]Joe Morgan ran 'drop' on item 'DOB Management Access Keycard' (#3097)
[17:02:27	]Joe Morgan has lost a 'DOB Management Access Keycard' #3097.
[17:02:28	]Joe Morgan ran 'drop' on item 'CMRU Level 1 Access Keycard' (#3100)
[17:02:28	]Joe Morgan has lost a 'CMRU Level 1 Access Keycard' #3100.
[17:02:28	]Joe Morgan ran 'drop' on item 'LFC Armband' (#3073)
[17:02:28	]Joe Morgan has lost a 'LFC Armband' #3073.
[17:02:29	]Joe Morgan ran 'drop' on item 'CWU Member Access Keycard' (#3099)
[17:02:29	]Joe Morgan has lost a 'CWU Member Access Keycard' #3099.
[17:02:29	]Joe Morgan ran 'drop' on item 'Basic Yellow Pill' (#3072)
[17:02:29	]Joe Morgan has lost a 'Basic Yellow Pill' #3072.
[17:02:29	]Lorf has unloaded their "marta" character.
[17:02:30	]Joe Morgan ran 'drop' on item 'Suitcase' (#3065)
[17:02:30	]Joe Morgan has lost a 'Suitcase' #3065.
[17:02:32	]Joe Morgan has used a context menu option with the name: remove
[17:02:33	]Joe Morgan has used a context menu option with the name: remove
[17:02:33	]Lorf loaded the character 'S10/OWS.GHOST-87'
[17:02:34	]Joe Morgan has used a context menu option with the name: remove
[17:02:36	]Joe Morgan has used a context menu option with the name: remove
[17:02:37	]Joe Morgan has used a context menu option with the name: remove
[17:02:38	]Joe Morgan has used a context menu option with the name: remove
[17:02:39	]Joe Morgan has used a context menu option with the name: remove
[17:02:40	]Joe Morgan has used a context menu option with the name: remove
[17:02:46	]Joe Morgan used command '/Radio bajo jajo'.
[17:02:52	]S10/OWS.GHOST-87 used command '/SC cwu'.
[17:02:54	]S10/OWS.GHOST-87 used command '/Radio cwu'.
[17:03:00	]S10/OWS.GHOST-87 used command '/Radio morda'.
[17:03:00	]Joe Morgan used command '/Radio odmawiam'.
[17:03:05	]S10/OWS.GHOST-87 used command '/Radio morda'.
[17:03:09	]Joe Morgan used command '/Radio odmawiam'.
[17:03:19	]S10/OWS.GHOST-87 used command '/Radio morda'.
[17:03:23	]S10/OWS.GHOST-87 used command '/Radio morda'.
[17:03:23	]Joe Morgan entered observer.
[17:03:24	]Joe Morgan exited observer at their location.
[17:03:26	]S10/OWS.GHOST-87 used command '/Radio morda'.
[17:03:28	]Joe Morgan entered observer.
[17:03:29	]Joe Morgan exited observer at their location.
[17:03:30	]Joe Morgan used command '/Radio odmawiam'.
[17:03:53	]Joe Morgan has used a context menu option with the name: remove
[17:05:00	]S10/OWS.GHOST-87 ran SAM command 'scale' with arguments: '^' '0.7'
[17:05:10	][IC] S10/OWS.GHOST-87: <:: Move back. ::>
[17:05:15	][IC] Joe Morgan: Skrzat.
[17:05:19	]S10/OWS.GHOST-87 ran SAM command 'scale' with arguments: '^' '0.9'
[17:05:42	][IC] S10/OWS.GHOST-87: <:: You, move! ::>
[17:05:46	][IC] S10/OWS.GHOST-87: <:: You, move. ::>
[17:05:56	][IC] S10/OWS.GHOST-87: <:: Hands up, don't move! ::>
[17:06:14	][IC] S10/OWS.GHOST-87: <:: Put your hands up! ::>
[17:06:18	][IC] S10/OWS.GHOST-87: <:: Put your hands up! ::>
[17:06:35	][IC] S10/OWS.GHOST-87: <:: Get those hands up! ::>
[17:06:37	][IC] S10/OWS.GHOST-87: <:: Put your hands up! ::>
