[00:03:00	]Recik has connected.
[01:08:55	]S10/OWS.GHOST-87 ran 'Use' on item 'Basic Credits Coupon' (#3146)
[01:09:02	]Lorf has unloaded their "S10/OWS.GHOST-87" character.
[01:09:05	]Lorf loaded the character 'marta'
[01:09:09	]marta ran SAM command 'goto' with arguments: 'kon'
[01:09:48	]Konfident has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[01:10:02	]Konfident ran 'take' on item 'Ration' (#3158)
[01:10:02	]Konfident has gained a 'Ration' #3158.
[01:10:08	]Konfident ran 'Open' on item 'CMRU PDA' (#3149)
[01:10:24	]marta has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[01:10:27	]Konfident ran 'Open' on item 'Ration' (#3158)
[01:10:27	]Konfident has gained a 'Artificial Paste' #3159.
[01:10:27	]Konfident has gained a 'Breen's Water' #3160.
[01:10:27	]Konfident has gained a 'Basic Credits Coupon' #3161.
[01:10:37	]marta ran 'Open' on item 'Ration' (#3162)
[01:10:37	]marta has gained a 'Artificial Paste' #3163.
[01:10:37	]marta has gained a 'Breen's Water' #3164.
[01:10:37	]marta has gained a 'Basic Credits Coupon' #3165.
[01:10:48	]marta has spawned a 'Entity [53][ix_pickupterminal]'.
[01:10:54	][PICKUP DISPENSER] Lorf ( marta ) picked up an item from the pickup dispenser.
[01:10:54	]marta has gained a 'Priority Credits Coupon' #3166.
[01:11:02	][PICKUP DISPENSER] Recik ( Konfident ) picked up an item from the pickup dispenser.
[01:11:02	]Konfident has gained a 'Priority Credits Coupon' #3167.
[01:11:08	]marta ran 'Use' on item 'Priority Credits Coupon' (#3166)
[01:11:10	]marta has used a coupon at a ration dispenser, gaining 30 credits.
[01:11:13	]marta ran 'Use' on item 'Basic Credits Coupon' (#3165)
[01:11:15	]marta has used a coupon at a ration dispenser, gaining 15 credits.
[01:11:26	]Konfident ran 'Use' on item 'Priority Credits Coupon' (#3167)
[01:11:32	]Konfident ran 'Use' on item 'Priority Credits Coupon' (#3167)
[01:11:37	]Konfident ran 'Use' on item 'Priority Credits Coupon' (#3167)
[01:11:39	]Konfident has used a coupon at a ration dispenser, gaining 30 credits.
[01:12:44	][PICKUP DISPENSER] Lorf ( marta ) picked up an item from the pickup dispenser.
[01:12:44	]marta has gained a 'Apartment Key' #3168.
[01:12:52	]marta ran 'AssignCID' on item 'Apartment Key' (#3168)
[01:13:06	]marta ran 'Assign' on item 'Apartment Key' (#3168)
[01:13:19	]marta ran 'AssignCID' on item 'Apartment Key' (#3168)
[01:13:30	]Konfident ran 'Use' on item 'Basic Credits Coupon' (#3161)
[01:13:32	]Konfident has used a coupon at a ration dispenser, gaining 15 credits.
[01:13:35	]marta used command '/ID'.
[01:13:39	]marta ran 'AssignCID' on item 'Apartment Key' (#3168)
[01:13:52	]marta ran 'Assign' on item 'Apartment Key' (#3168)
[01:14:48	][PICKUP DISPENSER] Recik ( Konfident ) picked up an item from the pickup dispenser.
[01:14:48	]Konfident has gained a 'Apartment Key' #3169.
[01:15:55	]marta ran 'Open' on item 'CWU PDA' (#3102)
[01:16:23	]Konfident ran 'AssignCID' on item 'Apartment Key' (#3169)
[01:16:29	]marta entered observer.
[01:16:30	]Konfident ran 'AssignCID' on item 'Apartment Key' (#3169)
[01:16:39	]Konfident ran 'Assign' on item 'Apartment Key' (#3169)
[01:16:46	]marta exited observer at their location.
[01:17:02	]Konfident entered observer.
[01:17:07	]marta entered observer.
[01:17:30	]Konfident exited observer at their location.
[01:17:35	]Konfident entered observer.
[01:17:41	]Konfident exited observer at their location.
[01:17:43	]marta exited observer at their location.
[01:17:57	]Konfident ran 'Lock' on item 'Apartment Key' (#3169)
[01:18:06	]marta has used a context menu option with the name: skin
[01:18:11	]marta has used a context menu option with the name: skin
[01:18:11	]Konfident has used a context menu option with the name: skin
[01:18:13	]marta has used a context menu option with the name: skin
[01:18:26	]Konfident entered observer.
[01:18:41	]marta has used a context menu option with the name: container_changepassword
[01:18:49	]marta has used a context menu option with the name: door_lockunlock
[01:18:51	]marta has used a context menu option with the name: door_lockunlock
[01:18:54	]marta has used a context menu option with the name: container_changepassword
[01:19:17	]marta has given himself a cont_lock_t1.
[01:19:17	]marta has gained a 'Padlock' #3170.
[01:19:19	]marta ran 'Lock' on item 'Padlock' (#3170)
[01:19:21	]marta has added a lock to a door. MapcreationID: 3830, vector position: '7215.000000 5063.000000 66.000000'
[01:19:30	]Konfident exited observer at their location.
[01:19:36	]marta entered observer.
[01:19:39	]marta exited observer at their location.
[01:19:41	]Konfident ran 'Unlock' on item 'Apartment Key' (#3169)
[01:19:46	]Konfident ran 'Unlock' on item 'Apartment Key' (#3169)
[01:19:55	]Konfident ran 'Unlock' on item 'Apartment Key' (#3169)
[01:19:59	]Konfident has used a context menu option with the name: containerlock_checkowner
[01:20:14	]Konfident entered observer.
[01:20:15	]marta has given himself a lockbreacher.
[01:20:15	]marta has gained a 'Combine Lock Breacher' #3171.
[01:20:16	]Konfident exited observer at their location.
[01:20:16	]marta ran 'Place' on item 'Combine Lock Breacher' (#3171)
[01:20:32	]Konfident entered observer.
[01:20:32	]Konfident exited observer at their location.
[01:22:03	]marta has given himself a breach.
[01:22:03	]marta has gained a 'Breaching Charge' #3172.
[01:22:06	]marta ran 'Place' on item 'Breaching Charge' (#3172)
[01:22:25	]marta has given himself a civil_protection_ration.
[01:22:25	]marta has gained a 'Civil Protection Ration' #3173.
[01:22:28	]marta ran 'Open' on item 'Civil Protection Ration' (#3173)
[01:22:28	]marta has gained a 'Metropolice Supplements' #3174.
[01:22:28	]marta has gained a 'Soda Bob Brawn' #3175.
[01:22:28	]marta has gained a 'Medium Credits Coupon' #3176.
[01:22:38	]Konfident entered observer.
[01:22:41	]Konfident exited observer at their location.
[01:22:48	]marta ran 'Consume' on item 'Soda Bob Brawn' (#3175)
[01:22:48	]marta has gained a level 1 long boost in Perception.
[01:22:48	]marta has gained a level 2 long boost in Agility.
[01:22:49	]marta ran 'Consume' on item 'Metropolice Supplements' (#3174)
[01:22:49	]marta has gained a level 3 long boost in Strength.
[01:23:02	]marta ran 'Use' on item 'Medium Credits Coupon' (#3176)
[01:23:15	]marta has given himself a broadcasting_device.
[01:23:15	]marta has gained a 'Broadcasting Device' #3177.
[01:23:24	]marta used command '/LocalBroadcast yest 10'.
[01:23:51	]marta has given himself a cwu_radio.
[01:23:51	]marta has gained a 'CWU Radio' #3178.
[01:23:54	]marta has given himself a cmru_radio.
[01:23:55	]marta has gained a 'CMRU Radio' #3179.
[01:23:58	]marta ran 'ToggleOn' on item 'CMRU Radio' (#3179)
[01:24:04	]marta used command '/Radio halo halo'.
[01:24:09	]marta used command '/SC cmru'.
[01:24:12	]marta used command '/Radio halo'.
[01:24:18	]marta used command '/Radio słychać mnie?'.
[01:24:35	]marta used command '/Broadcast halo'.
[01:24:39	]marta entered observer.
[01:24:43	]marta exited observer at their location.
[01:24:44	]marta entered observer.
[01:25:09	]marta exited observer at their location.
[01:25:15	]marta has given himself a uniform_cp_qrf.
[01:25:15	]marta has gained a 'QRF Uniform' #3180.
[01:25:17	]marta has given himself a mask_com.
[01:25:17	]marta has gained a 'QRF Mask' #3181.
[01:25:33	]marta ran 'drop' on item 'Broadcasting Device' (#3177)
[01:25:33	]marta has lost a 'Broadcasting Device' #3177.
[01:25:34	]marta used command '/Broadcast halo'.
[01:25:38	]marta ran 'take' on item 'Broadcasting Device' (#3177)
[01:25:38	]marta has gained a 'Broadcasting Device' #3177.
[01:25:45	]marta used command '/Broadcast test test'.
[01:26:04	][IC] marta: <:: Citizen. ::>
[01:26:06	][IC] marta: <:: Apply. ::>
[01:26:17	]Konfident used command '/ID'.
[01:26:48	]marta has given himself a combine_filter.
[01:26:48	]marta has gained a 'Combine Filter' #3182.
[01:26:49	]marta ran 'Equip' on item 'Combine Filter' (#3182)
[01:27:49	]marta has changed marta's bodygroups.
[01:28:03	]marta ran 'EquipUn' on item 'Combine Filter' (#3182)
[01:28:06	]marta ran 'drop' on item 'QRF Mask' (#3181)
[01:28:06	]marta has lost a 'QRF Mask' #3181.
[01:28:09	]marta ran 'take' on item 'QRF Mask' (#3181)
[01:28:09	]marta has gained a 'QRF Mask' #3181.
[01:28:45	]marta has changed marta's bodygroups.
[01:29:31	][IC] marta: <:: Move back, right now! ::>
[01:30:24	][IC] marta: <:: Hej. ::>
[01:30:34	][IC] marta: <:: All units, BOL; we have 34-S at.. ::>
[01:30:39	][IC] marta: <:: Suspect is now 187. ::>
[01:30:49	][IC] marta: <:: Protection-teams at location, report in. ::>
[01:33:22	]marta has fired a toolgun with the name: duplicator
[01:33:22	]marta has spawned 'models/combine_super_soldier.mdl'.
[01:33:36	]marta has fired a toolgun with the name: duplicator
[01:33:36	]marta has spawned 'models/combine_super_soldier.mdl'.
[01:33:38	]marta entered observer.
[01:33:43	]marta has fired a toolgun with the name: duplicator
[01:33:43	]marta has spawned 'models/combine_super_soldier.mdl'.
[01:33:54	]marta exited observer at their location.
[01:34:36	]marta has fired a toolgun with the name: duplicator
[01:34:36	]marta has spawned 'models/sprops/cylinders/size_4/cylinder_9x6.mdl'.
[01:34:36	]marta has spawned 'models/sprops/geometry/sphere_9.mdl'.
[01:34:36	]marta has spawned 'models/sprops/geometry/sphere_3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/geometry/sphere_3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/misc/cones/size_0/cone_3x6.mdl'.
[01:34:36	]marta has spawned 'models/sprops/geometry/sphere_9.mdl'.
[01:34:36	]marta has spawned 'models/sprops/misc/domes/size_1/dome_12x12.mdl'.
[01:34:36	]marta has spawned 'models/sprops/misc/domes/size_1/dome_12x6.mdl'.
[01:34:36	]marta has spawned 'models/sprops/misc/domes/size_0/dome_3x3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/misc/domes/size_0/dome_3x6.mdl'.
[01:34:36	]marta has spawned 'models/sprops/cylinders/size_3/cylinder_6x6.mdl'.
[01:34:36	]marta has spawned 'models/sprops/misc/domes/size_1/dome_12x12.mdl'.
[01:34:36	]marta has spawned 'models/sprops/misc/domes/size_0/dome_3x6.mdl'.
[01:34:36	]marta has spawned 'models/sprops/cylinders/size_3/cylinder_6x12.mdl'.
[01:34:36	]marta has spawned 'models/sprops/geometry/sphere_3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/geometry/sphere_3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/misc/domes/size_0/dome_3x3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/geometry/sphere_3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/cuboids/height06/size_1/cube_6x12x6.mdl'.
[01:34:36	]marta has spawned 'models/sprops/misc/domes/size_1/dome_12x12.mdl'.
[01:34:36	]marta has spawned 'models/sprops/cylinders/size_3/cylinder_6x12.mdl'.
[01:34:36	]marta has spawned 'models/sprops/geometry/sphere_3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/cylinders/size_3/cylinder_6x12.mdl'.
[01:34:36	]marta has spawned 'models/sprops/cylinders/size_3/cylinder_6x12.mdl'.
[01:34:36	]marta has spawned 'models/sprops/misc/tubes/size_1/tube_12x6.mdl'.
[01:34:36	]marta has spawned 'models/sprops/geometry/sphere_3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/misc/domes/size_1/dome_12x12.mdl'.
[01:34:36	]marta has spawned 'models/sprops/misc/domes/size_0/dome_3x6.mdl'.
[01:34:36	]marta has spawned 'models/sprops/misc/domes/size_0/dome_3x3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/cylinders/size_3/cylinder_6x3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/misc/domes/size_0/dome_3x6.mdl'.
[01:34:36	]marta has spawned 'models/sprops/geometry/sphere_3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/misc/domes/size_0/dome_3x6.mdl'.
[01:34:36	]marta has spawned 'models/sprops/misc/cones/size_0/cone_3x3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/geometry/sphere_3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/misc/domes/size_0/dome_3x3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/cylinders/size_3/cylinder_6x3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/geometry/sphere_3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/cylinders/size_3/cylinder_6x12.mdl'.
[01:34:36	]marta has spawned 'models/sprops/geometry/sphere_3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/cylinders/size_3/cylinder_6x3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/misc/domes/size_0/dome_3x3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/cylinders/size_3/cylinder_6x6.mdl'.
[01:34:36	]marta has spawned 'models/sprops/misc/domes/size_0/dome_6x3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/cylinders/size_3/cylinder_6x12.mdl'.
[01:34:36	]marta has spawned 'models/sprops/cylinders/size_3/cylinder_6x12.mdl'.
[01:34:36	]marta has spawned 'models/sprops/misc/domes/size_0/dome_3x6.mdl'.
[01:34:36	]marta has spawned 'models/sprops/cylinders/size_3/cylinder_6x3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/cylinders/size_4/cylinder_9x6.mdl'.
[01:34:36	]marta has spawned 'models/sprops/misc/fittings/cubinder_3_to_3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/cuboids/height06/size_2/cube_12x12x6.mdl'.
[01:34:36	]marta has spawned 'models/sprops/geometry/sphere_3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/cylinders/size_2/cylinder_3x3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/misc/domes/size_0/dome_6x3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/cylinders/size_3/cylinder_6x12.mdl'.
[01:34:36	]marta has spawned 'models/sprops/misc/domes/size_0/dome_3x3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/misc/cones/size_0/cone_3x3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/geometry/sphere_18.mdl'.
[01:34:36	]marta has spawned 'models/sprops/geometry/sphere_3.mdl'.
[01:34:36	]marta has spawned 'models/sprops/geometry/sphere_3.mdl'.
[01:34:51	]marta has fired a toolgun with the name: duplicator
[01:34:51	]marta has spawned 'models/sprops/rectangles_thin/size_1/rect_3x3x1_5.mdl'.
[01:34:51	]marta has spawned 'models/sprops/rectangles_thin/size_1/rect_3x3x1_5.mdl'.
[01:34:51	]marta has spawned 'models/sprops/rectangles_thin/size_1/rect_3x3x1_5.mdl'.
[01:34:51	]marta has spawned 'models/sprops/rectangles_thin/size_1/rect_3x3x1_5.mdl'.
[01:34:51	]marta has spawned 'models/sprops/rectangles_thin/size_1/rect_3x3x1_5.mdl'.
[01:34:51	]marta has spawned 'models/sprops/rectangles_thin/size_1/rect_3x3x1_5.mdl'.
[01:34:51	]marta has spawned 'models/sprops/rectangles_thin/size_1/rect_3x3x1_5.mdl'.
[01:34:51	]marta has spawned 'models/sprops/rectangles_thin/size_1/rect_3x3x1_5.mdl'.
[01:34:51	]marta has spawned 'models/sprops/rectangles_thin/size_1/rect_3x3x1_5.mdl'.
[01:34:51	]marta has spawned 'models/sprops/rectangles_thin/size_1/rect_3x3x1_5.mdl'.
[01:34:51	]marta has spawned 'models/sprops/rectangles/size_1/rect_3x18x3.mdl'.
[01:34:51	]marta has spawned 'models/sprops/rectangles_thin/size_1/rect_3x3x1_5.mdl'.
[01:34:51	]marta has spawned 'models/sprops/rectangles/size_1/rect_3x12x3.mdl'.
[01:34:51	]marta has spawned 'models/sprops/rectangles_thin/size_1/rect_3x3x1_5.mdl'.
[01:36:03	][IC] Konfident: My name is Janusz and my CID is #42113.
[01:36:48	]marta used command '/CWU XDDD'.
[01:37:49	]marta used command '/CWU X'.
[01:37:51	]marta used command '/CWU D'.
[01:37:57	]Konfident has spawned a container_large_dummy.
[01:37:59	]marta has given himself a pos_terminal.
[01:37:59	]marta has gained a 'POS Terminal' #3184.
[01:38:01	]Konfident has used a context menu option with the name: remove
[01:38:03	]marta ran 'Bind' on item 'POS Terminal' (#3184)
[01:38:09	]marta entered observer.
[01:38:15	]marta ran 'RequestCredits' on item 'POS Terminal' (#3184)
[01:38:23	]marta exited observer at their location.
[01:38:32	]marta ran 'RequestCredits' on item 'POS Terminal' (#3184)
[01:38:36	]marta ran 'RequestCredits' on item 'POS Terminal' (#3184)
[01:38:43	]marta ran 'RequestCredits' on item 'POS Terminal' (#3184)
[01:38:58	]marta ran 'RequestCredits' on item 'POS Terminal' (#3184)
[01:39:03	]Konfident (CID: 34169, item: 926) has send 10 credits to marta (CID: 79989, item: 3101) via POS device for '1'.
[01:39:08	]marta ran 'ShowLog' on item 'POS Terminal' (#3184)
[01:39:30	]marta ran 'ShowLog' on item 'POS Terminal' (#3184)
[01:39:38	]marta ran 'ShowLog' on item 'POS Terminal' (#3184)
[01:39:56	]marta has given himself a request_device.
[01:39:56	]marta has gained a 'Request Device' #3185.
[01:39:58	]marta ran 'Bind' on item 'Request Device' (#3185)
[01:40:05	]marta ran 'RequestCwu' on item 'Request Device' (#3185)
[01:40:10	]marta ran 'RequestMed' on item 'Request Device' (#3185)
[01:40:22	]marta ran 'RequestMed' on item 'Request Device' (#3185)
[01:40:39	]marta entered observer.
[01:40:59	]marta exited observer at their location.
[01:41:29	]marta has spawned a 'Entity [98][npc_grenade_frag]'.
[01:41:30	]marta has spawned a 'Entity [99][npc_grenade_frag]'.
[01:41:38	]marta has spawned a 'Entity [53][npc_grenade_frag]'.
[01:42:18	]Konfident has taken 119 damage from marta.
[01:42:22	]Konfident is fully healed.
[01:42:26	]marta has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[01:42:28	]marta has spawned 'models/props_c17/oildrum001_explosive.mdl'.
[01:42:29	]marta has spawned 'models/props_c17/oildrum001_explosive.mdl'.
