[00:19:35	]Recik has connected.
[00:27:35	]Maryla Rodowicz has gained a 'Strzykawką z krwią' #589.
[00:28:56	]Maryla Rodowicz ran 'Consume' on item 'Syntetyczna Whiskey' (#256)
[00:28:57	]Maryla Rodowicz has gained a 'Pusta butelka po whiskey' #590.
[00:35:43	]Maryla Rodowicz has spawned a flashlight.
[00:35:54	]Maryla Rodowicz ran 'take' on item 'Flashlight' (#591)
[00:35:54	]Maryla Rodowicz has gained a 'Flashlight' #591.
[00:36:03	]Maryla Rodowicz ran 'drop' on item 'Flashlight' (#591)
[00:36:03	]Maryla Rodowicz has lost a 'Flashlight' #591.
[00:36:08	]Maryla Rodowicz ran 'take' on item 'Flashlight' (#591)
[00:36:08	]Maryla Rodowicz has gained a 'Flashlight' #591.
[00:36:19	]Maryla Rodowicz has given himself a wn_zip_tie.
[00:36:19	]Maryla Rodowicz has gained a 'Kajdanki jednorazowe 'Zip Tie'' #592.
[00:36:25	]Maryla Rodowicz ran 'Use' on item 'Kajdanki jednorazowe 'Zip Tie'' (#592)
[00:36:35	]Maryla Rodowicz has spawned a vortigaunt_head_fedora.
[00:36:52	]Maryla Rodowicz has used a context menu option with the name: rb655_dissolve
[00:36:54	]env_entity_dissolver destroyed a 'Fedora dla Vortigaunta' #593.
[00:36:59	]Maryla Rodowicz has spawned a vortigaunt_torso_sweater.
[00:37:20	]Maryla Rodowicz has used a context menu option with the name: remove
[00:37:45	]Maryla Rodowicz has spawned a vortigaunt_head_hardhat.
[00:37:55	]Maryla Rodowicz has used a context menu option with the name: rb655_dissolve
[00:37:57	]env_entity_dissolver destroyed a 'Czapka budowlana dla Vortigaunta' #595.
[00:38:04	]Maryla Rodowicz has spawned a tool_mixer.
[00:38:22	]Maryla Rodowicz has used a context menu option with the name: rb655_dissolve
[00:38:24	]Maryla Rodowicz has spawned a tool_vehiclebench.
[00:38:28	]Maryla Rodowicz has used a context menu option with the name: rb655_dissolve
[00:38:30	]Maryla Rodowicz has spawned a tool_metalbench.
[00:38:37	]Maryla Rodowicz ran 'Bolt' on item 'Stół warsztatowy do metalu' (#598)
[00:38:40	]Maryla Rodowicz ran 'PackUp' on item 'Stół warsztatowy do metalu' (#598)
[00:38:42	]Maryla Rodowicz ran 'Use' on item 'Stół warsztatowy do metalu' (#598)
[00:39:27	]Maryla Rodowicz has used a context menu option with the name: rb655_dissolve
[00:39:35	]Maryla Rodowicz has spawned a musicradio3.
[00:39:36	]Maryla Rodowicz ran 'Deploy' on item 'Radio Kontrkultury' (#599)
[00:40:01	]Maryla Rodowicz has spawned a musicradio2.
[00:40:03	]Maryla Rodowicz ran 'Deploy' on item 'Radio Vintage' (#600)
[00:40:07	]Maryla Rodowicz has used a context menu option with the name: rb655_dissolve
[00:40:19	]Maryla Rodowicz has used a context menu option with the name: remove
[00:40:54	]Maryla Rodowicz has spawned a musicradio5.
[00:40:55	]Maryla Rodowicz ran 'Deploy' on item 'Zachodnie Radio' (#601)
[00:41:21	]Maryla Rodowicz has spawned a floppydisk.
[00:41:26	]Maryla Rodowicz has used a context menu option with the name: rb655_dissolve
[00:41:28	]env_entity_dissolver destroyed a 'Dyskietka' #602.
[00:42:00	]Maryla Rodowicz has given himself a cca_coat_whitesnow.
[00:42:00	]Maryla Rodowicz has gained a 'Szczyt Alp' #603.
[00:44:18	]Maryla Rodowicz has spawned a collab_office.
[00:44:21	]Maryla Rodowicz has spawned a collab_cadet.
[00:45:16	]Maryla Rodowicz has spawned a torso_blue_suit_jacket.
[00:45:38	]Maryla Rodowicz has used a context menu option with the name: rb655_dissolve
[00:45:38	]Maryla Rodowicz has used a context menu option with the name: rb655_dissolve
[00:45:40	]env_entity_dissolver destroyed a 'Cadet Blue' #605.
[00:45:40	]Maryla Rodowicz has used a context menu option with the name: rb655_dissolve
[00:45:40	]env_entity_dissolver destroyed a 'The Office' #604.
[00:45:42	]env_entity_dissolver destroyed a 'Kingpin' #606.
[00:47:58	]Maryla Rodowicz has spawned a footlocker.
[00:48:02	]Maryla Rodowicz has spawned a single_locker.
[00:48:04	]Maryla Rodowicz has spawned a small_metal_desk.
[00:48:08	]Maryla Rodowicz has spawned a metal_trash_can.
[00:48:12	]Maryla Rodowicz has spawned a paper_tray.
[00:48:14	]Maryla Rodowicz has spawned a large_metal_desk.
[00:48:54	]Maryla Rodowicz has spawned a safe.
[00:49:03	]Maryla Rodowicz has spawned a rave.
[00:49:16	]Maryla Rodowicz ran 'take' on item 'RAVE' (#614)
[00:49:16	]Maryla Rodowicz has gained a 'RAVE' #614.
[00:49:19	]Maryla Rodowicz ran 'Consume' on item 'RAVE' (#614)
[00:49:19	]Maryla Rodowicz has gained a level 5 short boost in Siła.
[00:50:12	]Maryla Rodowicz has given himself a rave.
[00:50:12	]Maryla Rodowicz has gained a 'RAVE' #615.
[00:50:14	]Maryla Rodowicz ran 'Consume' on item 'RAVE' (#615)
[00:50:14	]Maryla Rodowicz extended their level 5 short boost in Siła.
[00:50:20	]Maryla Rodowicz used command '/RemoveDrugEffects ^'.
[00:50:25	]Maryla Rodowicz has given himself a rave.
[00:50:25	]Maryla Rodowicz has gained a 'RAVE' #616.
[00:50:26	]Maryla Rodowicz ran 'Consume' on item 'RAVE' (#616)
[00:50:26	]Maryla Rodowicz extended their level 5 short boost in Siła.
[00:50:43	]Maryla Rodowicz used command '/RemoveDrugEffects ^'.
[00:50:44	]Maryla Rodowicz has given himself a rave.
[00:50:44	]Maryla Rodowicz has gained a 'RAVE' #617.
[00:50:45	]Maryla Rodowicz has given himself a rave.
[00:50:45	]Maryla Rodowicz has gained a 'RAVE' #618.
[00:50:46	]Maryla Rodowicz has given himself a rave.
[00:50:46	]Maryla Rodowicz has gained a 'RAVE' #619.
[00:50:46	]Maryla Rodowicz has given himself a rave.
[00:50:46	]Maryla Rodowicz has gained a 'RAVE' #620.
[00:50:48	]Maryla Rodowicz ran 'Consume' on item 'RAVE' (#617)
[00:50:48	]Maryla Rodowicz extended their level 5 short boost in Siła.
[00:50:58	]Maryla Rodowicz used command '/RemoveDrugEffects ^'.
[00:51:02	]Maryla Rodowicz ran 'Consume' on item 'RAVE' (#618)
[00:51:02	]Maryla Rodowicz extended their level 5 short boost in Siła.
[00:51:27	]Inkaaz has connected.
[00:51:54	]Maryla Rodowicz used command '/RemoveDrugEffects ^'.
[00:51:57	]Maryla Rodowicz ran 'Consume' on item 'RAVE' (#620)
[00:51:57	]Maryla Rodowicz extended their level 5 short boost in Siła.
[00:52:01	]Maryla Rodowicz used command '/RemoveDrugEffects ^'.
[00:52:02	]Maryla Rodowicz ran 'Consume' on item 'RAVE' (#619)
[00:52:02	]Maryla Rodowicz extended their level 5 short boost in Siła.
[00:52:04	]Inkaaz loaded the character 'Jan Kowalski'
[00:52:05	]Maryla Rodowicz used command '/RemoveDrugEffects ^'.
[00:52:07	]Jan Kowalski entered observer.
[00:52:08	]Maryla Rodowicz has given himself a rave.
[00:52:08	]Maryla Rodowicz has gained a 'RAVE' #621.
[00:52:09	]Maryla Rodowicz has given himself a rave.
[00:52:09	]Maryla Rodowicz has gained a 'RAVE' #622.
[00:52:10	]Maryla Rodowicz has given himself a rave.
[00:52:10	]Maryla Rodowicz has gained a 'RAVE' #623.
[00:52:10	]Jan Kowalski exited observer.
[00:52:10	]Maryla Rodowicz has given himself a rave.
[00:52:10	]Maryla Rodowicz has gained a 'RAVE' #624.
[00:52:11	]Maryla Rodowicz has given himself a rave.
[00:52:11	]Maryla Rodowicz has gained a 'RAVE' #625.
[00:52:12	]Maryla Rodowicz has given himself a rave.
[00:52:12	]Maryla Rodowicz has gained a 'RAVE' #626.
[00:52:13	]Maryla Rodowicz ran 'Consume' on item 'RAVE' (#626)
[00:52:13	]Maryla Rodowicz extended their level 5 short boost in Siła.
[00:52:18	]Maryla Rodowicz used command '/RemoveDrugEffects ^'.
[00:52:20	]Maryla Rodowicz ran 'Consume' on item 'RAVE' (#621)
[00:52:20	]Maryla Rodowicz extended their level 5 short boost in Siła.
[00:52:21	]Jan Kowalski has spawned a single_locker.
[00:52:25	]Maryla Rodowicz used command '/RemoveDrugEffects ^'.
[00:52:25	]Jan Kowalski entered observer.
[00:52:27	]Jan Kowalski exited observer.
[00:52:27	]Maryla Rodowicz ran 'Consume' on item 'RAVE' (#622)
[00:52:27	]Maryla Rodowicz extended their level 5 short boost in Siła.
[00:52:28	]Jan Kowalski has used a context menu option with the name: rb655_dissolve
[00:52:29	]Maryla Rodowicz used command '/RemoveDrugEffects ^'.
[00:52:30	]env_entity_dissolver destroyed a 'Single Locker' #627.
[00:52:31	]Maryla Rodowicz ran 'Consume' on item 'RAVE' (#625)
[00:52:31	]Maryla Rodowicz extended their level 5 short boost in Siła.
[00:52:33	]Jan Kowalski has spawned a small_metal_desk.
[00:52:36	]Jan Kowalski has taken 5 damage from ix_item.
[00:52:38	]Jan Kowalski has spawned a paper_tray.
[00:52:44	]Jan Kowalski has used a context menu option with the name: rb655_dissolve
[00:52:46	]env_entity_dissolver destroyed a 'Paper Tray' #629.
[00:52:46	]Maryla Rodowicz used command '/RemoveDrugEffects ^'.
[00:52:49	]Maryla Rodowicz ran 'Consume' on item 'RAVE' (#624)
[00:52:49	]Maryla Rodowicz extended their level 5 short boost in Siła.
[00:52:50	]Jan Kowalski has spawned a large_metal_desk.
[00:52:52	]Jan Kowalski has used a context menu option with the name: rb655_make_animatable
[00:52:54	]Jan Kowalski has used a context menu option with the name: rb655_dissolve
[00:52:56	]Jan Kowalski has spawned a footlocker.
[00:52:59	]Jan Kowalski has used a context menu option with the name: rb655_dissolve
[00:53:01	]env_entity_dissolver destroyed a 'Footlocker' #631.
[00:53:01	]Jan Kowalski has spawned a infestation_control_container.
[00:53:02	]Jan Kowalski has used a context menu option with the name: rb655_dissolve
[00:53:03	]Jan Kowalski has spawned a small_trash_bin.
[00:53:04	]env_entity_dissolver destroyed a 'Infestation Control Container' #632.
[00:53:05	]Jan Kowalski has used a context menu option with the name: rb655_dissolve
[00:53:06	]Jan Kowalski has spawned a wooden_desk.
[00:53:07	]env_entity_dissolver destroyed a 'Small Trash Bin' #633.
[00:53:09	]Jan Kowalski has used a context menu option with the name: rb655_dissolve
[00:53:11	]env_entity_dissolver destroyed a 'Wooden Desk' #634.
[00:53:31	]Jan Kowalski ran SAM command 'armor' with arguments: 'STEAM_0:1:57940784' '100'
[00:53:33	]Maryla Rodowicz used command '/RemoveDrugEffects ^'.
[00:53:37	]Maryla Rodowicz ran 'Consume' on item 'RAVE' (#623)
[00:53:37	]Maryla Rodowicz extended their level 5 short boost in Siła.
[00:53:40	]Maryla Rodowicz used command '/RemoveDrugEffects ^'.
[00:53:45	]Jan Kowalski has spawned a comp_charcoal.
[00:54:02	]Jan Kowalski used command '/Announce chuj'.
[00:54:32	]Jan Kowalski ran SAM command 'asay' with arguments: 'test'
[00:54:42	]Maryla Rodowicz used command '/PrintStaffList'.
[00:54:46	]Jan Kowalski ran SAM command 'menu' with arguments: ''
[00:54:52	]Maryla Rodowicz used command '/PrintAFKPlayers'.
[00:55:07	]Maryla Rodowicz used command '/PrintFactionList citizen'.
[00:55:13	]Console ran SAM command 'asay' with arguments: 'test'
[00:55:16	]Maryla Rodowicz used command '/PrintFactionList cp'.
[00:55:26	]Maryla Rodowicz used command '/PrintFactionList boe'.
[00:55:29	]Maryla Rodowicz used command '/PrintFactionList cwu'.
[00:55:32	]Maryla Rodowicz used command '/PrintFactionList cmru'.
[00:55:37	]Jan Kowalski ran SAM command 'menu' with arguments: ''
[00:55:42	]Maryla Rodowicz has used a context menu option with the name: remove
[00:55:44	]Maryla Rodowicz has used a context menu option with the name: remove
[00:55:58	][OOC] Maryla Rodowicz: Restart za 5 minut ;-))
[00:57:04	]Jan Kowalski ran SAM command 'menu' with arguments: ''
[00:57:32	]Recik (STEAM_0:1:57940784) has disconnected.
[00:58:49	]Inkaaz (STEAM_0:0:50287200) has disconnected.
[18:05:36	]tomasz hedzik has connected.
[18:06:32	]tomasz hedzik loaded the character 'C17:RCT.YELLO-41'
[18:06:37	]C17:RCT.YELLO-41 is fully healed.
[18:07:08	]Chogacz has connected.
[18:07:21	]C17:RCT.YELLO-41 has changed C17:RCT.YELLO-41's bodygroups.
[18:08:15	]Pozytyw has connected.
[18:08:55	]Pozytyw loaded the character 'Bonaventura Flamenco'
[18:09:12	]Bonaventura Flamenco entered observer.
[18:09:16	]Bonaventura Flamenco exited observer at their location.
[18:09:18	]Chogacz created the character 'lubiewcipke niqqaz'
[18:09:18	]Chogacz loaded the character 'lubiewcipke niqqaz'
[18:09:18	]lubiewcipke niqqaz has gained a 'Walizka' #636.
[18:09:18	]lubiewcipke niqqaz has gained a 'Flashlight' #637.
[18:09:18	]lubiewcipke niqqaz has gained a 'Light Grey Armband' #638.
[18:09:18	]lubiewcipke niqqaz has gained a 'Karta identyfikacyjna #11102' #639.
[18:09:18	]lubiewcipke niqqaz has gained a 'Uniform cywilny' #640.
[18:09:18	]lubiewcipke niqqaz has gained a 'Czerwone luźne spodnie' #641.
[18:09:18	]lubiewcipke niqqaz has gained a 'Używane czarne buty' #642.
[18:09:24	]Bonaventura Flamenco entered observer.
[18:09:46	]Bonaventura Flamenco exited observer at their location.
[18:09:54	]lubiewcipke niqqaz ran SAM command 'asay' with arguments: 'seks'
[18:09:56	][OOC] lubiewcipke niqqaz: d
[18:09:58	]lubiewcipke niqqaz entered observer.
[18:09:59	]lubiewcipke niqqaz exited observer.
[18:10:01	][IC] Bonaventura Flamenco: Chuj.
[18:10:07	][OOC] Bonaventura Flamenco: Jebać
[18:10:21	]Bonaventura Flamenco entered observer.
[18:10:23	][IC] C17:RCT.YELLO-41: <:: Move back, right now! ::>
[18:10:23	]Bonaventura Flamenco exited observer at their location.
[18:10:26	][IC] Bonaventura Flamenco: Cp!
[18:10:30	][IC] Bonaventura Flamenco: Shit!
[18:10:30	]lubiewcipke niqqaz used command '/PlyWhitelist lubiewcipke niqqaz Civil Protection'.
[18:10:31	][IC] C17:RCT.YELLO-41: <:: Cps. ::>
[18:10:33	][IC] Bonaventura Flamenco: CP's!
[18:10:35	]lubiewcipke niqqaz used command '/PlyWhitelist lubiewcipke niqqaz CP'.
[18:10:36	][IC] Bonaventura Flamenco: Combine!
[18:10:39	]lubiewcipke niqqaz used command '/PlyWhitelist lubiewcipke Civil Protection'.
[18:10:47	]Bonaventura Flamenco entered observer.
[18:10:47	]Bonaventura Flamenco exited observer at their location.
[18:10:48	]Bonaventura Flamenco entered observer.
[18:10:49	]lubiewcipke niqqaz used command '/PlyWhitelist lubiewcipke OTA'.
[18:10:50	]Bonaventura Flamenco exited observer at their location.
[18:11:05	]Bonaventura Flamenco entered observer.
[18:11:07	]Bonaventura Flamenco exited observer at their location.
[18:11:07	]Bonaventura Flamenco entered observer.
[18:11:08	]Bonaventura Flamenco exited observer at their location.
[18:11:10	]Bonaventura Flamenco has taken 76 damage from worldspawn.
[18:11:12	]Bonaventura Flamenco entered observer.
[18:11:13	]Bonaventura Flamenco exited observer at their location.
[18:11:14	]Bonaventura Flamenco entered observer.
[18:11:14	]Bonaventura Flamenco exited observer at their location.
[18:11:27	]Bonaventura Flamenco entered observer.
[18:11:31	]Bonaventura Flamenco exited observer at their location.
[18:12:16	]Bonaventura Flamenco entered observer.
[18:12:19	]Bonaventura Flamenco exited observer at their location.
[18:12:19	]Bonaventura Flamenco has taken 4 damage from worldspawn.
[18:12:25	]Bonaventura Flamenco entered observer.
[18:12:27	]Bonaventura Flamenco exited observer at their location.
[18:12:28	]Bonaventura Flamenco entered observer.
[18:12:29	]Bonaventura Flamenco exited observer at their location.
[18:12:32	]lubiewcipke niqqaz used command '/ToggleRaise'.
[18:12:32	]Bonaventura Flamenco entered observer.
[18:12:34	]lubiewcipke niqqaz used command '/ToggleRaise'.
[18:12:35	]Bonaventura Flamenco exited observer at their location.
[18:12:44	]Bonaventura Flamenco entered observer.
[18:12:49	]Bonaventura Flamenco exited observer at their location.
[18:12:55	]Chogacz has unloaded their "lubiewcipke niqqaz" character.
[18:13:28	]Chogacz created the character 'C17:RCT.YELLO-82'
[18:13:28	]Chogacz has gained level 5 in the Broń palna skill.
[18:13:28	]Chogacz has gained level 10 in the Prędkość skill.
[18:13:28	]Chogacz loaded the character 'C17:RCT.YELLO-82'
[18:13:28	]C17:RCT.YELLO-82 has gained a 'Karta identyfikacyjna #11769' #643.
[18:13:28	]C17:RCT.YELLO-82 has gained a 'PDA Kombinatu' #644.
[18:13:28	]C17:RCT.YELLO-82 has gained a 'Uniform CP' #645.
[18:13:28	]C17:RCT.YELLO-82 has gained a 'Maska CP' #646.
[18:13:28	]C17:RCT.YELLO-82 has gained a 'Handheld Radio' #647.
[18:13:28	]C17:RCT.YELLO-82 has gained a 'Mała torba' #648.
[18:13:28	]C17:RCT.YELLO-82 has gained a 'Duża torba' #649.
[18:13:38	]Bonaventura Flamenco entered observer.
[18:13:47	]Bonaventura Flamenco exited observer at their location.
[18:14:52	]Bonaventura Flamenco entered observer.
[18:14:55	]Bonaventura Flamenco exited observer at their location.
[18:16:30	]Pozytyw (STEAM_0:0:84397718) has disconnected.
[18:19:58	]C17:RCT.YELLO-82 has gone afk.
[18:22:00	]C17:RCT.YELLO-41 used command '/ToggleRaise'.
[18:23:21	]C17:RCT.YELLO-41 ran SAM command 'noclip' with arguments: ''
[18:23:28	]C17:RCT.YELLO-41 ran SAM command 'noclip' with arguments: ''
[18:24:23	]C17:RCT.YELLO-82 is no longer afk. Total time spent AFK: 560
[18:24:46	]C17:RCT.YELLO-41 used command '/SC'.
[18:24:48	]C17:RCT.YELLO-41 used command '/SC'.
[18:24:52	]C17:RCT.YELLO-41 used command '/SC L-TAC1'.
[18:24:57	]C17:RCT.YELLO-82 used command '/SC 2'.
[18:24:58	]C17:RCT.YELLO-41 used command '/SC TAC-3'.
[18:24:59	]C17:RCT.YELLO-82 used command '/SC'.
[18:25:02	]C17:RCT.YELLO-82 used command '/SC tac3'.
[18:25:08	]C17:RCT.YELLO-82 used command '/SC tac2'.
[18:25:10	]C17:RCT.YELLO-82 used command '/SC'.
[18:25:16	]C17:RCT.YELLO-41 used command '/SC 1-1'.
[18:25:23	]C17:RCT.YELLO-82 used command '/SC l1'.
[18:25:27	]C17:RCT.YELLO-41 used command '/SC TAC-3'.
[18:25:30	]C17:RCT.YELLO-41 used command '/SC TAC-1'.
[18:25:31	]C17:RCT.YELLO-82 used command '/SC tac3'.
[18:25:33	]C17:RCT.YELLO-82 used command '/SC tac3'.
[18:25:43	]C17:RCT.YELLO-41 used command '/SC'.
[18:25:53	]C17:RCT.YELLO-41 ran 'channel' on item 'Handheld Radio' (#389)
[18:25:57	]C17:RCT.YELLO-41 used command '/SC tac-3'.
[18:26:00	]C17:RCT.YELLO-41 used command '/Radio Test'.
[18:26:04	]C17:RCT.YELLO-82 used command '/UnitRadio Yello-41 seks'.
[18:26:06	]C17:RCT.YELLO-41 used command '/SC qt'.
[18:26:07	]C17:RCT.YELLO-82 used command '/UnitRadio Yello-41 seks'.
[18:26:11	]C17:RCT.YELLO-82 used command '/UnitRadio Yello-41 seks'.
[18:26:14	]C17:RCT.YELLO-82 used command '/Radio seks'.
[18:26:15	]C17:RCT.YELLO-41 used command '/SC 1-1 .'.
[18:26:22	][IC] C17:RCT.YELLO-41: <:: /sc tac-3. ::>
[18:26:25	]C17:RCT.YELLO-82 used command '/SC TAC-3'.
[18:26:30	]C17:RCT.YELLO-82 used command '/Radio seks'.
[18:26:34	]C17:RCT.YELLO-41 used command '/Radio Jo'.
[18:26:43	]C17:RCT.YELLO-41 used command '/SC'.
[18:26:57	]C17:RCT.YELLO-82 ran 'qt' on item 'Handheld Radio' (#647)
[18:27:01	]C17:RCT.YELLO-82 ran 'qt' on item 'Handheld Radio' (#647)
[18:27:04	]C17:RCT.YELLO-82 used command '/Radio seks'.
[18:27:08	]C17:RCT.YELLO-82 used command '/Radio 11-99'.
[18:27:15	]C17:RCT.YELLO-82 ran 'qt' on item 'Handheld Radio' (#647)
[18:27:18	]C17:RCT.YELLO-82 ran 'qt' on item 'Handheld Radio' (#647)
[18:27:20	]C17:RCT.YELLO-82 used command '/Radio 11-99'.
[18:27:29	]C17:RCT.YELLO-82 used command '/Radio 11-99'.
[18:27:31	]C17:RCT.YELLO-82 ran 'qt' on item 'Handheld Radio' (#647)
[18:27:33	]C17:RCT.YELLO-82 ran 'qt' on item 'Handheld Radio' (#647)
[18:27:35	]C17:RCT.YELLO-82 used command '/Radio 11-99'.
[18:27:39	]C17:RCT.YELLO-82 ran 'qt' on item 'Handheld Radio' (#647)
[18:28:15	]C17:RCT.YELLO-41 used command '/CP test'.
[18:28:17	]C17:RCT.YELLO-41 used command '/CMB test'.
[18:28:26	]C17:RCT.YELLO-82 used command '/CP seks'.
[18:28:45	][SV] C17:RCT.YELLO-41: seks
[18:29:23	]C17:RCT.YELLO-82 used command '/Dispatch seks'.
[18:29:26	]C17:RCT.YELLO-82 used command '/Dispatch seks'.
[18:29:29	]C17:RCT.YELLO-82 used command '/Dispatch seks'.
[18:29:31	]C17:RCT.YELLO-82 used command '/Dispatch seks'.
[18:29:42	]C17:RCT.YELLO-82 used command '/PTLead'.
[18:29:47	]C17:RCT.YELLO-82 ran 'Equip' on item 'PDA Kombinatu' (#644)
[18:30:27	]C17:RCT.YELLO-41 used command '/clothingcreator'.
[18:30:42	]C17:RCT.YELLO-82 used command '/SetNickname C17:RCT.Yello-82 C17:RL.Yello-82'.
[18:30:52	]C17:RCT.YELLO-82 used command '/SetNickname C17:RCT.Yello-82 C17:RL.Yello-82'.
[18:31:18	]C17:RCT.YELLO-82 used command '/SetNickname czarnuch'.
[18:31:20	]C17:RCT.YELLO-82 used command '/SetNickname czarnuch'.
[18:31:22	]C17:RCT.YELLO-82 used command '/SetNickname czarnuch'.
[18:31:24	]C17:RCT.YELLO-82 used command '/SetNickname czarnuch'.
[18:31:27	]C17:RCT.YELLO-82 used command '/SetNickname czarnuch'.
[18:31:54	]C17:RCT.YELLO-82 used command '/Announce czarnuchy'.
[18:32:29	][IC] C17:RCT.YELLO-41: <:: . ::>
[18:32:46	]C24:RL.UNION-05 used command '/CharSetName 41 C24:RL.UNION-05'.
[18:32:55	]C24:RL.UNION-05 ran 'Equip' on item 'PDA Kombinatu' (#386)
[18:33:35	]C24:RL.UNION-05 has spawned a capda.
[18:33:37	]C24:RL.UNION-05 ran 'take' on item 'PDA Administracji Miasta' (#650)
[18:33:37	]C24:RL.UNION-05 has gained a 'PDA Administracji Miasta' #650.
[18:33:40	]C24:RL.UNION-05 ran 'Equip' on item 'PDA Administracji Miasta' (#650)
[18:33:44	]C24:RL.UNION-05 ran 'EquipUn' on item 'PDA Kombinatu' (#386)
[18:33:44	]C24:RL.UNION-05 ran 'Equip' on item 'PDA Administracji Miasta' (#650)
[18:33:53	]C24:RL.UNION-05 ran 'EquipUn' on item 'PDA Administracji Miasta' (#650)
[18:35:06	]C17:RL.JUDGE-69 used command '/CharSetName C17:RCT.Yello-82 C17:RL.JUDGE-69'.
[18:35:13	]C17:RL.JUDGE-69 ran 'EquipUn' on item 'PDA Kombinatu' (#644)
[18:35:14	]C17:RL.JUDGE-69 ran 'Equip' on item 'PDA Kombinatu' (#644)
[18:36:16	]C17:RL.JUDGE-69 used command '/Datafile C17:RCT.YELLO-41'.
[18:36:40	]C17:RL.JUDGE-69 used command '/Handsignals'.
[18:36:47	]C17:RL.JUDGE-69 used command '/LayEgg'.
[18:36:55	]C17:RL.JUDGE-69 used command '/LayEgg'.
[18:37:10	]C17:RL.JUDGE-69 used command '/MassReward 10 all'.
[18:37:34	]C17:RL.JUDGE-69 used command '/LayEgg'.
[18:38:05	]C17:RL.JUDGE-69 has added static text: Spalona szopa
[18:38:05	]C17:RL.JUDGE-69 used command '/SceneText Spalona szopa'.
[18:38:32	]C17:RL.JUDGE-69 used command '/SetMood Scared'.
[18:38:40	][IC] C17:RL.JUDGE-69: 11-99.
[18:38:43	]C17:RL.JUDGE-69 used command '/Radio 11-99'.
[18:38:48	][IC] C17:RL.JUDGE-69: 1.
