[15:04:36	]Shane Walsh has connected.
[15:16:11	]C45:i3.HELIX-10 ran SAM command 'asay' with arguments: 'yani fark etmez'
[15:16:13	]C45:i3.HELIX-10 ran SAM command 'asay' with arguments: 'yapalım'
[15:16:13	]Gerhard Reicher exited observer at their location.
[15:16:14	]Gerhard Reicher entered observer.
[15:16:15	]Gerhard Reicher exited observer at their location.
[15:16:18	]Troylen Houston ran SAM command 'asay' with arguments: 'teror mi nekrotik mi sen sç'
[15:16:19	]Gerhard Reicher entered observer.
[15:16:20	]Gerhard Reicher exited observer at their location.
[15:16:20	]Gerhard Reicher entered observer.
[15:16:21	]Gerhard Reicher exited observer at their location.
[15:16:21	]Gerhard Reicher entered observer.
[15:16:22	]Theodore Abernathy exited observer at their location.
[15:16:22	]Gerhard Reicher exited observer at their location.
[15:16:22	]Gerhard Reicher entered observer.
[15:16:23	]Theodore Abernathy entered observer.
[15:16:24	][IC] C24:i4.HELIX-86: <:: Bune lan. ::>
[15:16:26	]C45:i3.HELIX-10 ran SAM command 'asay' with arguments: 'nekrotik'
[15:16:26	]Gerhard Reicher exited observer at their location.
[15:16:29	]Gerhard Reicher entered observer.
[15:16:29	][Y] C24:i4.HELIX-86: <:: 10. ::>
[15:16:32	]Gerhard Reicher exited observer at their location.
[15:16:33	]Gerhard Reicher entered observer.
[15:16:33	][IC] C45:i3.HELIX-10: <:: Ha. ::>
[15:16:37	]Troylen Houston ran SAM command 'asay' with arguments: 'alr, gecekondulara geçin'
[15:16:39	][IC] C24:i4.HELIX-86: <:: Bune olum. ::>
[15:16:42	]Troylen Houston exited observer at their location.
[15:16:44	][IC] C45:i3.HELIX-10: <:: Oğlum? ::>
[15:16:47	]Victorian loaded the character 'Nadika Kuznetov'
[15:16:52	]Nadika Kuznetov is fully healed.
[15:16:55	]Nadika Kuznetov entered observer.
[15:16:57	][IC] C45:i3.HELIX-10: <:: Bilmiyorum. ::>
[15:16:57	]Beyin.Dll loaded the character 'Zalo'Kar'
[15:17:02	]Zalo'Kar is fully healed.
[15:17:02	]Nadika Kuznetov exited observer at their location.
[15:17:04	][IC] C45:i3.HELIX-10: <:: Üstünü kapa. ::>
[15:17:11	]Nadika Kuznetov entered observer.
[15:17:12	]C45:i3.HELIX-10 entered observer.
[15:17:17	]Nadika Kuznetov has spawned a 'NPC [3126][npc_zombie]'.
[15:17:18	]Nadika Kuznetov has spawned a 'NPC [3129][npc_headcrab]'.
[15:17:19	]Nadika Kuznetov has spawned a 'NPC [3132][npc_fastzombie_torso]'.
[15:17:24	]Nadika Kuznetov has spawned a 'NPC [3229][npc_zombie]'.
[15:17:25	]C45:i3.HELIX-10 exited observer at their location.
[15:17:26	]Nadika Kuznetov has spawned a 'NPC [3254][npc_headcrab]'.
[15:17:26	]Nadika Kuznetov has spawned a 'NPC [3269][npc_headcrab]'.
[15:17:27	]Nadika Kuznetov has spawned a 'NPC [3272][npc_zombie]'.
[15:17:29	]Zalo'Kar entered observer.
[15:17:32	]C45:i3.HELIX-10 entered observer.
[15:17:33	]Nadika Kuznetov has spawned a 'NPC [3132][npc_headcrab]'.
[15:17:33	]C45:i3.HELIX-10 exited observer at their location.
[15:17:35	]Nadika Kuznetov has spawned a 'NPC [3276][npc_zombie]'.
[15:17:35	]Zalo'Kar ran SAM command 'asay' with arguments: 'sa'
[15:17:37	]Nadika Kuznetov ran SAM command 'asay' with arguments: 'as'
[15:17:39	]Arif Sertkesen exited observer at their location.
[15:17:40	]Nadika Kuznetov has spawned a 'NPC [3345][npc_zombie]'.
[15:17:41	]Nadika Kuznetov has spawned a 'NPC [3346][npc_zombie]'.
[15:17:41	]Nadika Kuznetov has spawned a 'NPC [3516][npc_zombie]'.
[15:17:42	]Nadika Kuznetov has spawned a 'NPC [3572][npc_headcrab]'.
[15:17:43	]Nadika Kuznetov has spawned a 'NPC [3573][npc_headcrab]'.
[15:17:45	]Gerhard Reicher used command '/ShowEdicts'.
[15:17:45	]Nadika Kuznetov has spawned a 'NPC [3581][npc_zombie_torso]'.
[15:17:46	]Zalo'Kar ran SAM command 'asay' with arguments: 'amına koyum zombiler napıyo sehirde'
[15:17:46	]Gerhard Reicher exited observer at their location.
[15:17:48	]Gerhard Reicher entered observer.
[15:17:50	]Nadika Kuznetov ran SAM command 'asay' with arguments: 'event'
[15:17:51	]Zalo'Kar opened the 'Dropped Items' #6483 container.
[15:17:51	]Arif Sertkesen entered observer.
[15:17:52	]Zalo'Kar closed the 'Dropped Items' #6483 container.
[15:17:53	]Nadika Kuznetov ran SAM command 'asay' with arguments: 'olcak sk için'
[15:17:55	]C45:i3.HELIX-10 used command '/Radio 86, Gecekondu tarafına gidiyoruz'.
[15:17:56	]Zalo'Kar ran SAM command 'asay' with arguments: 'he'
[15:17:57	]Gerhard Reicher exited observer at their location.
[15:18:00	]Gerhard Reicher entered observer.
[15:18:03	]Nadika Kuznetov has spawned a 'NPC [3627][npc_headcrab]'.
[15:18:06	]Zalo'Kar ran SAM command 'goto' with arguments: 'gerhard'
[15:18:06	]C24:i4.HELIX-86 used command '/Radio 10-76'.
[15:18:07	]Nadika Kuznetov exited observer at their location.
[15:18:08	][IC] Nadika Kuznetov: Ah!
[15:18:16	]Zalo'Kar ran SAM command 'asay' with arguments: 'cengiz'
[15:18:21	][Y] Nadika Kuznetov: AAa!
[15:18:21	]Gerhard Reicher used command '/CharGiveFlag gerhard pet'.
[15:18:26	]Zalo'Kar ran SAM command 'asay' with arguments: 'gelmezdin buraya noldu'
[15:18:31	][LOOC] C24:i4.HELIX-86: third
[15:18:32	]Theodore Abernathy ran SAM command 'asay' with arguments: 'vcdeyiz abi bi saniye'
[15:18:38	][IC] C24:i4.HELIX-86: <:: Koşma. ::>
[15:18:38	][Y] Nadika Kuznetov: Efendim!
[15:18:40	]Zalo'Kar ran SAM command 'asay' with arguments: 'beni niye cağırmadınız :('
[15:18:42	][IC] C24:i4.HELIX-86: <:: Söyle? ::>
[15:18:43	]Gerhard Reicher exited observer at their location.
[15:18:45	]Gerhard Reicher entered observer.
[15:18:46	]Gerhard Reicher exited observer at their location.
[15:18:48	][Y] Nadika Kuznetov: Metropolice otelde nekrotikler var!
[15:18:50	]Gerhard Reicher entered observer.
[15:18:51	]Gerhard Reicher exited observer at their location.
[15:18:52	]Gerhard Reicher entered observer.
[15:18:56	]C24:i4.HELIX-86 used command '/Radio 10, nekrotik alarmı'.
[15:18:57	]Arif Sertkesen exited observer at their location.
[15:18:58	][Y] Nadika Kuznetov: Zar zor kaçabilidim.
[15:18:58	]Arif Sertkesen entered observer.
[15:18:59	]Arif Sertkesen exited observer at their location.
[15:19:00	]Arif Sertkesen entered observer.
[15:19:03	][IC] C24:i4.HELIX-86: <:: Göster. ::>
[15:19:04	]C45:i3.HELIX-10 used command '/Radio 10-20?'.
[15:19:04	][Y] Nadika Kuznetov: Sokağa yayılmış olmalılar.
[15:19:17	][IC] C45:i3.HELIX-10: <:: Nerede 86? ::>
[15:19:21	]Zalo'Kar exited observer at their location.
[15:19:22	][IC] C24:i4.HELIX-86: <:: Kadın söyledi. ::>
[15:19:24	]Zalo'Kar entered observer.
[15:19:25	][IC] C24:i4.HELIX-86: <:: Bekle. ::>
[15:19:26	]Gerhard Reicher exited observer at their location.
[15:19:36	]C45:i3.HELIX-10 has gained a '30rnd MP-şarjörü' #64099.
[15:19:36	]C45:i3.HELIX-10 has lost a '30rnd MP-şarjörü' #64102.
[15:19:36	]C45:i3.HELIX-10 has gained a '30rnd MP-şarjörü' #64102.
[15:19:36	]C45:i3.HELIX-10 has lost a '30rnd MP-şarjörü' #64100.
[15:19:40	]Gerhard Reicher entered observer.
[15:19:43	]C45:i3.HELIX-10 used command '/Radio 10-20mde nekrotik yaşam belirtisi'.
[15:19:44	]Gerhard Reicher exited observer at their location.
[15:19:44	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65797.
[15:19:44	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65797.
[15:19:44	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65796.
[15:19:44	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65793.
[15:19:49	][IC] C24:i4.HELIX-86: <:: Ateş izni. ::>
[15:19:49	]Nadika Kuznetov entered observer.
[15:19:52	]C24:i4.HELIX-86 has critically hit npc_zombie in the head dealing 0 damage (CritChance was 0.91).
[15:19:52	]C24:i4.HELIX-86 has critically hit npc_zombie in the head dealing 21 damage (CritChance was 0.91).
[15:19:53	]C24:i4.HELIX-86 has critically hit npc_zombie in the head dealing 21 damage (CritChance was 0.91).
[15:19:53	]Theodore Abernathy used command '/RemoveLootSpawner 50'.
[15:19:54	]C45:i3.HELIX-10 has gained a '30rnd MP-şarjörü' #64100.
[15:19:54	]C45:i3.HELIX-10 has lost a '30rnd MP-şarjörü' #64102.
[15:19:54	]C45:i3.HELIX-10 has gained a '30rnd MP-şarjörü' #64102.
[15:19:54	]C45:i3.HELIX-10 has lost a '30rnd MP-şarjörü' #64099.
[15:19:54	]C24:i4.HELIX-86 has critically hit npc_zombie in the left arm dealing 16 damage (CritChance was 0.91).
[15:19:54	]C24:i4.HELIX-86 has hit npc_zombie in the head dealing 10 damage (CritChance was 0.91).
[15:19:54	]C24:i4.HELIX-86 has critically hit npc_zombie in the chest dealing 19 damage (CritChance was 0.91).
[15:19:55	]C24:i4.HELIX-86 has critically hit npc_zombie in the left arm dealing 16 damage (CritChance was 0.91).
[15:19:55	]C24:i4.HELIX-86 has critically hit npc_zombie in the right arm dealing 16 damage (CritChance was 0.91).
[15:19:56	]C24:i4.HELIX-86 has critically hit npc_zombie in the chest dealing 16 damage (CritChance was 0.91).
[15:19:56	]C24:i4.HELIX-86 has critically hit npc_zombie in the chest dealing 19 damage (CritChance was 0.91).
[15:19:56	]C24:i4.HELIX-86 has critically hit npc_zombie in the chest dealing 19 damage (CritChance was 0.91).
[15:19:56	]Theodore Abernathy used command '/RemoveLootSpawner 50'.
[15:19:57	]C24:i4.HELIX-86 has critically hit npc_headcrab dealing 19 damage (CritChance was 0.91).
[15:19:58	]C24:i4.HELIX-86 has critically hit npc_zombie in the head dealing 21 damage (CritChance was 0.91).
[15:19:59	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65796.
[15:19:59	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65797.
[15:19:59	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65797.
[15:19:59	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65795.
[15:19:59	]Theodore Abernathy used command '/RemoveLootSpawner 100'.
[15:20:01	][IC] C24:i4.HELIX-86: <:: Kolaydı. ::>
[15:20:05	]C24:i4.HELIX-86 has critically hit npc_headcrab dealing 19 damage (CritChance was 0.91).
[15:20:07	]C24:i4.HELIX-86 has critically hit npc_headcrab dealing 19 damage (CritChance was 0.91).
[15:20:10	]C24:i4.HELIX-86 has critically hit npc_headcrab dealing 19 damage (CritChance was 0.91).
[15:20:12	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65795.
[15:20:12	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65797.
[15:20:12	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65797.
[15:20:12	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65792.
[15:20:13	]Nadika Kuznetov has used a context menu option with the name: remove
[15:20:14	][IC] C24:i4.HELIX-86: <:: Hmph. ::>
[15:20:16	]C45:i3.HELIX-10 used command '/CP ping var ya bende'.
[15:20:22	]Nadika Kuznetov ran SAM command 'asay' with arguments: 'otelin içindede var'
[15:20:23	]C45:i3.HELIX-10 has gained a '30rnd MP-şarjörü' #64099.
[15:20:23	]C45:i3.HELIX-10 has lost a '30rnd MP-şarjörü' #64102.
[15:20:23	]C45:i3.HELIX-10 has gained a '30rnd MP-şarjörü' #64102.
[15:20:23	]C45:i3.HELIX-10 has lost a '30rnd MP-şarjörü' #64101.
[15:20:25	]Nadika Kuznetov ran SAM command 'asay' with arguments: 'metropolicenin'
[15:20:25	]C45:i3.HELIX-10 used command '/CP sıkamıyorum'.
[15:20:28	][IC] C45:i3.HELIX-10: <:: Bura temiz. ::>
[15:20:28	]Zalo'Kar used command '/PM theodore hangi vcdesiniz'.
[15:20:32	]C45:i3.HELIX-10 used command '/Radio 86, takiple'.
[15:20:35	][IC] C24:i4.HELIX-86: <:: Temiz. ::>
[15:20:35	]Theodore Abernathy used command '/Reply willard main'.
[15:20:36	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65792.
[15:20:36	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65797.
[15:20:36	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65797.
[15:20:36	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65792.
[15:20:38	]C45:i3.HELIX-10 has gained a '30rnd MP-şarjörü' #64101.
[15:20:38	]C45:i3.HELIX-10 has lost a '30rnd MP-şarjörü' #64102.
[15:20:38	]C45:i3.HELIX-10 has gained a '30rnd MP-şarjörü' #64102.
[15:20:38	]C45:i3.HELIX-10 has lost a '30rnd MP-şarjörü' #64101.
[15:20:44	]Zalo'Kar used command '/PM theodore ceksenize beni'.
[15:20:46	]C45:i3.HELIX-10 has gained a '30rnd MP-şarjörü' #64101.
[15:20:46	]C45:i3.HELIX-10 has lost a '30rnd MP-şarjörü' #64102.
[15:20:46	]C45:i3.HELIX-10 has gained a '30rnd MP-şarjörü' #64102.
[15:20:46	]C45:i3.HELIX-10 has lost a '30rnd MP-şarjörü' #64101.
[15:20:48	]Nadika Kuznetov ran SAM command 'asay' with arguments: 'bodrumada bak'
[15:20:54	]Gerhard Reicher entered observer.
[15:20:54	]Nadika Kuznetov exited observer at their location.
[15:20:55	]Nadika Kuznetov has taken 5 damage from npc_headcrab.
[15:20:57	]Nadika Kuznetov has taken 5 damage from npc_headcrab.
[15:20:58	]C24:i4.HELIX-86 has critically hit npc_zombie in the head dealing 21 damage (CritChance was 0.91).
[15:20:59	]C24:i4.HELIX-86 has critically hit npc_zombie in the head dealing 21 damage (CritChance was 0.91).
[15:21:02	]Nadika Kuznetov has taken 10 damage from npc_zombie_torso.
[15:21:03	]Nadika Kuznetov has taken 10 damage from npc_zombie.
[15:21:03	]Nadika Kuznetov has taken 10 damage from npc_zombie_torso.
[15:21:04	]Nadika Kuznetov has taken 10 damage from npc_zombie_torso.
[15:21:04	]Nadika Kuznetov has taken 10 damage from npc_zombie.
[15:21:05	]Nadika Kuznetov has taken 10 damage from npc_zombie_torso.
[15:21:05	]Nadika Kuznetov has taken 10 damage from npc_zombie_torso.
[15:21:06	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65792.
[15:21:06	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65797.
[15:21:06	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65797.
[15:21:06	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65791.
[15:21:06	]Nadika Kuznetov has taken 10 damage from npc_zombie_torso.
[15:21:06	]Nadika Kuznetov was knocked unconscious and is bleeding out.
[15:21:06	]C24:i4.HELIX-86 has taken 5 damage from npc_headcrab.
[15:21:07	]Theodore Abernathy used command '/Reply bekle bir şeye bakıyor şimdi söyleyeceğim'.
[15:21:07	]C24:i4.HELIX-86 has taken 5 damage from npc_headcrab.
[15:21:09	]C45:i3.HELIX-10 has critically hit npc_headcrab dealing 5 damage (CritChance was 0.83).
[15:21:09	]C24:i4.HELIX-86 is fully healed.
[15:21:09	]C24:i4.HELIX-86 has taken 5 damage from npc_headcrab.
[15:21:11	]C24:i4.HELIX-86 has critically hit C45:i3.HELIX-10 in the right arm dealing 0 damage (CritChance was 0.27).
[15:21:11	]C24:i4.HELIX-86 has hit C45:i3.HELIX-10 in the right arm dealing 5 damage (CritChance was 0.27).
[15:21:11	]C45:i3.HELIX-10 has taken 5 damage from C24:i4.HELIX-86.
[15:21:12	]C45:i3.HELIX-10 is fully healed.
[15:21:12	]C45:i3.HELIX-10 has critically hit npc_headcrab dealing 5 damage (CritChance was 0.83).
[15:21:13	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65791.
[15:21:13	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65797.
[15:21:13	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65797.
[15:21:13	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65781.
[15:21:14	]Gerhard Reicher exited observer at their location.
[15:21:14	]Zalo'Kar used command '/PM theodore tamamdır'.
[15:21:14	]C24:i4.HELIX-86 is fully healed.
[15:21:15	]Gerhard Reicher entered observer.
[15:21:16	]C24:i4.HELIX-86 has critically hit C45:i3.HELIX-10 in the chest dealing 0 damage (CritChance was 0.27).
[15:21:16	]C24:i4.HELIX-86 has hit C45:i3.HELIX-10 in the chest dealing 12 damage (CritChance was 0.27).
[15:21:16	]C45:i3.HELIX-10 has taken 12 damage from C24:i4.HELIX-86.
[15:21:17	]Gerhard Reicher exited observer at their location.
[15:21:17	]C45:i3.HELIX-10 is fully healed.
[15:21:17	]Gerhard Reicher entered observer.
[15:21:19	]Gerhard Reicher exited observer at their location.
[15:21:19	]Gerhard Reicher entered observer.
[15:21:20	][LOOC] C24:i4.HELIX-86: misclick
[15:21:22	]Gerhard Reicher exited observer at their location.
[15:21:23	]Gerhard Reicher entered observer.
[15:21:25	]Nadika Kuznetov was just killed due to: accepting their death
[15:21:25	]C45:i3.HELIX-10 has gained a '30rnd MP-şarjörü' #64101.
[15:21:25	]C45:i3.HELIX-10 has lost a '30rnd MP-şarjörü' #64102.
[15:21:25	]C45:i3.HELIX-10 has gained a '30rnd MP-şarjörü' #64102.
[15:21:25	]C45:i3.HELIX-10 has lost a '30rnd MP-şarjörü' #64099.
[15:21:27	]Gerhard Reicher exited observer at their location.
[15:21:28	]Nadika Kuznetov entered observer.
[15:21:29	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65781.
[15:21:29	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65797.
[15:21:29	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65797.
[15:21:29	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65780.
[15:21:31	]C24:i4.HELIX-86 has critically hit npc_zombie in the chest dealing 13 damage (CritChance was 0.91).
[15:21:31	]C24:i4.HELIX-86 has critically hit npc_zombie in the right arm dealing 16 damage (CritChance was 0.91).
[15:21:31	]C24:i4.HELIX-86 has hit npc_zombie in the right arm dealing 8 damage (CritChance was 0.91).
[15:21:31	]C24:i4.HELIX-86 has critically hit npc_zombie in the right arm dealing 16 damage (CritChance was 0.91).
[15:21:32	]C24:i4.HELIX-86 has critically hit npc_zombie in the chest dealing 8 damage (CritChance was 0.91).
[15:21:32	]C24:i4.HELIX-86 has critically hit npc_zombie in the chest dealing 19 damage (CritChance was 0.91).
[15:21:32	]C24:i4.HELIX-86 has critically hit npc_zombie in the right arm dealing 8 damage (CritChance was 0.91).
[15:21:32	]C24:i4.HELIX-86 has hit npc_zombie in the chest dealing 12 damage (CritChance was 0.91).
[15:21:32	]C24:i4.HELIX-86 has critically hit npc_zombie in the head dealing 4 damage (CritChance was 0.91).
[15:21:32	]C24:i4.HELIX-86 has critically hit npc_zombie in the head dealing 21 damage (CritChance was 0.91).
[15:21:33	]C24:i4.HELIX-86 has critically hit npc_zombie in the chest dealing 0 damage (CritChance was 0.91).
[15:21:33	]C24:i4.HELIX-86 has critically hit npc_zombie in the chest dealing 19 damage (CritChance was 0.91).
[15:21:33	]C45:i3.HELIX-10 has gained a '30rnd MP-şarjörü' #64099.
[15:21:33	]C45:i3.HELIX-10 has lost a '30rnd MP-şarjörü' #64102.
[15:21:33	]C45:i3.HELIX-10 has gained a '30rnd MP-şarjörü' #64102.
[15:21:33	]C45:i3.HELIX-10 has lost a '30rnd MP-şarjörü' #64101.
[15:21:33	]C24:i4.HELIX-86 has critically hit npc_zombie in the chest dealing 19 damage (CritChance was 0.91).
[15:21:33	]C24:i4.HELIX-86 has critically hit npc_zombie in the chest dealing 19 damage (CritChance was 0.91).
[15:21:34	]C24:i4.HELIX-86 has critically hit npc_zombie in the chest dealing 19 damage (CritChance was 0.91).
[15:21:34	]C24:i4.HELIX-86 has critically hit npc_zombie in the left arm dealing 16 damage (CritChance was 0.91).
[15:21:34	]C24:i4.HELIX-86 has critically hit npc_zombie in the head dealing 0 damage (CritChance was 0.91).
[15:21:34	]C24:i4.HELIX-86 has critically hit npc_zombie in the head dealing 21 damage (CritChance was 0.91).
[15:21:35	]C24:i4.HELIX-86 has critically hit npc_zombie in the chest dealing 19 damage (CritChance was 0.91).
[15:21:35	]C24:i4.HELIX-86 has critically hit npc_zombie in the chest dealing 19 damage (CritChance was 0.91).
[15:21:36	]C24:i4.HELIX-86 has taken 5 damage from npc_headcrab.
[15:21:36	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65780.
[15:21:36	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65797.
[15:21:36	]C24:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #65797.
[15:21:36	]C24:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #65779.
[15:21:38	]C45:i3.HELIX-10 has taken 5 damage from npc_headcrab.
[15:21:39	]C24:i4.HELIX-86 has critically hit npc_headcrab dealing 19 damage (CritChance was 0.91).
[15:21:39	]C24:i4.HELIX-86 is fully healed.
[15:21:41	]C24:i4.HELIX-86 has critically hit npc_zombie in the left arm dealing 16 damage (CritChance was 0.91).
[15:21:42	]C45:i3.HELIX-10 is fully healed.
