[16:08:40	]Revain has connected.
[16:43:42	]C24:i4.KING.52 has lost a '17rnd USP Magazine' #165809.
[16:43:42	]C24:i4.KING.52 has gained a '17rnd USP Magazine' #84839.
[16:43:49	]C24:i4.KING.52 exited observer at their location.
[16:43:50	][IC] C24:i5.(X)KING-19: <:: LAN. ::>
[16:43:53	][IC] C24:i4.KING.52: <:: 19. ::>
[16:43:56	]C24:i5.(X)KING-19 has gained a '17rnd USP Magazine' #165803.
[16:43:56	]C24:i5.(X)KING-19 has lost a '17rnd USP Magazine' #165802.
[16:43:56	][IC] C24:i4.KING.52: <:: Iyimisin? ::>
[16:43:58	][IC] C24:i5.(X)KING-19: <:: YAKLAŞMA. ::>
[16:44:03	][IC] C24:i4.KING.52: <:: 19. ::>
[16:44:06	][Y] C24:i5.(X)KING-19: <:: SAKIN YAKLAŞMA. ::>
[16:44:08	][IC] C24:i4.KING.52: <:: Üstüne silah çekmen yasak. ::>
[16:44:15	]C24:i4.KING.52 entered observer.
[16:44:22	]C24:i4.KING.52 has used a context menu option with the name: rb655_door_lock
[16:44:25	]C24:i4.KING.52 exited observer at their location.
[16:44:28	]C24:i4.KING.52 has used a context menu option with the name: rb655_door_unlock
[16:44:33	][IC] C24:i4.KING.52: <:: Rehabilite zamanı. ::>
[16:44:34	][IC] C24:i5.(X)KING-19: <:: GELME. ::>
[16:44:36	][IC] C24:i4.KING.52: <:: Otur koltuğa. ::>
[16:44:37	][Y] C24:i5.(X)KING-19: <:: GELME. ::>
[16:44:38	]C24:i4.KING.52 has gained a '17rnd USP Magazine' #165809.
[16:44:38	]C24:i4.KING.52 has lost a '17rnd USP Magazine' #84839.
[16:44:45	][Y] C24:i4.KING.52: <:: REHABİLİTE EMRİ! ::>
[16:44:47	][Y] C24:i4.KING.52: <:: KOLTUĞA OTUR. ::>
[16:44:58	][ME] C24:i5.(X)KING-19: 19 Tek eli ile başını tutup tek eliylede silahını tutarken yavaş yavaş başı dönmeye başlar.
[16:45:03	]C24:i4.KING.52 entered observer.
[16:45:09	][ME] C24:i5.(X)KING-19: Kendisinin ne durumda olduğunu anlayamıyor.
[16:45:26	][Y] C24:i5.(X)KING-19: <:: ÇIK KAFAMIN İÇİNDEN. ::>
[16:45:27	]C24:i4.KING.52 exited observer at their location.
[16:45:36	]C24:i4.KING.52 entered observer.
[16:45:36	]C24:i4.KING.52 entered observer.
[16:45:38	][IC] C24:i5.(X)KING-19: <:: LAN BUNE. ::>
[16:45:46	]C24:i4.KING.52 exited observer at their location.
[16:45:52	]C24:i4.KING.52 entered observer.
[16:45:52	]C24:i4.KING.52 entered observer.
[16:45:53	][IC] C24:i5.(X)KING-19: <:: LANET OLSUN. ::>
[16:46:06	]C24:i4.KING.52 used command '/PlaySound music/stingers/mood_stinger_03.ogg 400'.
[16:46:18	]C24:i4.KING.52 exited observer at their location.
[16:46:19	][IC] C24:i4.KING.52: <:: 19. ::>
[16:46:21	][IC] C24:i4.KING.52: <:: HAYATIM. ::>
[16:46:23	][IT] C24:i4.KING.52: 20
[16:46:24	][IT] C24:i4.KING.52: 20
[16:46:29	][IC] C24:i4.KING.52: <:: Ne oluyor? ::>
[16:46:29	][Y] C24:i5.(X)KING-19: <:: UZAKLAŞ. ::>
[16:46:38	][IC] C24:i4.KING.52: <:: Hmph. ::>
[16:46:48	]C24:i4.KING.52 has gained a '17rnd USP Magazine' #84839.
[16:46:48	]C24:i4.KING.52 has lost a '17rnd USP Magazine' #165809.
[16:46:55	]C24:i4.KING.52 entered observer.
[16:47:03	][ME] C24:i5.(X)KING-19: 19 Silahını elinde zar zor tutmaya başlar.
[16:47:07	]C24:i4.KING.52 used command '/PlaySound music/stingers/mood_stinger_03.ogg 499'.
[16:47:27	]C24:i4.KING.52 has spawned a 'NPC [2308][npc_vj_hlr1_mrfriendly]'.
[16:48:18	][ME] C24:i5.(X)KING-19: 19 Şuan silahını tutamayacak hale gelip silahını bırakır
[16:48:29	][ME] C24:i5.(X)KING-19: Başı ağrıdı için kafasını tutuyor.
[16:48:31	]C24:i5.(X)KING-19 has taken 5 damage from Mr. Friendly.
[16:48:31	]C24:i5.(X)KING-19 has taken 4 damage from Mr. Friendly.
[16:48:31	]C24:i5.(X)KING-19 has taken 4 damage from Mr. Friendly.
[16:48:31	]C24:i5.(X)KING-19 has taken 4 damage from Mr. Friendly.
[16:48:31	]C24:i5.(X)KING-19 has taken 4 damage from Mr. Friendly.
[16:48:31	]C24:i5.(X)KING-19 has taken 4 damage from Mr. Friendly.
[16:48:31	]C24:i5.(X)KING-19 has taken 4 damage from Mr. Friendly.
[16:48:31	]C24:i5.(X)KING-19 has taken 4 damage from Mr. Friendly.
[16:48:31	]C24:i5.(X)KING-19 has taken 4 damage from Mr. Friendly.
[16:48:31	]C24:i5.(X)KING-19 has taken 4 damage from Mr. Friendly.
[16:48:31	]C24:i5.(X)KING-19 has taken 4 damage from Mr. Friendly.
[16:48:31	]C24:i4.KING.52 has used a context menu option with the name: remove
[16:48:39	]C24:i4.KING.52 ran SAM command 'hp' with arguments: '19' '50'
[16:48:39	][Y] C24:i5.(X)KING-19: <:: NE OLUYOR BE. ::>
[16:48:47	]C24:i4.KING.52 has used a context menu option with the name: rb655_door_lock
[16:48:53	][IC] C24:i4.KING.52: <:: Şüpheli, hukuki hükmü almaya hazırlanın! ::>
[16:49:00	]C24:i4.KING.52 exited observer at their location.
[16:49:03	]C24:i4.KING.52 has used a context menu option with the name: rb655_door_unlock
[16:49:06	][IC] C24:i4.KING.52: <:: Şüpheli, hukuki hükmü almaya hazırlanın! ::>
[16:49:09	]C24:i4.KING.52 has used a context menu option with the name: rb655_door_close
[16:49:09	][ME] C24:i5.(X)KING-19: 19 yere çöker ve kafasını eline doğru götürür.
[16:49:10	]C24:i4.KING.52 has used a context menu option with the name: rb655_door_lock
[16:49:11	]C24:i5.(X)KING-19 used command '/ActSit'.
[16:49:34	]C24:i4.KING.52 entered observer.
[16:49:35	]C24:i4.KING.52 entered observer.
[16:49:35	]C24:i4.KING.52 exited observer at their location.
[16:49:36	]C24:i4.KING.52 entered observer.
[16:49:36	][ME] C24:i5.(X)KING-19: Kafasını tutuyor ve her şeyin geçmesini bekliyor.
[16:49:37	]C24:i4.KING.52 exited observer at their location.
[16:49:45	]C24:i4.KING.52 entered observer.
[16:49:45	]C24:i4.KING.52 entered observer.
[16:50:09	]C24:i4.KING.52 exited observer at their location.
[16:50:11	][ME] C24:i5.(X)KING-19: Yavaşca ayağa kalkıp etrafa bakar.
[16:50:11	]C24:i5.(X)KING-19 used command '/ExitAct'.
[16:50:14	]C24:i4.KING.52 used command '/ActKnock'.
[16:50:15	]C24:i4.KING.52 used command '/ActKnock'.
[16:50:26	]C24:i4.KING.52 used command '/ExitAct'.
[16:50:32	][IC] C24:i5.(X)KING-19: <:: Ne oluyor.. ::>
[16:50:34	]C24:i4.KING.52 used command '/Doorkick'.
[16:50:38	][IC] C24:i4.KING.52: <:: 19. ::>
[16:50:39	][IC] C24:i4.KING.52: <:: SABAHTAN. ::>
[16:50:41	][IC] C24:i4.KING.52: <:: BERİ. ::>
[16:50:42	][IC] C24:i4.KING.52: <:: SENİ. ::>
[16:50:44	][IC] C24:i4.KING.52: <:: ARIYORUM. ::>
[16:50:48	][IC] C24:i4.KING.52: <:: NERDESİN SEN. ::>
[16:51:07	][ME] C24:i5.(X)KING-19: İki elinide kafasına koyup tekrardan yere bakmaya başlar ve bilincini kaybedip yığılır
[16:51:11	]C24:i5.(X)KING-19 used command '/ActDown'.
[16:51:16	][IC] C24:i4.KING.52: <:: Hmph. ::>
[16:51:32	][LOOC] C24:i5.(X)KING-19: sondakide gerçek değilmiş aslında mgşfdinmgmfşdm
[16:51:46	][ME] C24:i4.KING.52: belinden tutup kaldırır
[16:51:55	]C24:i5.(X)KING-19 used command '/ExitAct'.
[16:53:01	]C24:i4.KING.52 has spawned a 'NPC [2364][npc_antlionguard]'.
[16:53:03	]C24:i4.KING.52 has used a context menu option with the name: rb655_make_friendly
[16:54:25	][ME] C24:i4.KING.52: oturtur
[16:54:38	]C24:i5.(X)KING-19 used command '/ActSit 5'.
[16:55:17	]C24:i4.KING.52 ran 'drop' on item 'Tarihi Geçmiş Soda Bob Brawn' (#166101)
[16:55:17	]C24:i4.KING.52 has lost a 'Tarihi Geçmiş Soda Bob Brawn' #166101.
[16:55:17	]C24:i4.KING.52 ran 'drop' on item 'Tarihi Geçmiş Soda Bob Brawn' (#165807)
[16:55:17	]C24:i4.KING.52 has lost a 'Tarihi Geçmiş Soda Bob Brawn' #165807.
[16:55:19	]C24:i4.KING.52 ran 'drop' on item 'Tarihi Geçmiş Metropolice Takviyeleri' (#166100)
[16:55:19	]C24:i4.KING.52 has lost a 'Tarihi Geçmiş Metropolice Takviyeleri' #166100.
[16:55:35	]C24:i4.KING.52 has acquired his ration, gaining 0 credits, 0 wages and a civil_protection_ration ration.
[16:55:50	]C24:i4.KING.52 ran 'take' on item 'Sivil Koruma Rasyonu' (#167063)
[16:55:50	]C24:i4.KING.52 has gained a 'Sivil Koruma Rasyonu' #167063.
[16:55:53	]C24:i4.KING.52 ran 'Open' on item 'Sivil Koruma Rasyonu' (#167063)
[16:55:54	]C24:i4.KING.52 has gained a 'Metropolice Takviyeleri' #167064.
[16:55:54	]C24:i4.KING.52 has gained a 'Soda Bob Brawn' #167065.
[16:55:54	]C24:i4.KING.52 has gained a '20 Kredi Kuponu' #167066.
[16:56:02	][ME] C24:i4.KING.52: dürter
[16:56:03	][ME] C24:i5.(X)KING-19: Bilinci yerine gelir ve etrafa bakar.
[16:56:08	][IC] C24:i5.(X)KING-19: <:: H-ha? ::>
[16:56:13	][IC] C24:i4.KING.52: <:: Ne oldu sana? ::>
[16:56:24	][ME] C24:i5.(X)KING-19: İçinden: Ben ne zaman buraya geldim?
[16:56:32	][IC] C24:i5.(X)KING-19: <:: Bilmiyorum.. ::>
[16:56:37	][ME] C24:i4.KING.52: 19'un hava alabilmesi için maskesini alıp çıkarır
[16:56:40	]C24:i4.KING.52 is admin-searching C24:i5.(X)KING-19's equip inventory.
[16:56:40	]C24:i4.KING.52 has used a context menu option with the name: ixviewequipinventory
[16:56:42	]C24:i4.KING.52 ran 'drop' on item 'PMG-5 (AUG) Gaz Maskesi' (#144400)
[16:56:42	]C24:i5.(X)KING-19 has lost a 'PMG-5 (AUG) Gaz Maskesi' #144400.
[16:56:43	]C24:i4.KING.52 has closed C24:i5.(X)KING-19's equip inventory.
[16:56:58	][IT] C24:i5.(X)KING-19: 19 Terlemiş gibi duruyor.
[16:57:08	]Beyin.Dll has connected.
[16:57:13	][IC] C24:i4.KING.52: <:: Hmph. ::>
[16:57:15	][IC] C24:i4.KING.52: <:: Terlemişsin. ::>
[16:57:19	]C24:i5.(X)KING-19 used command '/ExitAct'.
[16:57:21	][IC] C24:i4.KING.52: <:: Al şunlaru. ::>
[16:57:23	]C24:i5.(X)KING-19 used command '/ActSit 5'.
[16:57:25	]C24:i4.KING.52 ran 'drop' on item 'Soda Bob Brawn' (#167065)
[16:57:25	]C24:i4.KING.52 has lost a 'Soda Bob Brawn' #167065.
[16:57:27	]C24:i4.KING.52 ran 'drop' on item 'Metropolice Takviyeleri' (#167064)
[16:57:27	]C24:i4.KING.52 has lost a 'Metropolice Takviyeleri' #167064.
[16:57:54	][ME] C24:i5.(X)KING-19: Elini kafasına götürüp terini silmek ister tam o sırada elinin hafifce titrediğini görür.
[16:58:41	][IC] C24:i4.KING.52: <:: Şunu iç. ::>
[16:58:44	][IC] C24:i4.KING.52: <:: Kendine gelirsin. ::>
[16:58:59	][ME] C24:i5.(X)KING-19: Sodayı eline alır ve kapağını açıp yudumlamaya başlar.
[16:59:02	]C24:i5.(X)KING-19 ran 'Consume' on item 'Soda Bob Brawn' (#167065)
[16:59:02	]C24:i5.(X)KING-19 extended their level 1 long boost in Algı.
[16:59:02	]C24:i5.(X)KING-19 extended their level 2 long boost in Çeviklik.
[16:59:17	]Beyin.Dll loaded the character 'John Brookly'
[16:59:20	][IC] C24:i5.(X)KING-19: Bana ne oldu?
[16:59:22	]John Brookly is fully healed.
[16:59:24	]John Brookly entered observer.
[16:59:32	]John Brookly ran 'drop' on item '9mm Pistol Bullets' (#166893)
[16:59:32	]John Brookly has lost a '9mm Pistol Bullets' #166893.
[16:59:35	]John Brookly has used a context menu option with the name: remove
[16:59:35	][IC] C24:i4.KING.52: <:: Gördüğümde bayıldın. ::>
[16:59:40	]C24:i5.(X)KING-19 used command '/PM john la sk geç sk da rol çeviriyoz'.
[16:59:52	]John Brookly used command '/PM 19 seks'.
[17:00:01	]C24:i5.(X)KING-19 used command '/PM john no seks sen geç sk'.
[17:00:14	]C24:i5.(X)KING-19 used command '/PM john yoksa bomba atarım'.
[17:00:29	][ME] C24:i5.(X)KING-19: İçinden: Bayıldım mı? nasıl yani.
[17:00:40	][IC] C24:i5.(X)KING-19: Neden bayılmış olabilirimki?
[17:00:49	]John Brookly exited observer at their location.
[17:00:54	]John Brookly entered observer.
[17:01:01	][IC] C24:i4.KING.52: <:: Bunu sen biliyor olmalısın. ::>
[17:01:06	]John Brookly has fired a toolgun with the name: duplicator
[17:01:07	][IC] C24:i5.(X)KING-19: Bilmiyorum.
[17:01:16	]C24:i5.(X)KING-19 used command '/PM john sk geç now'.
[17:01:21	]John Brookly used command '/PM 19 bekle'.
[17:01:24	]John Brookly used command '/PM 19 birşeyle uğrasıyom'.
[17:01:31	]C24:i5.(X)KING-19 used command '/PM john k'.
[17:01:53	]John Brookly has used a context menu option with the name: remove
[17:01:55	][ME] C24:i5.(X)KING-19: Maskesine doğru uzanıp kafasına geçirir ve ayağa kalkar.
[17:01:57	]C24:i5.(X)KING-19 ran 'take' on item 'PMG-5 (AUG) Gaz Maskesi' (#144400)
[17:01:57	]C24:i5.(X)KING-19 has gained a 'PMG-5 (AUG) Gaz Maskesi' #144400.
[17:02:00	]C24:i5.(X)KING-19 used command '/ExitAct'.
[17:02:06	][IC] C24:i5.(X)KING-19: <:: Teşekkürler, su için. ::>
[17:02:07	]John Brookly has given himself a cwulock.
[17:02:07	]John Brookly has gained a 'CWU Lock' #167067.
[17:02:12	]John Brookly ran 'Place' on item 'CWU Lock' (#167067)
[17:02:17	][ME] C24:i5.(X)KING-19: İçinden: Rezil oldum..
[17:02:34	]C24:i4.KING.52 entered observer.
[17:02:34	][ME] C24:i5.(X)KING-19: İçinden Başım çok ağrıyor.
[17:02:41	]John Brookly exited observer at their location.
[17:02:43	]John Brookly entered observer.
[17:02:50	]John Brookly has given himself a cwulock.
[17:02:50	]C24:i4.KING.52 has spawned 'models/props_c17/gravestone002a.mdl'.
[17:02:50	]John Brookly has gained a 'CWU Lock' #167068.
[17:02:51	]John Brookly has given himself a cwulock.
[17:02:51	]John Brookly has gained a 'CWU Lock' #167069.
[17:02:52	]C24:i5.(X)KING-19 used the 'Sivil Koruma Tedarikçisi' vendor.
[17:02:53	]John Brookly ran 'Place' on item 'CWU Lock' (#167068)
[17:02:54	]C24:i4.KING.52 has spawned 'models/props_c17/gravestone002a.mdl'.
[17:02:56	]John Brookly ran 'Place' on item 'CWU Lock' (#167069)
[17:02:57	]C24:i4.KING.52 has spawned 'models/props_c17/gravestone002a.mdl'.
[17:02:59	]C24:i4.KING.52 has spawned 'models/props_c17/gravestone002a.mdl'.
[17:03:02	]C24:i5.(X)KING-19 has gained 0 chips.
[17:03:02	]C24:i5.(X)KING-19 has gained a 'Ağrı Kesici' #167070.
[17:03:07	][IC] C24:i5.(X)KING-19: <:: NE OLUYO. ::>
[17:03:21	]C24:i5.(X)KING-19 ran 'use' on item 'Ağrı Kesici' (#167070)
[17:03:21	]C24:i5.(X)KING-19 has performed the 'Use Ağrı Kesici' action, gaining 25 experience in medicine.
[17:03:22	]C24:i5.(X)KING-19 ran 'use' on item 'Ağrı Kesici' (#167070)
[17:03:22	]C24:i5.(X)KING-19 has performed the 'Use Ağrı Kesici' action, gaining 20 experience in medicine.
[17:03:24	]C24:i4.KING.52 exited observer at their location.
[17:03:27	]C24:i4.KING.52 entered observer.
[17:03:28	]C24:i4.KING.52 exited observer at their location.
[17:03:33	]C24:i4.KING.52 entered observer.
[17:03:33	][ME] C24:i5.(X)KING-19: 2-3 tane ağrı kesici alır.
[17:03:46	]C24:i4.KING.52 used command '/PM john izlemek yerine cp geçsene'.
[17:03:52	]John Brookly used command '/PM 52 bekle'.
[17:03:55	]John Brookly used command '/PM 52 lockları ayarlıycam'.
[17:04:07	]C24:i4.KING.52 has spawned 'models/props_c17/gravestone_coffinpiece001a.mdl'.
[17:04:20	]John Brookly exited observer at their location.
[17:04:24	]John Brookly has given himself a cmrulock.
[17:04:24	]John Brookly has gained a 'CMRU Lock' #167071.
[17:04:26	]John Brookly ran 'Place' on item 'CMRU Lock' (#167071)
[17:04:27	]C24:i4.KING.52 exited observer at their location.
[17:04:27	]C24:i4.KING.52 entered observer.
[17:04:29	]John Brookly entered observer.
[17:04:31	]C24:i4.KING.52 exited observer at their location.
[17:04:33	]John Brookly has used a context menu option with the name: remove
[17:04:35	]John Brookly ran 'Place' on item 'CMRU Lock' (#167071)
[17:04:36	][IC] C24:i4.KING.52: Help.
[17:04:39	][IC] C24:i4.KING.52: Yardım!
[17:04:39	]C24:i4.KING.52 entered observer.
[17:04:44	]C24:i4.KING.52 exited observer at their location.
[17:04:45	]John Brookly has used a context menu option with the name: remove
[17:04:45	]C24:i4.KING.52 entered observer.
[17:04:49	]John Brookly has given himself a cmrulock.
[17:04:49	]John Brookly has gained a 'CMRU Lock' #167072.
[17:04:49	]C24:i4.KING.52 exited observer at their location.
[17:04:51	]John Brookly ran 'Place' on item 'CMRU Lock' (#167072)
[17:04:52	]C24:i4.KING.52 entered observer.
[17:04:54	]C24:i4.KING.52 exited observer at their location.
[17:04:56	][ME] C24:i5.(X)KING-19: İçinden: Yine ne oluyor..
[17:04:58	]John Brookly has given himself a conlock.
[17:04:58	]John Brookly has gained a 'Conscript Lock' #167073.
[17:05:02	]John Brookly ran 'drop' on item 'Conscript Lock' (#167073)
[17:05:02	]John Brookly has lost a 'Conscript Lock' #167073.
[17:05:04	]John Brookly has used a context menu option with the name: remove
[17:05:05	]John Brookly has given himself a cmrulock.
[17:05:05	]John Brookly has gained a 'CMRU Lock' #167074.
[17:05:07	]John Brookly ran 'Place' on item 'CMRU Lock' (#167074)
[17:05:13	]C24:i4.KING.52 entered observer.
[17:05:16	]John Brookly has given himself a cmrulock.
[17:05:16	]John Brookly has gained a 'CMRU Lock' #167075.
[17:05:17	]John Brookly ran 'Place' on item 'CMRU Lock' (#167075)
[17:05:26	]John Brookly has used a context menu option with the name: vendor_edit
[17:05:26	][ME] C24:i5.(X)KING-19: İçinden: Bunlar gerçek değil Laura kendine gel..
[17:05:34	]C24:i4.KING.52 exited observer at their location.
[17:05:38	]John Brookly has given himself a cmrulock.
[17:05:38	]John Brookly has gained a 'CMRU Lock' #167076.
[17:05:39	]John Brookly ran 'Place' on item 'CMRU Lock' (#167076)
[17:05:46	][IC] C24:i4.KING.52: <:: Hmph. ::>
[17:05:50	]John Brookly has given himself a cmrulock.
[17:05:50	]John Brookly has gained a 'CMRU Lock' #167077.
[17:05:51	]John Brookly ran 'Place' on item 'CMRU Lock' (#167077)
[17:05:55	][ME] C24:i5.(X)KING-19: İçinden: Ödüm koptu..
[17:06:05	]John Brookly has given himself a cmrulock.
[17:06:05	]John Brookly has gained a 'CMRU Lock' #167078.
[17:06:06	]John Brookly ran 'Place' on item 'CMRU Lock' (#167078)
[17:06:08	][IC] C24:i5.(X)KING-19: <:: Pardon. ::>
[17:06:10	]John Brookly used the 'SMAB Tedarikçisi' vendor.
[17:06:11	]C24:i4.KING.52 entered observer.
[17:06:14	]John Brookly has used a context menu option with the name: vendor_edit
[17:06:14	][IC] C24:i5.(X)KING-19: <:: Ha? ::>
[17:06:20	]C24:i4.KING.52 exited observer at their location.
[17:06:31	][IC] C24:i5.(X)KING-19: <:: Sen ne zaman arkama geçtin? ::>
[17:06:36	]John Brookly has given himself a cmrulock.
[17:06:36	]John Brookly has gained a 'CMRU Lock' #167079.
[17:06:38	]John Brookly ran 'Place' on item 'CMRU Lock' (#167079)
[17:06:38	][IC] C24:i4.KING.52: <:: Kim? ::>
[17:06:41	][IC] C24:i5.(X)KING-19: <:: Sen? ::>
[17:06:42	]John Brookly exited observer at their location.
[17:06:43	]John Brookly ran 'Place' on item 'CMRU Lock' (#167079)
[17:06:44	]John Brookly entered observer.
[17:06:45	]John Brookly opened the 'Dolap' #10951 container.
[17:06:47	]John Brookly closed the 'Dolap' #10951 container.
[17:06:47	]John Brookly opened the 'Dolap' #10950 container.
[17:06:48	][IC] C24:i4.KING.52: <:: Sabahtan beri deli deli geziyorsun. ::>
[17:06:48	][IC] C24:i5.(X)KING-19: <:: Şurda duruyordun. ::>
[17:06:49	]John Brookly closed the 'Dolap' #10950 container.
[17:06:49	]John Brookly opened the 'Dolap' #10949 container.
[17:06:50	]John Brookly closed the 'Dolap' #10949 container.
[17:06:50	]John Brookly opened the 'Dolap' #10949 container.
[17:06:52	]John Brookly closed the 'Dolap' #10949 container.
[17:06:56	][IC] C24:i4.KING.52: <:: Nerde durması adamım. ::>
[17:07:10	][IC] C24:i5.(X)KING-19: <:: Ne? ::>
[17:07:16	][IC] C24:i5.(X)KING-19: <:: Sen şurada durmuyormuydun? ::>
[17:07:18	]John Brookly exited observer at their location.
[17:07:19	]John Brookly entered observer.
[17:07:19	]John Brookly exited observer at their location.
[17:07:20	][IC] C24:i4.KING.52: <:: Hmph. ::>
[17:07:25	][IC] C24:i4.KING.52: <:: Garip. ::>
[17:07:26	]Beyin.Dll loaded the character 'C24:i3.VICE-91'
[17:07:29	][IC] C24:i4.KING.52: <:: Gözlerin bozuk sanırsam. ::>
[17:07:30	]C24:i3.VICE-91 entered observer.
[17:07:31	]C24:i3.VICE-91 is fully healed.
[17:07:37	][IC] C24:i5.(X)KING-19: <:: Ne.. ::>
[17:07:38	]C24:i3.VICE-91 ran 'drop' on item 'White Hazmat Uniform' (#155318)
[17:07:38	]C24:i3.VICE-91 has lost a 'White Hazmat Uniform' #155318.
[17:07:40	]C24:i3.VICE-91 has used a context menu option with the name: remove
[17:07:41	]C24:i4.KING.52 entered observer.
[17:07:46	]C24:i3.VICE-91 exited observer at their location.
[17:07:49	]C24:i3.VICE-91 used command '/Radio 10-8'.
[17:07:55	]C24:i4.KING.52 used command '/PM 91 19 şuan deli o yüzden rol paslıyom'.
[17:08:07	]C24:i4.KING.52 used command '/PM 91 19'un gördüklerini görmezden ge lsen'.
[17:08:10	]C24:i4.KING.52 used command '/PM 91 19'un gördüklerini görmezden gel sen'.
[17:08:11	]C24:i3.VICE-91 used command '/CP tel calıyo'.
[17:08:16	]C24:i5.(X)KING-19 used command '/CP nınınınınınıı'.
[17:08:23	]C24:i4.KING.52 exited observer at their location.
[17:08:25	]C24:i4.KING.52 entered observer.
[17:08:27	]C24:i4.KING.52 exited observer at their location.
[17:08:30	]C24:i4.KING.52 entered observer.
[17:08:37	]C24:i4.KING.52 has spawned 'models/props_c17/FurnitureTable003a.mdl'.
[17:08:40	]C24:i5.(X)KING-19 has gained a '17rnd USP Magazine' #165802.
