[17:55:59	]Shane Walsh has connected.
[18:02:53	][ME] Decaf Cannon: skyı tanrısal gücüyle havaya kaldırır ve ortadan ikiye böler
[18:02:57	]Decaf Cannon rolled 6 out of 20 (+0 from Güç).
[18:02:57	]Decaf Cannon used command '/Roll strength'.
[18:03:01	][IC] Decaf Cannon: Ananı sikeyim.
[18:03:03	]Decaf Cannon ran 'take' on item 'Sanayi Toplumu Ve Geleceği' (#136623)
[18:03:03	]Decaf Cannon has gained a 'Sanayi Toplumu Ve Geleceği' #136623.
[18:03:05	]Shane Walsh has unloaded their "S10/OWS.FLASH-15" character.
[18:03:08	]Shane Walsh loaded the character 'C24:RCT.YELLO-36'
[18:03:43	]Decaf Cannon ran 'drop' on item '30rnd MP Magazine' (#142610)
[18:03:43	]Decaf Cannon has lost a '30rnd MP Magazine' #142610.
[18:03:48	]Decaf Cannon ran 'take' on item '30rnd MP Magazine' (#142610)
[18:03:48	]Decaf Cannon has gained a '30rnd MP Magazine' #142610.
[18:03:51	]Decaf Cannon ran 'drop' on item 'Buckshot Shotgun Shells' (#153060)
[18:03:51	]Decaf Cannon has lost a 'Buckshot Shotgun Shells' #153060.
[18:03:55	]C24:RCT.YELLO-36 ran 'take' on item 'Buckshot Shotgun Shells' (#153060)
[18:03:55	]C24:RCT.YELLO-36 has gained a 'Buckshot Shotgun Shells' #153060.
[18:03:58	]Decaf Cannon has gained level 35 in the Silahlar skill.
[18:03:58	]Decaf Cannon has hit C24:RCT.YELLO-36 dealing 3 damage (CritChance was 0.00).
[18:03:58	]C24:RCT.YELLO-36 has taken 3 damage from Decaf Cannon.
[18:03:58	]Decaf Cannon has damaged C24:RCT.YELLO-36, dealing 5.0078 with ix_hands
[18:04:00	]Decaf Cannon has gained level 36 in the Silahlar skill.
[18:04:00	]Decaf Cannon has hit C24:RCT.YELLO-36 dealing 3 damage (CritChance was 0.00).
[18:04:00	]C24:RCT.YELLO-36 has taken 3 damage from Decaf Cannon.
[18:04:00	]Decaf Cannon has damaged C24:RCT.YELLO-36, dealing 5.0081 with ix_hands
[18:04:01	]Decaf Cannon has hit C24:RCT.YELLO-36 dealing 3 damage (CritChance was 0.00).
[18:04:01	]C24:RCT.YELLO-36 has taken 3 damage from Decaf Cannon.
[18:04:01	]Decaf Cannon has damaged C24:RCT.YELLO-36, dealing 5.0084 with ix_hands
[18:04:03	]C24:RCT.YELLO-36 has critically hit Decaf Cannon dealing 24 damage (CritChance was 0.96).
[18:04:03	]Decaf Cannon has taken 24 damage from C24:RCT.YELLO-36.
[18:04:10	]C24:RCT.YELLO-36 ran 'drop' on item 'Buckshot Shotgun Shells' (#153060)
[18:04:10	]C24:RCT.YELLO-36 has lost a 'Buckshot Shotgun Shells' #153060.
[18:04:15	][ME] Decaf Cannon: tanrısal gücüyle skyı havaya kaldırır ve mermisini geri alır
[18:04:16	]Decaf Cannon used command '/ToggleRaise'.
[18:04:17	]Decaf Cannon ran 'take' on item 'Buckshot Shotgun Shells' (#153060)
[18:04:17	]Decaf Cannon has gained a 'Buckshot Shotgun Shells' #153060.
[18:04:26	]Decaf Cannon rolled 15 out of 20 (+0 from Güç).
[18:04:26	]Decaf Cannon used command '/Roll strength'.
[18:04:49	][ME] C24:RCT.YELLO-36: Tanrısal gücü ile diğer adamıda kaldırır.
[18:04:49	]C24:RCT.YELLO-36 rolled 20 out of 20 (+0 from Güç).
[18:04:49	]C24:RCT.YELLO-36 used command '/Roll strength'.
[18:05:02	][ME] Decaf Cannon: sivil korumanın tanrısal gücüne yarra vurur ve götünü siker
[18:06:50	]Decaf Cannon used command '/ToggleRaise'.
[18:06:51	]Decaf Cannon has hit C24:RCT.YELLO-36 dealing 3 damage (CritChance was 0.00).
[18:06:51	]C24:RCT.YELLO-36 has taken 3 damage from Decaf Cannon.
[18:06:51	]Decaf Cannon has damaged C24:RCT.YELLO-36, dealing 5.0087 with ix_hands
[18:06:53	]Decaf Cannon has hit C24:RCT.YELLO-36 dealing 3 damage (CritChance was 0.00).
[18:06:53	]C24:RCT.YELLO-36 has taken 3 damage from Decaf Cannon.
[18:06:53	]Decaf Cannon has damaged C24:RCT.YELLO-36, dealing 5.009 with ix_hands
[18:06:54	]Decaf Cannon has hit C24:RCT.YELLO-36 dealing 3 damage (CritChance was 0.00).
[18:06:54	]C24:RCT.YELLO-36 has taken 3 damage from Decaf Cannon.
[18:06:54	]Decaf Cannon has damaged C24:RCT.YELLO-36, dealing 5.0093 with ix_hands
[18:06:54	]C24:RCT.YELLO-36 has critically hit Decaf Cannon dealing 24 damage (CritChance was 0.96).
[18:06:54	]Decaf Cannon has taken 24 damage from C24:RCT.YELLO-36.
[18:06:55	]Decaf Cannon has hit C24:RCT.YELLO-36 dealing 3 damage (CritChance was 0.00).
[18:06:55	]C24:RCT.YELLO-36 has taken 3 damage from Decaf Cannon.
[18:06:55	]Decaf Cannon has damaged C24:RCT.YELLO-36, dealing 5.0096 with ix_hands
[18:06:55	]C24:RCT.YELLO-36 has critically hit Decaf Cannon dealing 24 damage (CritChance was 0.96).
[18:06:55	]Decaf Cannon has taken 24 damage from C24:RCT.YELLO-36.
[18:06:55	]Decaf Cannon has hit C24:RCT.YELLO-36 dealing 3 damage (CritChance was 0.00).
[18:06:55	]C24:RCT.YELLO-36 has taken 3 damage from Decaf Cannon.
[18:06:55	]Decaf Cannon has damaged C24:RCT.YELLO-36, dealing 5.0099 with ix_hands
[18:06:56	]C24:RCT.YELLO-36 has critically hit Decaf Cannon dealing 24 damage (CritChance was 0.96).
[18:06:56	]Decaf Cannon has taken 24 damage from C24:RCT.YELLO-36.
[18:06:56	]Decaf Cannon has hit C24:RCT.YELLO-36 dealing 3 damage (CritChance was 0.00).
[18:06:56	]C24:RCT.YELLO-36 has taken 3 damage from Decaf Cannon.
[18:06:56	]Decaf Cannon has damaged C24:RCT.YELLO-36, dealing 5.0102 with ix_hands
[18:06:57	]Decaf Cannon has hit C24:RCT.YELLO-36 dealing 3 damage (CritChance was 0.00).
[18:06:57	]C24:RCT.YELLO-36 has taken 3 damage from Decaf Cannon.
[18:06:57	]Decaf Cannon has damaged C24:RCT.YELLO-36, dealing 5.0105 with ix_hands
[18:06:58	]Decaf Cannon has hit C24:RCT.YELLO-36 dealing 3 damage (CritChance was 0.00).
[18:06:58	]C24:RCT.YELLO-36 has taken 3 damage from Decaf Cannon.
[18:06:58	]Decaf Cannon has damaged C24:RCT.YELLO-36, dealing 5.0108 with ix_hands
[18:06:58	]C24:RCT.YELLO-36 has critically hit Decaf Cannon dealing 24 damage (CritChance was 0.96).
[18:06:58	]Decaf Cannon was knocked unconscious and is bleeding out.
[18:06:59	]Decaf Cannon used command '/CharGetUp'.
[18:07:04	]C24:RCT.YELLO-36 ran 'split' on item 'Bandaj Rulosu' (#167405)
[18:07:04	]C24:RCT.YELLO-36 has gained a 'Bandaj Rulosu' #167524.
[18:07:07	]C24:RCT.YELLO-36 ran 'give' on item 'Bandaj Rulosu' (#167524)
[18:07:07	]C24:RCT.YELLO-36 has performed the 'Use Bandaj Rulosu' action, gaining 15 experience in medicine.
[18:07:07	]Decaf Cannon's bleeding was stopped by C24:RCT.YELLO-36.
[18:07:07	]Decaf Cannon was bandaged by C24:RCT.YELLO-36 for 15 HP.
[18:07:10	]C24:RCT.YELLO-36 ran 'give' on item 'Ağrı Kesici' (#167154)
[18:07:10	]C24:RCT.YELLO-36 has performed the 'Use Ağrı Kesici' action, gaining 25 experience in medicine.
[18:07:10	]Ender has unloaded their "Decaf Cannon" character.
[18:07:11	]C24:RCT.YELLO-36 ran 'use' on item 'Ağrı Kesici' (#167154)
[18:07:11	]C24:RCT.YELLO-36 has performed the 'Use Ağrı Kesici' action, gaining 25 experience in medicine.
[18:07:12	]C24:RCT.YELLO-36 ran 'split' on item 'Bandaj Rulosu' (#166404)
[18:07:12	]C24:RCT.YELLO-36 has gained a 'Bandaj Rulosu' #167525.
[18:07:13	]Ender loaded the character 'Decaf Cannon'
[18:07:13	]C24:RCT.YELLO-36 ran 'use' on item 'Bandaj Rulosu' (#167525)
[18:07:13	]C24:RCT.YELLO-36 has performed the 'Use Bandaj Rulosu' action, gaining 15 experience in medicine.
[18:07:13	]C24:RCT.YELLO-36 was bandaged by C24:RCT.YELLO-36 for 15 HP.
[18:07:15	]Decaf Cannon used command '/ToggleRaise'.
[18:07:30	]C24:RCT.YELLO-36 has critically hit Decaf Cannon dealing 24 damage (CritChance was 0.96).
[18:07:30	]Decaf Cannon was knocked unconscious and is bleeding out.
[18:07:33	]Ender has unloaded their "Decaf Cannon" character.
[18:07:35	]C24:RCT.YELLO-36 ran 'split' on item 'Bandaj Rulosu' (#166404)
[18:07:35	]C24:RCT.YELLO-36 has gained a 'Bandaj Rulosu' #167526.
[18:07:36	]Ender loaded the character 'Decaf Cannon'
[18:07:37	]C24:RCT.YELLO-36 ran 'use' on item 'Bandaj Rulosu' (#166404)
[18:07:37	]C24:RCT.YELLO-36 has performed the 'Use Bandaj Rulosu' action, gaining 15 experience in medicine.
[18:07:37	]C24:RCT.YELLO-36 was bandaged by C24:RCT.YELLO-36 for 15 HP.
[18:07:38	]Decaf Cannon used command '/ToggleRaise'.
[18:07:39	]Decaf Cannon has hit C24:RCT.YELLO-36 dealing 3 damage (CritChance was 0.00).
[18:07:39	]C24:RCT.YELLO-36 has taken 3 damage from Decaf Cannon.
[18:07:39	]Decaf Cannon has damaged C24:RCT.YELLO-36, dealing 5.0111 with ix_hands
[18:07:43	]Shane Walsh has unloaded their "C24:RCT.YELLO-36" character.
[18:07:46	]Shane Walsh loaded the character 'S10/OWS.FLASH-15'
[18:07:56	]Decaf Cannon has dropped: 4x Kan Torbası (#94728); Mutfak Bıçağı (#151995); 3x Cerrahi Kit (#153700); 24x Buckshot Shotgun Shells (#153060); 1x Çelik (#154063); 24x Buckshot Shotgun Shells (#8098); 1x Hurda Metal (#154087); 1x Kurutulmuş Yemeklik Otlar (#153024); Sanayi Toplumu Ve Geleceği (#136623); 2x Geliştirilmiş Yeşil Hap (#142586); 2x Geliştirilmiş Sarı Hap (#153699); Gri Bere (#143036); El Feneri (#142627); Water Canteen (#139251); 30rnd MP Magazine (#95563); 30rnd MP Magazine (#142610);
[18:07:56	]Decaf Cannon was just killed due to: accepting their death
[18:08:04	]Shane Walsh has unloaded their "S10/OWS.FLASH-15" character.
[18:08:08	]Shane Walsh loaded the character 'C24:RCT.YELLO-36'
[18:08:19	]C24:RCT.YELLO-36 opened the 'Dropped Items' #11691 container.
[18:08:22	]C24:RCT.YELLO-36 closed the 'Dropped Items' #11691 container.
[18:08:25	]Decaf Cannon used command '/ToggleRaise'.
[18:08:35	]Decaf Cannon opened the 'Dropped Items' #11691 container.
[18:08:36	]Decaf Cannon closed the 'Dropped Items' #11691 container.
[18:08:37	]Decaf Cannon opened the 'Dropped Items' #11691 container.
[18:08:38	]C24:RCT.YELLO-36 opened the 'Dropped Items' #11691 container.
[18:08:42	]Decaf Cannon has gained a 'El Feneri' #142627 from a container with the name 'Dropped Items' #11691.
[18:08:43	]Decaf Cannon has gained a 'Buckshot Shotgun Shells' #8098 from a container with the name 'Dropped Items' #11691.
[18:08:43	]Decaf Cannon has gained a 'Geliştirilmiş Sarı Hap' #153699 from a container with the name 'Dropped Items' #11691.
[18:08:44	]Decaf Cannon has gained a 'Mutfak Bıçağı' #151995 from a container with the name 'Dropped Items' #11691.
[18:08:44	]Decaf Cannon has gained a 'Kan Torbası' #94728 from a container with the name 'Dropped Items' #11691.
[18:08:44	]Decaf Cannon closed the 'Dropped Items' #11691 container.
[18:08:44	]Decaf Cannon has gained a 'Sanayi Toplumu Ve Geleceği' #136623 from a container with the name 'Dropped Items' #11691.
[18:08:44	]Decaf Cannon has gained a '30rnd MP Magazine' #142610 from a container with the name 'Dropped Items' #11691.
[18:08:45	]Decaf Cannon has gained a 'Kurutulmuş Yemeklik Otlar' #153024 from a container with the name 'Dropped Items' #11691.
[18:08:45	]Decaf Cannon has gained a 'Geliştirilmiş Yeşil Hap' #142586 from a container with the name 'Dropped Items' #11691.
[18:08:45	]Decaf Cannon has gained a 'Cerrahi Kit' #153700 from a container with the name 'Dropped Items' #11691.
[18:08:45	]Decaf Cannon has gained a 'Buckshot Shotgun Shells' #153060 from a container with the name 'Dropped Items' #11691.
[18:08:45	]Decaf Cannon has gained a 'Gri Bere' #143036 from a container with the name 'Dropped Items' #11691.
[18:08:46	]Decaf Cannon has gained a 'Water Canteen' #139251 from a container with the name 'Dropped Items' #11691.
[18:08:46	]Decaf Cannon has gained a '30rnd MP Magazine' #95563 from a container with the name 'Dropped Items' #11691.
[18:08:46	]Decaf Cannon has gained a 'Çelik' #154063 from a container with the name 'Dropped Items' #11691.
[18:08:46	]Decaf Cannon has gained a 'Hurda Metal' #154087 from a container with the name 'Dropped Items' #11691.
[18:08:49	]C24:RCT.YELLO-36 ran 'use' on item 'Bandaj Rulosu' (#167526)
[18:08:49	]C24:RCT.YELLO-36 has performed the 'Use Bandaj Rulosu' action, gaining 15 experience in medicine.
[18:08:49	]C24:RCT.YELLO-36 was bandaged by C24:RCT.YELLO-36 for 15 HP.
[18:08:49	]Decaf Cannon closed the 'Dropped Items' #11691 container.
[18:08:51	]C24:RCT.YELLO-36 ran 'use' on item 'Ağrı Kesici' (#166409)
[18:08:51	]C24:RCT.YELLO-36 has performed the 'Use Ağrı Kesici' action, gaining 15 experience in medicine.
[18:08:53	]Decaf Cannon has hit C24:RCT.YELLO-36 dealing 3 damage (CritChance was 0.00).
[18:08:53	]C24:RCT.YELLO-36 has taken 3 damage from Decaf Cannon.
[18:08:53	]Decaf Cannon has damaged C24:RCT.YELLO-36, dealing 5.0114 with ix_hands
[18:08:58	]Shane Walsh has unloaded their "C24:RCT.YELLO-36" character.
[18:09:02	]Shane Walsh loaded the character 'S10/OWS.FLASH-15'
[18:10:09	]S10/OWS.FLASH-15 ran 'combine' on item '20rnd Pulse Magazine' (#158700)
[18:10:22	]S10/OWS.FLASH-15 has lost a '20rnd Pulse Magazine' #158725.
[18:10:23	]S10/OWS.FLASH-15 has gained a '20rnd Pulse Magazine' #158726.
[18:10:52	]Shane Walsh has unloaded their "S10/OWS.FLASH-15" character.
[18:10:55	]Shane Walsh loaded the character 'C24:RCT.YELLO-36'
[18:10:56	]Decaf Cannon has hit C24:RCT.YELLO-36 dealing 3 damage (CritChance was 0.00).
[18:10:56	]C24:RCT.YELLO-36 has taken 3 damage from Decaf Cannon.
[18:10:56	]Decaf Cannon has damaged C24:RCT.YELLO-36, dealing 5.0117 with ix_hands
[18:10:57	]Decaf Cannon has hit C24:RCT.YELLO-36 dealing 3 damage (CritChance was 0.00).
[18:10:57	]C24:RCT.YELLO-36 has taken 3 damage from Decaf Cannon.
[18:10:57	]Decaf Cannon has damaged C24:RCT.YELLO-36, dealing 5.012 with ix_hands
[18:10:58	]Decaf Cannon has hit C24:RCT.YELLO-36 dealing 3 damage (CritChance was 0.00).
[18:10:58	]C24:RCT.YELLO-36 has taken 3 damage from Decaf Cannon.
[18:10:58	]Decaf Cannon has damaged C24:RCT.YELLO-36, dealing 5.0123 with ix_hands
[18:10:58	]C24:RCT.YELLO-36 has critically hit Decaf Cannon dealing 24 damage (CritChance was 0.96).
[18:10:58	]Decaf Cannon has taken 24 damage from C24:RCT.YELLO-36.
[18:10:58	]Decaf Cannon has hit C24:RCT.YELLO-36 dealing 3 damage (CritChance was 0.00).
[18:10:58	]C24:RCT.YELLO-36 has taken 3 damage from Decaf Cannon.
[18:10:58	]Decaf Cannon has damaged C24:RCT.YELLO-36, dealing 5.0126 with ix_hands
[18:10:59	]C24:RCT.YELLO-36 has critically hit Decaf Cannon dealing 24 damage (CritChance was 0.96).
[18:10:59	]Decaf Cannon has taken 24 damage from C24:RCT.YELLO-36.
[18:10:59	]Decaf Cannon has hit C24:RCT.YELLO-36 dealing 3 damage (CritChance was 0.00).
[18:10:59	]C24:RCT.YELLO-36 has taken 3 damage from Decaf Cannon.
[18:10:59	]Decaf Cannon has damaged C24:RCT.YELLO-36, dealing 5.0129 with ix_hands
[18:11:00	]Decaf Cannon has hit C24:RCT.YELLO-36 dealing 3 damage (CritChance was 0.00).
[18:11:00	]C24:RCT.YELLO-36 has taken 3 damage from Decaf Cannon.
[18:11:00	]Decaf Cannon has damaged C24:RCT.YELLO-36, dealing 5.0132 with ix_hands
[18:11:00	]Shane Walsh has unloaded their "C24:RCT.YELLO-36" character.
[18:11:03	]Shane Walsh loaded the character 'S10/OWS.FLASH-15'
[18:11:10	]S10/OWS.FLASH-15 has gained a '20rnd Pulse Magazine' #158725.
[18:11:10	]S10/OWS.FLASH-15 has lost a '20rnd Pulse Magazine' #158726.
[18:11:12	][IC] S10/OWS.FLASH-15: <:: Hands up, don't move! ::>
[18:11:20	][IC] S10/OWS.FLASH-15: <:: DUVARA. ::>
[18:11:28	]Decaf Cannon has hit S10/OWS.FLASH-15 dealing 3 damage (CritChance was 0.00).
[18:11:28	]S10/OWS.FLASH-15 has taken 3 damage from Decaf Cannon.
[18:11:28	]Decaf Cannon has damaged S10/OWS.FLASH-15, dealing 5.0135 with ix_hands
[18:11:30	]S10/OWS.FLASH-15 has critically hit Decaf Cannon in the chest dealing 15 damage (CritChance was 0.43).
[18:11:30	]Decaf Cannon has taken 15 damage from S10/OWS.FLASH-15.
[18:11:45	][IC] S10/OWS.FLASH-15: <:: Move! ::>
[18:11:51	]S10/OWS.FLASH-15 has gained a '20rnd Pulse Magazine' #158726.
[18:11:51	]S10/OWS.FLASH-15 has lost a '20rnd Pulse Magazine' #158725.
[18:11:59	]Decaf Cannon has hit S10/OWS.FLASH-15 dealing 3 damage (CritChance was 0.00).
[18:11:59	]S10/OWS.FLASH-15 has taken 3 damage from Decaf Cannon.
[18:11:59	]Decaf Cannon has damaged S10/OWS.FLASH-15, dealing 5.0138 with ix_hands
[18:12:10	][IC] S10/OWS.FLASH-15: <:: Dön. ::>
[18:12:15	][IC] S10/OWS.FLASH-15: <:: Arkanı. ::>
[18:12:16	][IC] S10/OWS.FLASH-15: <:: Dön. ::>
[18:12:33	]S10/OWS.FLASH-15 has gained a '20rnd Pulse Magazine' #158725.
[18:12:33	]S10/OWS.FLASH-15 has lost a '20rnd Pulse Magazine' #158701.
[18:12:38	]S10/OWS.FLASH-15 used command '/Punch'.
[18:12:38	]Decaf Cannon was just knocked out due to: hit by punch command used by S10/OWS.FLASH-15
[18:12:43	]Ender has unloaded their "Decaf Cannon" character.
[18:12:46	]Ender loaded the character 'Decaf Cannon'
[18:12:48	]Decaf Cannon used command '/ToggleRaise'.
[18:12:48	]S10/OWS.FLASH-15 used command '/Punch'.
[18:12:49	]Decaf Cannon was just knocked out due to: hit by punch command used by S10/OWS.FLASH-15
[18:12:51	]Ender has unloaded their "Decaf Cannon" character.
[18:12:53	]S10/OWS.FLASH-15 used command '/Punch'.
[18:12:55	]Ender loaded the character 'Decaf Cannon'
[18:12:55	]S10/OWS.FLASH-15 used command '/Punch'.
[18:12:56	]Decaf Cannon was just knocked out due to: hit by punch command used by S10/OWS.FLASH-15
[18:13:00	]Ender has unloaded their "Decaf Cannon" character.
[18:13:00	]S10/OWS.FLASH-15 used command '/Punch'.
[18:13:02	]S10/OWS.FLASH-15 used command '/Punch'.
[18:13:03	]S10/OWS.FLASH-15 used command '/Punch'.
[18:13:05	]Ender loaded the character 'Decaf Cannon'
[18:13:05	]S10/OWS.FLASH-15 used command '/Punch'.
[18:13:07	]Decaf Cannon used command '/ToggleRaise'.
[18:13:08	]S10/OWS.FLASH-15 used command '/Punch'.
[18:13:08	]Decaf Cannon was just knocked out due to: hit by punch command used by S10/OWS.FLASH-15
[18:13:16	]Decaf Cannon used command '/CharGetUp'.
[18:13:39	]S10/OWS.FLASH-15 used command '/Punch'.
[18:13:41	]S10/OWS.FLASH-15 used command '/Punch'.
[18:13:54	]S10/OWS.FLASH-15 has gained a '20rnd Pulse Magazine' #158701.
[18:13:54	]S10/OWS.FLASH-15 has lost a '20rnd Pulse Magazine' #158725.
[18:13:56	]S10/OWS.FLASH-15 has gained a '20rnd Pulse Magazine' #158725.
[18:13:56	]S10/OWS.FLASH-15 has lost a '20rnd Pulse Magazine' #158701.
[18:14:07	]Decaf Cannon used command '/CharGetUp'.
[18:14:18	]Decaf Cannon used command '/ToggleRaise'.
[18:14:21	]Decaf Cannon used command '/ToggleRaise'.
[18:14:22	]Decaf Cannon used command '/ToggleRaise'.
[18:14:23	]Decaf Cannon used command '/ToggleRaise'.
[18:14:24	]Decaf Cannon used command '/ToggleRaise'.
[18:14:24	]Decaf Cannon used command '/ToggleRaise'.
[18:14:26	]Decaf Cannon used command '/ToggleRaise'.
[18:14:36	]Decaf Cannon used command '/ToggleRaise'.
[18:14:48	]S10/OWS.FLASH-15 has gained a '20rnd Pulse Magazine' #158701.
[18:14:48	]S10/OWS.FLASH-15 has lost a '20rnd Pulse Magazine' #158725.
[18:14:52	][IC] S10/OWS.FLASH-15: <:: Move along. ::>
[18:14:59	][IC] S10/OWS.FLASH-15: <:: You can come out now! ::>
[18:15:01	]Shane Walsh has unloaded their "S10/OWS.FLASH-15" character.
[18:15:05	]Shane Walsh loaded the character 'S10:SCN-3'
[18:15:54	]Shane Walsh has unloaded their "S10:SCN-3" character.
[18:15:58	]Shane Walsh loaded the character 'S10/OWS.FLASH-15'
[18:16:03	]S10/OWS.FLASH-15 is fully healed.
[18:16:55	][Y] S10/OWS.FLASH-15: <:: Anti-citizens. ::>
[18:16:58	][Y] S10/OWS.FLASH-15: <:: Anti-citizens. ::>
[18:17:00	][Y] Decaf Cannon: DONT MOVE.
[18:17:08	]S10/OWS.FLASH-15 has gained a '20rnd Pulse Magazine' #158725.
[18:17:08	]S10/OWS.FLASH-15 has lost a '20rnd Pulse Magazine' #158701.
[18:17:13	]S10/OWS.FLASH-15 has gained a '20rnd Pulse Magazine' #158701.
[18:17:13	]S10/OWS.FLASH-15 has lost a '20rnd Pulse Magazine' #158725.
[18:18:13	]S10/OWS.FLASH-15 ran 'combine' on item '20rnd Pulse Magazine' (#158701)
[18:18:15	]S10/OWS.FLASH-15 ran 'combine' on item '20rnd Pulse Magazine' (#158726)
[18:18:42	]Shane Walsh has unloaded their "S10/OWS.FLASH-15" character.
[18:18:46	]Shane Walsh loaded the character 'C24:RCT.YELLO-36'
[18:19:12	]C24:RCT.YELLO-36 has taken 6 damage from worldspawn.
[18:19:15	]C24:RCT.YELLO-36 ran 'use' on item 'Bandaj Rulosu' (#166404)
[18:19:15	]C24:RCT.YELLO-36 has performed the 'Use Bandaj Rulosu' action, gaining 15 experience in medicine.
